Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H21S1V001	H21S1V002	H21S1V003	H21S1V004	H21S1V005	H21S1V006	H21S1V007	H21S1V008	H21S1V009	H21S1V010	H21S1V011	H21S1V012	H21S1V013	H21S1V014	H21S1V015	H21S1V016	H21S1V017	H21S1V018	H21S1V019	H21S1V020	H21S2V001	H21S2V002	H21S2V003	H21S2V004	H21S2V005	H21S2V006	H21S2V007	H21S2V008	H21S2V009	H21S2V010	H21S2V011	H21S2V012	H21S2V013	H21S2V014	H21S2V015	H21S2V016	H21S2V017	H21S2V018	H21S2V019	H21S2V020	H21S2V021	H21S2V022	H21S2V023	H21S2V024	H21S2V025	H21S2V026	H21S2V027	H21S2V028	H21S2V029	H21S2V030	H21S2V031	H21S2V032	H21S2V033	H21S2V034	H21S2V035	H21S2V036	H21S2V037	H21S2V038	H21S2V039	H21S2V040	H21S2V041	H21S2V042	H21S3V001	H21S3V002	H21S3V003	H21S3V004	H21S3V005	H21S3V006	H21S3V007	H21S3V008	H21S3V009	H21S3V010	H21S3V011	H21S3V012	H21S3V013	H21S4V001	H21S4V002	H21S4V003	H21S4V004	H21S4V005	H21S4V006	H21S4V007	H21S4V008	H21S4V009	H21S4V010	H21S4V011	H21S4V012	H21S4V013	H21S4V014	H21S4V015	H21S4V016	H21S4V017	H21S4V018	H21S4V019	H21S4V020	H21S4V021	H21S4V022	H21S4V023	H21S4V024	H21S4V025	H21S4V026	H21S4V027	H21S4V028	H21S4V029	H21S5V001	H21S5V002	H21S5V003	H21S5V004	H21S5V005	H21S5V006	H21S5V007	H21S5V008	H21S5V009	H21S5V010	H21S5V011	H21S5V012	H21S5V013	H21S5V014	H21S5V015	H21S5V016	H21S5V017	H21S5V018	H21S5V019	H21S5V020	H21S5V021	H21S5V022	H21S5V023	H21S5V024	H21S5V025	H21S5V026	H21S5V027	H21S5V028	H21S6V001	H21S6V002	H21S6V003	H21S6V004	H21S6V005	H21S6V006	H21S6V007	H21S6V008	H21S6V009	H21S6V010	H21S6V011	H21S6V012	H21S6V013	H21S6V014	H21S6V015	H21S6V016	H21S6V017	H21S6V018	H21S6V019	H21S6V020	H21S6V021	H21S6V022	H21S6V023	H21S6V024	H21S6V025	H21S6V026	H21S6V027	H21S6V028	H21S6V029	H21S6V030	H21S6V031	H21S6V032	H21S6V033	H21S6V034	H21S7V001	H21S7V002	H21S7V003	H21S7V004	H21S7V005	H21S7V006	H21S7V007	H21S7V008	H21S7V009	H21S7V010	H21S7V011	H21S7V012	H21S7V013	H21S7V014	H21S7V015	H21S7V016	H21S7V017	H21S7V018	H21S7V019	H21S7V020	H21S7V021	H21S7V022	H21S7V023	H21S7V024	H21S7V025	H21S7V026	H21S7V027	H21S7V028	H21S7V029	H21S7V030	H21S7V031	H21S7V032	H21S7V033	H21S7V034	H21S7V035	H21S7V036	H21S7V037	H21S7V038	H21S7V039
497	"NORTHUMBERLAND"	"New Brunswick"	"1867 - 1955"	21	"1949.06.27"	2807	"c9078f2d-6d76-4e8a-be67-ec745bda0f91"	"MCWILLIAM, George Roy"	"Liberal Party of Canada"	"Editor, publisher"		0	1								""	""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"9"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"
563	"PRESCOTT"	"Ontario"	"1867 - 1952"	21	"1949.06.27"	2812	"c985ef5d-52f4-42ac-8a93-7e64e67a719f"	"BRUNEAU, Raymond"	"Independent Liberal"	"Translator"		1	1								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"
424	"MARQUETTE"	"Manitoba"	"1871 - 1976"	21	"1949.06.27"	2867	"cd8bfdc8-48c2-4679-9567-c4c801d7b82b"	"GARSON, Hon. Stuart Sinclair"	"Liberal Party of Canada"	"Barrister"		0	2		1						""	""	""		""	"2"	"2"	"9"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"
250	"GRENVILLE--DUNDAS"	"Ontario"	"1924 - 1966"	21	"1949.06.27"	2874	"cdd10c21-6c0d-459f-a8a0-99d3c72da7b1"	"CASSELMAN, Arza Clair"	"Progressive Conservative Party"	"Barrister, lawyer"		0	8								""	""	""		""	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"9"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"9"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"
132	"CHAPLEAU"	"Quebec"	"1933 - 1966"	21	"1949.06.27"	2892	"cf97e0c2-521c-4a3b-b3ec-ae7d8b7c49e8"	"GOURD, David"	"Liberal Party of Canada"	"Financier, merchant, person of independent means"		1	2								""	""	""		""	"2"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"
367	"LANARK"	"Ontario"	"1914 - 1966"	21	"1949.06.27"	2893	"cfa44404-139f-4013-8827-d2c421728d5c"	"BLAIR, William Gourlay"	"Progressive Conservative Party"	"Physician"		0	2								""	""	""		""	"1"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"1"
11	"ALGOMA WEST"	"Ontario"	"1903 - 1966"	21	"1949.06.27"	2921	"d24700e7-2465-4465-a49c-7496259cf5d9"	"NIXON, George Ewart"	"Liberal Party of Canada"	"Merchant"		0	3								""	""	""		""	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"9"
61	"BRANDON"	"Manitoba"	"1892 - 1952"	21	"1951.06.25"	2922	"d25060a9-6d52-4461-a569-fc17c9e6d009"	"DINSDALE, Walter"	"Progressive Conservative Party"	"Lecturer, social worker, teacher"		0	1								""	""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"
825	"WINNIPEG SOUTH CENTRE"	"Manitoba"	"1924 - 1976"	21	"1951.06.25"	2923	"d2512bc7-c1b4-48ab-9772-1abe28ea07fa"	"CHURCHILL, Gordon"	"Progressive Conservative Party"	"Barrister, school principal, teacher"		0	1								""	""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"
176	"DIGBY--YARMOUTH"	"Nova Scotia"	"1947 - 1952"	21	"1949.06.27"	2957	"d4e0eefc-bb5b-42c6-b3f0-c50affda5b7c"	"KIRK, Thomas Andrew Murray"	"Liberal Party of Canada"	"Administrator, teacher"		0	1								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
398	"LINCOLN"	"Ontario"	"1903 - 1996"	21	"1949.06.27"	2962	"d54e6b1c-79fc-4127-b9da-c703dd15e814"	"CAVERS, Harry Peter"	"Liberal Party of Canada"	"Barrister, judge"		0	1								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"9"	"1"	"9"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"
185	"DUFFERIN--SIMCOE"	"Ontario"	"1924 - 1966"	21	"1949.06.27"	2968	"d5828758-1cba-4fc0-85ba-bc61c620ed60"	"ROWE, Hon. William Earl"	"Progressive Conservative Party"	"Farmer, rancher"		0	7								""	"United States"	""		""	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"
148	"COAST-CAPILANO"	"British Columbia"	"1947 - 1966"	21	"1949.06.27"	2970	"d59901cd-17d4-4346-9114-11a9957eaea7"	"SINCLAIR, James"	"Liberal Party of Canada"	"Civil engineer"		0	3		1	1					""	"Scotland"	""		""	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"2"
