Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H12S1V001	H12S1V002	H12S1V003	H12S1V004	H12S1V005	H12S1V006	H12S1V007	H12S1V008	H12S1V009	H12S1V010	H12S1V011	H12S1V012	H12S1V013	H12S1V014	H12S1V015	H12S1V016	H12S2V001	H12S2V002	H12S2V003	H12S2V004	H12S2V005	H12S2V006	H12S2V007	H12S2V008	H12S2V009	H12S2V010	H12S2V011	H12S2V012	H12S2V013	H12S2V014	H12S2V015	H12S2V016	H12S2V017	H12S2V018	H12S2V019	H12S2V020	H12S2V021	H12S2V022	H12S2V023	H12S2V024	H12S2V025	H12S2V026	H12S2V027	H12S2V028	H12S2V029	H12S2V030	H12S2V031	H12S2V032	H12S2V033	H12S2V034	H12S2V035	H12S2V036	H12S2V037	H12S2V038	H12S2V039	H12S2V040	H12S2V041	H12S2V042	H12S2V043	H12S2V044	H12S2V045	H12S2V046	H12S2V047	H12S3V001	H12S3V002	H12S3V003	H12S3V004	H12S3V005	H12S3V006	H12S3V007	H12S3V008	H12S3V009	H12S3V010	H12S3V011	H12S3V012	H12S3V013	H12S3V014	H12S3V015	H12S3V016	H12S5V001	H12S6V001	H12S6V002	H12S6V003	H12S6V004	H12S6V005	H12S6V006	H12S6V007	H12S6V008	H12S6V009	H12S6V010	H12S6V011	H12S6V012	H12S7V001	H12S7V002	H12S7V003	H12S7V004	H12S7V005	H12S7V006	H12S7V007	H12S7V008	H12S7V009	H12S7V010	H12S7V011	H12S7V012	H12S7V013	H12S7V014	H12S7V015	H12S7V016	H12S7V017	H12S7V018	H12S7V019	H12S7V020	H12S7V021	H12S7V022	H12S7V023	H12S7V024	H12S7V025	H12S7V026	H12S7V027	H12S7V028	H12S7V029
208	"ELGIN WEST"	"Ontario"	"1867 - 1933"	12	"1911.09.21-1911.10.10 and 1911.10.27"	1180	"5654ad0c-4f83-4d39-8720-1bcc13b5d7f5"	"CROTHERS, Thomas Wilson"	"Conservative (1867-1942)"	"Lawyer, teacher"	"Protestant"	0	2		1							""	"Resignation. Appointed Minister of Labour: 1911.10.10"		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"
263	"HALIFAX"	"Nova Scotia"	"1867 - "	12	"1911.09.21"	1189	"56fdc84e-aaff-46fe-bf93-d6f1014c6188"	"MACLEAN, Alexander Kenneth"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	3									""	""		""	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"9"	"2"
274	"HANTS"	"Nova Scotia"	"1867 - 1924"	12	"1911.09.21"	1219	"5952bcb3-41b4-4c81-b5bb-bb705a6427fc"	"TREMAIN, Hadley Brown"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"
411	"MACDONALD"	"Manitoba"	"1892 - 1947"	12	"1911.09.21-1912.04.09"	1234	"59e1c065-68c5-4024-8c34-8de437f5e8df"	"STAPLES, William D."	"Conservative (1867-1942)"	"Farmer"	"Protestant"	0	3									""	"Resignation. Appointed Grain Commissioner for Canada: 1912.04.09"		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
790	"WATERLOO NORTH"	"Ontario"	"1867 - 1966"	12	"1911.09.21"	1237	"5a22935b-a18e-420e-b919-eeb4dca1e111"	"WEICHEL, William George"	"Conservative (1867-1942)"	"Merchant"	"Protestant"	0	1									""	""		""	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"
74	"BROCKVILLE"	"Ontario"	"1867 - 1914"	12	"1911.09.21"	1243	"5a88b88d-93ad-4650-96d1-65b59e2be05f"	"WEBSTER, John"	"Conservative (1867-1942)"	"Produce dealer"	"Protestant"	0	1									""	""		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"
487	"NIPISSING"	"Ontario"	"1892 - 2003"	12	"1911.09.21-1911.10.25"	1244	"5ad85252-e5b4-408d-b0ec-d0a246a9a374"	"GORDON, George"	"Conservative (1867-1942)"	"Lumber merchant"	"Protestant"	0	2									""	"Resignation. To allow Francis Cochrane to run for office: 1911.10.25"		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
243	"GLOUCESTER"	"New Brunswick"	"1867 - 1990"	12	"1911.09.21"	1245	"5afbdf71-2ff3-4501-b9b3-74750bfc73ee"	"TURGEON, Onesiphore"	"Liberal Party of Canada"	"Editor, journalist"	"Fr.Catholic"	1	4									""	""		""	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
82	"BRUCE SOUTH"	"Ontario"	"1903 - 1933"	12	"1913.10.30"	1248	"5b231382-9350-440c-ae10-5f8a94c52eda"	"TRUAX, R.E."	"Liberal Party of Canada"	"Sawmiller"	"Protestant"	0	2									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"
687	"SIMCOE SOUTH"	"Ontario"	"1867 - 1924"	12	"1911.09.21-1912.04.16"	1257	"5bfd2fe5-bfe6-42c4-9503-71c3b6f865df"	"LENNOX, Haughton Ignatius Sa"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	4									""	"Resignation. Appointed Judge of the High Court of Justice for Ontario: 1912.04.16"		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
587	"QUEEN'S"	"Prince Edward Island"	"1903 - 1966"	12	"1911.09.21"	1271	"5d2345c1-90f5-4e72-ac39-e83c1a77539f"	"NICHOLSON, Donald"	"Conservative (1867-1942)"	"Tobacco manufacturer"	"Protestant"	0	1									""	""		""	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"9"	"1"
263	"HALIFAX"	"Nova Scotia"	"1867 - "	12	"1911.09.21-1911.10.09 and 1911.10.27"	1290	"5e8a24b4-f155-4f3d-aacc-e6da13c93756"	"BORDEN, Hon. Robert Laird"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	5		1							""	"Resignation: 1911.10.09"		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"2"
755	"THREE RIVERS AND ST. MAURICE"	"Quebec"	"1892 - 1924"	12	"1911.09.21"	1340	"61c189fb-d551-49ed-82da-cc777b86b056"	"BUREAU, Hon. Jacques"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	4									""	""		""	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"9"
802	"WENTWORTH"	"Ontario"	"1903 - 1966"	12	"1911.09.21"	1371	"64133edf-0990-42a2-9245-175d93050aae"	"WILSON, Gordon Crooks"	"Conservative (1867-1942)"	"Agent, gentleman, merchant"	"Protestant"	0	1									""	""		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"
776	"VICTORIA"	"New Brunswick"	"1867 - 1914"	12	"1911.09.21"	1375	"64706d8b-7252-4010-9517-6f90f6dfaf49"	"MICHAUD, Pius"	"Liberal Party of Canada"	"Barrister, lawyer"	"Fr.Catholic"	1	3									""	""		""	"1"	"9"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"
345	"KOOTENAY"	"British Columbia"	"1903 - 1914"	12	"1911.09.21-1912.05.03 "	1377	"64a8b3b9-6cc4-4b67-b0b6-1e57b883617c"	"GOODEVE, Arthur Samuel"	"Conservative (1867-1942)"	"Pharmacist"	"Protestant"	0	2									""	"Resignation. Appointed Commissioner of the Board of Railway Commissioners for Canada: 1912.05.03 "		""	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
810	"WESTMORLAND"	"New Brunswick"	"1867 - 1966"	12	"1915.02.01"	1383	"651714ed-1fa2-4874-a656-3e55434ef8cc"	"COPP, Arthur Bliss"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"
139	"CHATEAUGUAY"	"Quebec"	"1867 - 1914"	12	"1913.10.11"	1389	"65869aee-6e2a-43c6-8b3c-0b22a73d3a87"	"MORRIS, James"	"Conservative (1867-1942)"	"Farmer, granite dealer, marble dealer"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"
497	"NORTHUMBERLAND"	"New Brunswick"	"1867 - 1955"	12	"1911.09.21"	1393	"65b95af4-7627-444a-9989-c8b3033301d0"	"LOGGIE, William Stewart"	"Liberal Party of Canada"	"Company head, manufacturer, merchant"	"Protestant"	0	3									""	""		""	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"1"	"1"	"9"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"
432	"MEGANTIC"	"Quebec"	"1867 - 1933"	12	"1911.09.21"	1422	"68071fca-03f2-4f7c-b33c-2ed63bb08327"	"PACAUD, Lucien Turcotte"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"4"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"1"	"2"	"9"	"9"
