Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H31S1V001	H31S1V002	H31S1V003	H31S1V004	H31S1V005	H31S1V006	H31S1V007	H31S1V008
269	"HAMILTON EAST"	"Ontario"	"1903 - 2003"	31	"1979.05.22"	2847	"cc275cc9-05f6-4a1e-9dc5-ad07470a59ef"	"MUNRO, John Carr"	"Liberal Party of Canada"	"Barrister and solicitor, lawyer"		0	7								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
786	"VICTORIA--HALIBURTON"	"Ontario"	"1966 - 1998"	31	"1979.05.22"	2861	"cd2c6059-07dd-4cbf-83af-038dc3aa8b0e"	"SCOTT, Bill"	"Progressive Conservative Party"	"Merchant"		0	5								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
496	"NORTH VANCOUVER--BURNABY"	"British Columbia"	"1976 - 1987"	31	"1979.05.22"	2876	"cdf8723e-ad9d-4c59-82b8-71e3688ac0d7"	"COOK, Chuck"	"Progressive Conservative Party"	"Businessman, lumber merchant"		0	1								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
465	"MOOSE JAW"	"Saskatchewan"	"1966 - 1987"	31	"1979.05.22"	2882	"ce8a46df-49aa-45eb-a0f7-991e64d2608e"	"NEIL, Doug C."	"Progressive Conservative Party"	"Author, barrister and solicitor, lawyer"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
222	"ETOBICOKE--LAKESHORE"	"Ontario"	"1976 - "	31	"1979.05.22"	2889	"cf6f8abf-dbbd-4298-ac83-79a883e4ad0d"	"ROBINSON, Ken"	"Liberal Party of Canada"	"Barrister, lawyer"		0	3								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"1"
773	"VERDUN"	"Quebec"	"1952 - 1980"	31	"1979.05.22"	2901	"d04697fb-56b4-4788-ae00-35bb44f59e5e"	"SAVARD, Raymond"	"Liberal Party of Canada"	"Administrator, businessman, merchant, stockholder, store owner"		1	2								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
793	"WELLAND"	"Ontario"	"1867 - 1987"	31	"1979.05.22"	2913	"d1a80be4-63da-4898-bbf3-d4ff1df70125"	"PARENT, Gilbert"	"Liberal Party of Canada"	"Teacher"		1	2								""	""	""		""	"2"	"9"	"1"	"9"	"1"	"2"	"9"	"1"
210	"ESQUIMALT--SAANICH"	"British Columbia"	"1952 - 1987"	31	"1979.05.22"	2914	"d1c4aaea-4f83-4d4a-b04f-0ba13e6c4bc9"	"MUNRO, Don"	"Progressive Conservative Party"	"Diplomat"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
674	"SCARBOROUGH WEST"	"Ontario"	"1966 - 1996"	31	"1979.05.22"	2915	"d1f1964b-8524-45ab-9832-0247b159887e"	"WIGHTMAN, Bill"	"Progressive Conservative Party"	"Industrial relations officer"		0	1			1					""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
62	"BRANDON--SOURIS"	"Manitoba"	"1952 - "	31	"1979.05.22"	2922	"d25060a9-6d52-4461-a569-fc17c9e6d009"	"DINSDALE, Walter"	"Progressive Conservative Party"	"Lecturer, social worker, teacher"		0	11								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
86	"BURIN--ST. GEORGE'S"	"Newfoundland and Labrador"	"1976 - 1996"	31	"1979.09.19"	2946	"d42a3cd4-9b5a-4083-bbb5-d0fa8fa6fb89"	"SIMMONS, Roger"	"Liberal Party of Canada"	"Educator"		0	1								""	""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"
257	"GUELPH"	"Ontario"	"1976 - 1987"	31	"1979.05.22"	2954	"d49b6eda-d09a-4e86-9668-9e2690c98c2c"	"FISH, Albert"	"Progressive Conservative Party"	"Real estate appraiser"		0	1								""	"England"	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
243	"GLOUCESTER"	"New Brunswick"	"1867 - 1990"	31	"1979.05.22"	2955	"d4b8fbf1-c8ad-4200-b2d2-dbf1c946820e"	"BREAU, Herb"	"Liberal Party of Canada"	"Business manager"		1	4								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"1"
114	"CAPE BRETON--THE SYDNEYS"	"Nova Scotia"	"1966 - 1987"	31	"1979.05.22"	2964	"d5594fa9-aa97-41c2-ab74-a3a608aae6e9"	"MACLELLAN, Russell"	"Liberal Party of Canada"	"Barrister and solicitor, lawyer"		0	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
826	"WINNIPEG--ASSINIBOINE"	"Manitoba"	"1976 - 1987"	31	"1979.05.22"	2972	"d5ab331b-3ffc-4ba5-9788-c8039abf7a14"	"MCKENZIE, Dan"	"Progressive Conservative Party"	"Communication supervisor"		0	3			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
395	"LETHBRIDGE--FOOTHILLS"	"Alberta"	"1977 - 1987"	31	"1979.05.22"	2976	"d5d94167-0029-4d5f-ad7d-6723a6b5207d"	"THACKER, Blaine A."	"Progressive Conservative Party"	"Barrister and solicitor, lawyer"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
413	"MACKENZIE"	"Saskatchewan"	"1905 - 1996"	31	"1979.05.22"	2991	"d6a3fade-c097-4543-806f-c8d65b6941e3"	"KORCHINSKI, Stan"	"Progressive Conservative Party"	"Farmer"		0	8								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"2"
84	"BRUCE--GREY"	"Ontario"	"1975 - 2000"	31	"1979.05.22"	2992	"d6cb71f6-302e-47de-a33a-86f272c9f274"	"GURBIN, Gary M."	"Progressive Conservative Party"	"Physician"		0	1			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
348	"KOOTENAY WEST"	"British Columbia"	"1914 - 1987"	31	"1979.05.22"	3010	"d835e98c-fbf2-40ec-addb-13d13d6ffad6"	"BRISCO, Bob"	"Progressive Conservative Party"	"Chiropractor"		0	2								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"2"
375	"LAPRAIRIE"	"Quebec"	"1966 - 1980"	31	"1979.05.22"	3011	"d86a7332-2138-4375-a066-582a5bf273f1"	"DENIGER, Pierre"	"Liberal Party of Canada"	"Businessman, lawyer"		1	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
717	"SURREY--WHITE ROCK--NORTH DELTA"	"British Columbia"	"1976 - 1987"	31	"1979.05.22"	3016	"d8b3839f-65e2-4dd0-9d98-de1ea0f191ad"	"FRIESEN, Benno"	"Progressive Conservative Party"	"Administrator, professor"		0	2								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
64	"BRANT"	"Ontario"	"1966 - "	31	"1979.05.22"	3035	"d9f2b696-db5e-499e-823c-a1fe7ebb9182"	"BLACKBURN, Derek"	"New Democratic Party"	"Teacher"		0	4								""	""	""		""	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"
264	"HALIFAX WEST"	"Nova Scotia"	"1976 - "	31	"1979.05.22"	3054	"dbac4553-6081-4c77-96d2-1b719e05965e"	"CROSBY, Howard"	"Progressive Conservative Party"	"Barrister, lawyer"		0	2								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
191	"DUVERNAY"	"Quebec"	"1966 - 1990"	31	"1979.05.22"	3064	"dc48e69c-5b6f-4bd3-9f9d-a7acc8ce0168"	"DEMERS, Yves"	"Liberal Party of Canada"	"Chartered accountant"		1	3								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"
752	"TROIS-RIVIERES"	"Quebec"	"1976 - "	31	"1979.05.22"	3066	"dc52dcef-c662-4389-a78c-ea50255b7f22"	"LAJOIE, Claude G."	"Liberal Party of Canada"	"Building contractor, businessman"		1	4								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"
673	"SCARBOROUGH EAST"	"Ontario"	"1966 - 2003"	31	"1979.05.22"	3070	"dc977dc0-0800-46f1-960e-4d270d9fa6c8"	"GILCHRIST, Gordon"	"Progressive Conservative Party"	"Businessman"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
543	"PERTH"	"Ontario"	"1976 - 1987"	31	"1979.05.22"	3097	"df7565fe-891c-4fdd-ac5f-836ff5b7367a"	"JARVIS, Bill"	"Progressive Conservative Party"	"Lawyer"		0	3		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
381	"LAURIER"	"Quebec"	"1933 - 1987"	31	"1979.05.22"	3100	"dfd83423-54ae-4831-b096-eee7d6cc992f"	"BERGER, David"	"Liberal Party of Canada"	"Administrator, businessman, lawyer"		0	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
499	"NORTHUMBERLAND"	"Ontario"	"1976 - 2003"	31	"1979.05.22"	3132	"e268685f-5f98-4956-a0d4-9aaefd036337"	"HEES, George"	"Progressive Conservative Party"	"Businessman, industrialist, manufacturer, military, military, professional football player"		0	10								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"2"
52	"BONAVENTURE--ILES-DE-LA-MADELEINE"	"Quebec"	"1971 - 1996"	31	"1979.05.22"	3136	"e2d8a9a1-7ed0-4da8-becc-d9481937437e"	"BUJOLD, Remi"	"Liberal Party of Canada"	"Lawyer"		1	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"
560	"PORTAGE--MARQUETTE"	"Manitoba"	"1976 - 1987"	31	"1979.05.22"	3149	"e435d24b-06fd-4639-ad5b-7365868d3819"	"MAYER, Charlie"	"Progressive Conservative Party"	"Farmer"		0	1								""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
87	"BURLINGTON"	"Ontario"	"1976 - "	31	"1979.05.22"	3158	"e4f5b13e-1a76-434a-8805-482f90e7b42c"	"KEMPLING, Bill"	"Progressive Conservative Party"	"Businessman"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
131	"CHAMPLAIN"	"Quebec"	"1867 - 2003"	31	"1979.05.22"	3160	"e502d0d6-2e1a-49ce-8bc1-6b8cd5a9e213"	"VEILLETTE, Michel"	"Liberal Party of Canada"	"Agricultural technologist, manager"		1	1								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
371	"LANARK--RENFREW--CARLETON"	"Ontario"	"1970 - 1987"	31	"1979.05.22"	3162	"e51e2835-38c7-4d97-bdec-33d23d1da4bd"	"DICK, Paul"	"Progressive Conservative Party"	"Lawyer"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
602	"RENFREW--NIPISSING--PEMBROKE"	"Ontario"	"1976 - 1987"	31	"1979.05.22"	3176	"e62a3516-e718-4a0a-af61-35a0a053e51b"	"HOPKINS, Leonard D."	"Liberal Party of Canada"	"School principal, teacher"		0	5								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"
48	"BERTHIER--MASKINONGE"	"Quebec"	"1975 - 1980"	31	"1979.05.22"	3247	"eb74c111-8888-4246-8fb0-d6e550e65204"	"YANAKIS, Antonio"	"Liberal Party of Canada"	"Industrialist"		0	5								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
317	"JOLIETTE"	"Quebec"	"1966 - "	31	"1979.05.22"	3254	"ebd92091-9ee2-4ef1-920e-532f3ed627aa"	"LASALLE, Roch"	"Progressive Conservative Party"	"Business agent, director of public relations, manager, public relations officer, sales manager"		1	4		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
451	"MISSISSAUGA SOUTH"	"Ontario"	"1976 - "	31	"1979.05.22"	3258	"ebe8c134-a268-4c7b-961f-586efaa243a1"	"BLENKARN, Don"	"Progressive Conservative Party"	"Lawyer"		0	2								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
593	"RED DEER"	"Alberta"	"1907 - "	31	"1979.05.22"	3263	"ec72f1df-9854-42af-8421-670b93c49540"	"TOWERS, Gordon"	"Progressive Conservative Party"	"Farmer"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
845	"YORK EAST"	"Ontario"	"1933 - 1987"	31	"1979.05.22"	3265	"ecdadcb8-adc0-42c7-9495-8bd99ef99ec7"	"RITCHIE, Ron"	"Progressive Conservative Party"	"Author, business executive, consultant economist, corporate director, editor, publisher"		0	1			1					""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
206	"ELGIN"	"Ontario"	"1933 - 1990"	31	"1979.05.22"	3267	"ed07ce4c-6a68-4e14-996b-f0fd88e210ef"	"WISE, John"	"Progressive Conservative Party"	"Dairy farmer"		0	3		1						""	""	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
487	"NIPISSING"	"Ontario"	"1892 - 2003"	31	"1979.05.22"	3279	"ed86593a-bdfd-491f-a581-3e6dd2aa8155"	"BLAIS, J.-J."	"Liberal Party of Canada"	"Lawyer"		1	3								""	""	""		""	"2"	"9"	"1"	"9"	"1"	"2"	"2"	"1"
104	"CALGARY WEST"	"Alberta"	"1976 - "	31	"1979.05.22"	3286	"ee114d72-64a9-4b9c-be59-79e79f7c3494"	"HAWKES, Jim"	"Progressive Conservative Party"	"Businessman, professor"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
385	"LAVAL"	"Quebec"	"1977 - 1990"	31	"1979.05.22"	3298	"eed0b7b7-a102-4f6d-ae7a-a225a17b25fa"	"ROY, Marcel"	"Liberal Party of Canada"	"Agrologist"		1	4								""	""	""		""	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"
204	"EGLINTON--LAWRENCE"	"Ontario"	"1976 - "	31	"1979.05.22"	3300	"ef1388ad-345b-4646-895f-26d8923ecf1b"	"DE CORNEILLE, Roland"	"Liberal Party of Canada"	"Administrator (human rights), clergyperson"		1	1								""	"Switzerland"	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
506	"NUNATSIAQ"	"Northwest Territories"	"1976 - 1996"	31	"1979.05.22"	3355	"f37ef3b4-1cc7-4ea1-8421-38fde5af3ad1"	"ITTINUAR, Peter"	"New Democratic Party"	"Editor, film producer, labour negociator, professor, teacher, television announcer"		0	1								"Inuit"	""	""		""	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"
190	"DURHAM--NORTHUMBERLAND"	"Ontario"	"1976 - 1987"	31	"1979.05.22"	3375	"f5c8ea61-f60d-4452-8656-fa367fb1bd5f"	"LAWRENCE, Allan"	"Progressive Conservative Party"	"Barrister and solicitor"		0	3		1						""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
234	"GANDER--TWILLINGATE"	"Newfoundland and Labrador"	"1966 - 1987"	31	"1979.05.22"	3390	"f6e5da54-c9c9-4020-9356-e92606d6b6c4"	"BAKER, George S."	"Liberal Party of Canada"	"Assistant clerk, chief clerk, chief law clerk, chief legislative librarian, editor of hansard, radio & t.v. announcer & producer, title searcher"		0	2								""	""	""		""	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"
528	"OXFORD"	"Ontario"	"1933 - "	31	"1979.05.22"	3404	"f7f0538c-2368-4c9f-96f0-324dc3e40d16"	"HALLIDAY, Bruce"	"Progressive Conservative Party"	"Physician"		0	2								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
165	"CUMBERLAND--COLCHESTER"	"Nova Scotia"	"1976 - 2003"	31	"1979.05.22"	3414	"f8c074be-3032-4ab6-af4f-11618169c92a"	"COATES, Robert C."	"Progressive Conservative Party"	"Author, barrister, lawyer"		0	9								""	""	""		""	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
641	"SAINT-JACQUES"	"Quebec"	"1977 - 1987"	31	"1979.05.22"	3441	"fb4105b0-5519-462a-b34e-ec608182fed5"	"GUILBAULT, Jacques"	"Liberal Party of Canada"	"Professional engineer"		1	4								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"9"	"2"	"1"
98	"CALGARY CENTRE"	"Alberta"	"1966 - 2003"	31	"1979.05.22"	3443	"fbce8351-5fec-45a8-9b6b-2514fa79811a"	"ANDRE, Harvie"	"Progressive Conservative Party"	"Chemical engineer"		0	3								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"
198	"EDMONTON EAST"	"Alberta"	"1914 - 2000"	31	"1979.05.22"	3445	"fbff52cf-93aa-42ed-af95-8929fa555006"	"YURKO, Bill"	"Progressive Conservative Party"	"Professional engineer"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"
324	"KAMOURASKA--RIVIERE-DU-LOUP"	"Quebec"	"1976 - 1996"	31	"1979.05.22"	3464	"fdc0e7f6-6a6c-4032-ab8b-d774ff216e46"	"GENDRON, Rosaire"	"Liberal Party of Canada"	"Chartered accountant"		1	6								""	""	""		""	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"
270	"HAMILTON MOUNTAIN"	"Ontario"	"1966 - "	31	"1979.05.22"	3490	"fff3ce48-2f9e-4e1d-ab46-ed975be1c909"	"BEATTIE, Duncan M."	"Progressive Conservative Party"	"Businessman, insurance executive"		0	2								""	"Scotland"	""		""	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"2"
