Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H13S1V001	H13S1V002	H13S1V003	H13S1V004	H13S1V005	H13S1V006	H13S1V007	H13S1V008	H13S1V009	H13S1V010	H13S1V011	H13S1V012	H13S1V013	H13S2V001	H13S2V002	H13S2V003	H13S2V004	H13S2V005	H13S2V006	H13S2V007	H13S2V008	H13S2V009	H13S2V010	H13S2V011	H13S2V012	H13S2V013	H13S2V014	H13S2V015	H13S2V016	H13S2V017	H13S2V018	H13S3V001	H13S3V002	H13S3V003	H13S3V004	H13S3V005	H13S3V006	H13S3V007	H13S3V008	H13S3V009	H13S3V010	H13S3V011	H13S3V012	H13S3V013	H13S3V014	H13S3V015	H13S4V001	H13S4V002	H13S4V003	H13S4V004	H13S4V005	H13S4V006	H13S4V007	H13S4V008	H13S4V009	H13S4V010	H13S4V011	H13S4V012	H13S4V013	H13S5V001	H13S5V002	H13S5V003	H13S5V004	H13S5V005	H13S5V006	H13S5V007	H13S5V008	H13S5V009	H13S5V010	H13S5V011	H13S5V012	H13S5V013	H13S5V014
605	"RESTIGOUCHE--MADAWASKA"	"New Brunswick"	"1914 - 1966"	13	"1917.12.17"	1375	"64706d8b-7252-4010-9517-6f90f6dfaf49"	"MICHAUD, Pius"	"Laurier Liberal"	"Barrister, lawyer"	"Fr.Catholic"	1	4									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"9"
23	"ASSINIBOIA"	"Saskatchewan"	"1907 - 1987"	13	"1919.10.27"	1381	"64ea5c35-fa23-4e75-a3d7-1d07114270e0"	"GOULD, Oliver Robert"	"United Farmers"	"Carpenter, farmer"	"Protestant"	0	1									"England"	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"2"	"9"	"1"
810	"WESTMORLAND"	"New Brunswick"	"1867 - 1966"	13	"1917.12.17"	1383	"651714ed-1fa2-4874-a656-3e55434ef8cc"	"COPP, Arthur Bliss"	"Laurier Liberal"	"Lawyer"	"Protestant"	0	2									""	""		""	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"
497	"NORTHUMBERLAND"	"New Brunswick"	"1867 - 1955"	13	"1917.12.17"	1393	"65b95af4-7627-444a-9989-c8b3033301d0"	"LOGGIE, William Stewart"	"Unionist (Liberal)"	"Company head, manufacturer, merchant"	"Protestant"	0	4									""	""		""	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
432	"MEGANTIC"	"Quebec"	"1867 - 1933"	13	"1917.12.17"	1422	"68071fca-03f2-4f7c-b33c-2ed63bb08327"	"PACAUD, Lucien Turcotte"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"
316	"JOLIETTE"	"Quebec"	"1867 - 1933"	13	"1917.12.17"	1442	"691705c6-e71f-4fae-a033-f5eeacf51c8d"	"DENIS, Jean Joseph"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"
488	"NORFOLK"	"Ontario"	"1903 - 1924"	13	"1917.12.17"	1446	"6964b02f-0a05-4b93-b401-adca34231cb1"	"CHARLTON, William Andrew"	"Unionist (Liberal)"	"Businessman, lumber merchant"	"Protestant"	0	2									"United States"	""		""	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"
824	"WINNIPEG SOUTH"	"Manitoba"	"1914 - 1976"	13	"1917.12.17"	1451	"69b07db5-d50e-4347-b919-ab2ed02f2a41"	"ALLAN, George William"	"Unionist"	"Lawyer"	"Protestant"	0	1									""	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"
109	"NORTH CAPE BRETON AND VICTORIA"	"Nova Scotia"	"1903 - 1924"	13	"1917.12.17"	1478	"6c38f39b-1f70-4da5-ac6d-14d796590e55"	"MCKENZIE, Daniel Duncan"	"Laurier Liberal"	"Lawyer"	"Protestant"	0	4									""	""		""	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"1"
340	"KINGSTON"	"Ontario"	"1867 - 1924"	13	"1919.10.20"	1484	"6cab8398-dae1-4e94-b6be-0177cdcd9b99"	"DRAYTON, Hon. Sir Henry Lumle"	"Unionist"	"Barrister, crown attorney"	"Protestant"	0	1		1							""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"
401	"LONDON"	"Ontario"	"1867 - 1966"	13	"1917.12.17"	1491	"6cf8aa6e-d764-4dcf-aa90-3e38a53cde0a"	"CRONYN, Hume"	"Unionist"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"
30	"BATTLE RIVER"	"Alberta"	"1914 - 1952"	13	"1917.12.17"	1497	"6d299419-6bef-4ae5-98cc-6af0881abf01"	"BLAIR, William John"	"Unionist"	"Engineer, farmer, teacher"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"
181	"DORCHESTER"	"Quebec"	"1867 - 1966"	13	"1917.12.17"	1503	"6d7aad3a-b476-424b-8f8f-8ece71f89882"	"CANNON, Lucien"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"
518	"OTTAWA (CITY OF)"	"Ontario"	""	13	"1917.12.17"	1521	"6e53a5bb-3ad7-4029-8f31-a5197bd338ef"	"CHABOT, John Leo"	"Unionist"	"Physician, surgeon"	"Fr.Catholic"	1	2									""	""		""	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"
785	"VICTORIA--CARLETON"	"New Brunswick"	"1914 - 1966"	13	"1919.10.27"	1532	"6f0e79a6-263d-4f17-8fbc-6e37780ff83c"	"CALDWELL, Thomas Wakem"	"United Farmers"	"Farmer"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"1"
33	"BATTLEFORD"	"Saskatchewan"	"1907 - 1924"	13	"1917.12.17"	1572	"724307e3-cb18-425b-a170-87c9c401849f"	"WRIGHT, Henry Oswald"	"Unionist"	"Rancher"	"Protestant"	0	1									""	""		""	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"2"	"9"	"2"	"1"
235	"GASPE"	"Quebec"	"1867 - 1996"	13	"1917.12.17"	1590	"733cae8a-7e57-46c6-ab2e-478ac991835f"	"LEMIEUX, Hon. Rodolphe"	"Laurier Liberal"	"Author, lawyer, lecturer"	"Fr.Catholic"	1	6									""	""		""	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"
549	"PETERBOROUGH WEST"	"Ontario"	"1867 - 1952"	13	"1921.02.07"	1607	"7487ed9c-9f66-470d-8eb7-c105d30497b5"	"GORDON, George Newcombe"	"Liberal Party of Canada"	"Barrister"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"
655	"ST. MARY"	"Quebec"	"1892 - 1947"	13	"1917.12.17"	1665	"7823773e-c76d-4b06-a5b5-c5c775718966"	"DESLAURIERS, Hermas"	"Laurier Liberal"	"Physician"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"
154	"COMOX--ALBERNI"	"British Columbia"	"1914 - 1976"	13	"1917.12.17"	1671	"788af498-0867-47ce-9b0b-a659e0c3ad21"	"CLEMENTS, Herbert Sylvester"	"Unionist"	"Broker, farmer, real estate agent"	"Protestant"	0	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
514	"ONTARIO SOUTH"	"Ontario"	"1867 - 1924"	13	"1917.12.17"	1678	"790af30c-6f5a-4c27-9611-f1717541e81d"	"SMITH, William"	"Unionist"	"Breeder, farmer, importer"	"Protestant"	0	4									""	""		""	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"
169	"DAUPHIN"	"Manitoba"	"1903 - 1983"	13	"1917.12.17"	1724	"7c1a0382-2f6e-4c4d-acdd-b42097dfd66f"	"CRUISE, Robert"	"Unionist (Liberal)"	"Businessman, farmer"	"Protestant"	0	2									""	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"9"
578	"QUEBEC COUNTY"	"Quebec"	"1867 - 1924"	13	"1917.12.17"	1738	"7c9ee392-8ed6-4dae-87a9-4c963866732d"	"LAVIGUEUR, Henri Edgar"	"Laurier Liberal"	"Merchant"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"
157	"COMPTON"	"Quebec"	"1867 - 1947"	13	"1917.12.17"	1749	"7dcd6d15-391e-480d-8f81-4bdc6ea05e69"	"HUNT, Aylmer Byron"	"Laurier Liberal"	"Director, farmer, lumberman, real estate agent"	"Protestant"	0	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
183	"DRUMMOND--ARTHABASKA"	"Quebec"	"1867 - 1966"	13	"1917.12.17"	1785	"80e0f61c-02a8-440b-8dfc-7c83b16b459b"	"BROUILLARD, Joseph-Ovide"	"Laurier Liberal"	"Businessman"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"
785	"VICTORIA--CARLETON"	"New Brunswick"	"1914 - 1966"	13	"1917.12.17-1919.08.01"	1790	"80f4de9d-1b1a-4db1-93cf-9cb7b9b63dd4"	"CARVELL, Hon. Frank Broadstreet"	"Unionist (Liberal)"	"Lawyer"	"Protestant"	0	4		1							""	"Resignation. Appointed Chief Commissioner of the Board of Railway Commissioners for Canada: 1919.08.01"		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"1"	"1"	"2"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
606	"RICHELIEU"	"Quebec"	"1867 - 1933"	13	"1917.12.17"	1794	"813dc256-6e33-4184-9974-dd19238a9aaf"	"CARDIN, Pierre-Joseph-Arthur"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"
684	"SHERBROOKE (TOWN OF)"	"Quebec"	""	13	"1917.12.17"	1814	"8266761d-df92-481b-a611-14cdb3e925bd"	"MCREA, Francis \"N\"."	"Laurier Liberal"	"Lumber merchant"	"Protestant"	0	2									""	""		""	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"9"	"9"	"9"
702	"ST. JOHN--ALBERT"	"New Brunswick"	"1914 - 1966"	13	"1917.12.17-1920.07.12 and 1920.09.20"	1815	"826badd5-ccc7-4861-aa6b-bc8bccd800d3"	"WIGMORE, Hon. Rupert Wilson"	"Unionist"	"Civil engineer"	"Protestant"	0	1		1							""	"Resignation. Appointed Minister of Customs and Inland Revenue: 1920.07.12"		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"
277	"HASTINGS EAST"	"Ontario"	"1867 - 1924"	13	"1917.12.17"	1825	"82ecb62a-a65c-4506-9309-3e4599e0de6e"	"THOMPSON, Thomas Henry"	"Unionist"	"Merchant, undertaker"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"
112	"CAPE BRETON SOUTH AND RICHMOND"	"Nova Scotia"	"1914 - 1924"	13	"1917.12.17"	1890	"87fe8ab7-b976-467b-91e4-a9b9d24b23fa"	"DOUGLAS, John Carey"	"Unionist"	"Barrister, publisher"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"
