Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H13S1V001	H13S1V002	H13S1V003	H13S1V004	H13S1V005	H13S1V006	H13S1V007	H13S1V008	H13S1V009	H13S1V010	H13S1V011	H13S1V012	H13S1V013	H13S2V001	H13S2V002	H13S2V003	H13S2V004	H13S2V005	H13S2V006	H13S2V007	H13S2V008	H13S2V009	H13S2V010	H13S2V011	H13S2V012	H13S2V013	H13S2V014	H13S2V015	H13S2V016	H13S2V017	H13S2V018	H13S3V001	H13S3V002	H13S3V003	H13S3V004	H13S3V005	H13S3V006	H13S3V007	H13S3V008	H13S3V009	H13S3V010	H13S3V011	H13S3V012	H13S3V013	H13S3V014	H13S3V015	H13S4V001	H13S4V002	H13S4V003	H13S4V004	H13S4V005	H13S4V006	H13S4V007	H13S4V008	H13S4V009	H13S4V010	H13S4V011	H13S4V012	H13S4V013	H13S5V001	H13S5V002	H13S5V003	H13S5V004	H13S5V005	H13S5V006	H13S5V007	H13S5V008	H13S5V009	H13S5V010	H13S5V011	H13S5V012	H13S5V013	H13S5V014
75	"BROME"	"Quebec"	"1867 - 1924"	13	"1917.12.17"	3088	"deaf5a4f-d8a1-49b8-a81b-f90eeaf06463"	"MCMASTER, Andrew Ross"	"Laurier Liberal"	"Lawyer"	"Protestant"	0	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"1"	"2"	"9"	"1"	"1"
1246	"PRINCE EDWARD"	"Ontario"	"1903 - 1924"	13	"1917.12.17"	3090	"dedbc503-32ef-4e9b-8521-638df93015e3"	"HEPBURN, William Bernard Rickart"	"Unionist"	"Businessman"	"Protestant"	0	2									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"9"
346	"KOOTENAY EAST"	"British Columbia"	"1914 - 1966"	13	"1917.12.17"	3099	"dfafd52a-d1a1-41d4-b808-6560446b1b9f"	"BONNELL, Saul"	"Unionist"	"Physician"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"
207	"ELGIN EAST"	"Ontario"	"1867 - 1924"	13	"1920.11.22"	3102	"e012d3d6-aaa4-47f3-bd8e-94127eb219a1"	"MCDERMAND, Sydney Smith"	"United Farmers of Ontario"	"Farmer"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"
581	"QUEBEC EAST"	"Quebec"	"1867 - 1966"	13	"1917.12.17-1919.02.17"	3137	"e2f3ce71-bd81-4d34-8a08-56a140552231"	"LAURIER, Tres Honorable Sir Wilfrid"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	11									""	"Died in office: 1919.02.17"		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
184	"DUFFERIN"	"Ontario"	"1903 - 1924"	13	"1917.12.17"	3141	"e375fe20-c436-4578-9657-d976230c2a5a"	"BEST, John"	"Unionist"	"Farmer"	"Protestant"	0	3									"Australia"	""		""	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"
10	"ALGOMA EAST"	"Ontario"	"1903 - 1966"	13	"1917.12.17"	3166	"e59bd97e-ff2c-4d93-91cf-2c7d62ee9aac"	"NICHOLSON, George Brecken"	"Unionist"	"Lumber merchant"	"Protestant"	0	1									""	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"
736	"TORONTO CENTRE"	"Ontario"	"1872 - 1924"	13	"1917.12.17"	3179	"e6786985-b2b3-47ed-b311-263fcfc27c2a"	"BRISTOL, Edmund"	"Unionist"	"Barrister"	"Protestant"	0	4		1							""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"
518	"OTTAWA (CITY OF)"	"Ontario"	""	13	"1917.12.17"	3186	"e702fa8e-c7e6-4906-a69d-bad38613f9e4"	"FRIPP, Alfred Ernest"	"Unionist"	"Lawyer"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"
821	"WINNIPEG CENTRE"	"Manitoba"	"1914 - 1924"	13	"1917.12.17-1919.06.01"	3202	"e83bd8c8-d439-4d8c-956d-4ad5fef13f7f"	"ANDREW, George William"	"Unionist (Liberal)"	"Real estate agent"	"Protestant"	0	1	1			1					"England"	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
821	"WINNIPEG CENTRE"	"Manitoba"	"1914 - 1924"	13	"1919.06.02-"	3202.1	"e83bd8c8-d439-4d8c-956d-4ad5fef13f7f"	"ANDREW, George William"	"Independent"	""	"Protestant"	0	1									"England"	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"
638	"ST. HYACINTHE--ROUVILLE"	"Quebec"	"1914 - 1933"	13	"1917.12.17"	3215	"e9182041-e38d-4a75-8e17-85474cc9d873"	"GAUTHIER, Louis-Joseph"	"Laurier Liberal"	"Lawyer"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"
144	"CHICOUTIMI--SAGUENAY"	"Quebec"	"1867 - 1924"	13	"1917.12.17"	3239	"eb124d7f-4a4d-428f-9ac8-dd40b58d7fad"	"SAVARD, Edmond"	"Laurier Liberal"	"Coroner, physician"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"9"
272	"HAMILTON WEST"	"Ontario"	"1903 - 2003"	13	"1917.12.17"	3242	"eb312f61-0e3f-44a0-8900-2f9bed6fae6a"	"STEWART, Thomas Joseph"	"Unionist"	"Businessman"	"Protestant"	0	3									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"2"
63	"BRANT"	"Ontario"	"1903 - 1947"	13	"1917.12.17"	3262	"ec66c043-559e-4428-a85e-414d241a4365"	"HAROLD, John"	"Unionist"	"Manufacturer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
58	"BOW RIVER"	"Alberta"	"1914 - 1966"	13	"1917.12.17"	3290	"ee360266-3964-425d-a104-bbbd143bae5a"	"HALLADAY, Howard Hadden"	"Unionist"	"Farmer, insurance agent"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
1267	"TORONTO WEST"	"Ontario"	"1903 - 1924"	13	"1917.12.17"	3293	"ee55f509-b280-46d5-addb-20aa2913fe21"	"HOCKEN, Horatio Clarence"	"Unionist"	"Journalist, publisher"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"
327	"KENT"	"New Brunswick"	"1867 - 1966"	13	"1917.12.17"	3314	"f019c08a-4f55-43dc-83a7-39b7fc527519"	"LEGER, Auguste Theophile"	"Laurier Liberal"	"Farmer, lumber merchant"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
201	"EDMONTON WEST"	"Alberta"	"1914 - 1987"	13	"1917.12.17"	3331	"f157f275-1255-46c8-82b0-b0a17fb78c35"	"GRIESBACH, William Antrobus"	"Unionist"	"Lawyer"	"Protestant"	0	1									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"
846	"YORK NORTH"	"Ontario"	"1867 - 2003"	13	"1917.12.17"	3342	"f2402ada-71b3-4f08-a6a9-fb1e906c90ec"	"ARMSTRONG, John Alexander Macdonald"	"Unionist"	"Conveyancer, real estate agent"	"Protestant"	0	2									""	""		""	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"
545	"PERTH SOUTH"	"Ontario"	"1867 - 1933"	13	"1917.12.17"	3360	"f43ef2d3-a65f-4b79-b6ae-ebbd3d16b61b"	"STEELE, Michael"	"Unionist"	"Physician"	"Protestant"	0	2									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"
822	"WINNIPEG NORTH"	"Manitoba"	"1914 - 1997"	13	"1917.12.17"	3398	"f7523425-47e5-4a50-9f04-74f92ee172e2"	"BLAKE, Matthew Robert"	"Unionist"	"Physician"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"
380	"LAST MOUNTAIN"	"Saskatchewan"	"1914 - 1933"	13	"1917.12.17"	3432	"fac08547-64e9-47bf-a872-72ba942af77a"	"JOHNSTON, John Frederick"	"Unionist"	"Businessman, farmer, rancher"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"
833	"YALE"	"British Columbia"	"1914 - 1952"	13	"1920.11.22"	3457	"fd3a601d-bc20-4615-a1a4-6022040ab0fe"	"MACKELVIE, John Armstrong"	"Conservative (1867-1942)"	"Editor, journalist"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"
779	"VICTORIA"	"Alberta"	"1907 - 1924"	13	"1917.12.17"	3459	"fd82d687-a16a-4640-80cd-8b47d23d4d0b"	"WHITE, William Henry"	"Laurier Liberal"	"Farmer"	"Protestant"	0	3									""	""		""	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"
407	"LOTBINIERE"	"Quebec"	"1867 - 2000"	13	"1917.12.17"	3461	"fd945515-43b5-4eed-9b1c-8c100beef111"	"VIEN, Thomas"	"Laurier Liberal"	"Barrister, lawyer"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"
815	"WEYBURN"	"Saskatchewan"	"1914 - 1947"	13	"1917.12.17"	3466	"fde83416-c646-47a5-811f-ff939ae7f641"	"THOMPSON, Richard Frederick"	"Unionist"	"Farmer"	"Protestant"	0	1									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"
376	"LAPRAIRIE--NAPIERVILLE"	"Quebec"	"1892 - 1933"	13	"1917.12.17"	3471	"fe45452f-74d7-483e-ac86-64e9b3a8f1b7"	"LANCTOT, Roch"	"Laurier Liberal"	"Farmer"	"Fr.Catholic"	1	4									""	""		""	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"
529	"OXFORD NORTH"	"Ontario"	"1867 - 1933"	13	"1917.12.17"	3478	"fec8fb76-539a-4343-9bea-79ced68f163b"	"NESBITT, Edward Walter"	"Unionist (Liberal)"	"Insurance agent, real estate agent"	"Protestant"	0	3									""	""		""	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"
535	"PARRY SOUND"	"Ontario"	"1903 - 1947"	13	"1917.12.17"	3487	"ffc0d86c-0b49-4d02-97fa-af4c40b96369"	"ARTHURS, James"	"Unionist"	"Gentleman, merchant"	"Protestant"	0	3									""	""		""	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"
