Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H27S1V001	H27S1V002	H27S1V003	H27S1V004	H27S1V005	H27S1V006	H27S1V007	H27S1V008	H27S1V009	H27S1V010	H27S1V011	H27S1V012	H27S1V013	H27S1V014	H27S1V015	H27S1V016	H27S1V017	H27S1V018	H27S1V019	H27S1V020	H27S1V021	H27S1V022	H27S1V023	H27S1V024	H27S1V025	H27S1V026	H27S1V027	H27S1V028	H27S1V029	H27S1V030	H27S1V031	H27S1V032	H27S1V033	H27S1V034	H27S1V035	H27S1V036	H27S1V037	H27S1V038	H27S1V039	H27S1V040	H27S1V041	H27S1V042	H27S1V043	H27S1V044	H27S1V045	H27S1V046	H27S1V047	H27S1V048	H27S1V049	H27S1V050	H27S1V051	H27S1V052	H27S1V053	H27S1V054	H27S1V055	H27S1V056	H27S1V057	H27S1V058	H27S1V059	H27S1V060	H27S1V061	H27S1V062	H27S1V063	H27S2V001	H27S2V002	H27S2V003	H27S2V004	H27S2V005	H27S2V006	H27S2V007	H27S2V008	H27S2V009	H27S2V010	H27S2V011	H27S2V012	H27S2V013	H27S2V014	H27S2V015	H27S2V016	H27S2V017	H27S2V018	H27S2V019	H27S2V020	H27S2V021	H27S2V022	H27S2V023	H27S2V024	H27S2V025	H27S2V026	H27S2V027	H27S2V028	H27S2V029	H27S2V030	H27S2V031	H27S2V032	H27S2V033	H27S2V034	H27S2V035
487	"NIPISSING"	"Ontario"	"1892 - 2003"	27	"1965.11.08"	1036	"4c555de7-c0d8-4d1d-b6e6-593313f4cdf2"	"LEGAULT, Carl"	"Liberal Party of Canada"	"Businessman, furniture and appliances retailer"		1	2									""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
848	"YORK WEST"	"Ontario"	"1914 - "	27	"1965.11.08"	1043	"4cd65efc-8d41-4369-bfc6-0f5452b5f5fd"	"WINTERS, Robert H."	"Liberal Party of Canada"	"Engineer"		0	4		1							""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"9"
532	"PAPINEAU"	"Quebec"	"1947 - 1987"	27	"1965.11.08-1967.04.03"	1044	"4cd97a86-cbe2-4ccc-8f67-07ab729559de"	"FAVREAU, Guy"	"Liberal Party of Canada"	"Lawyer, lecturer, legal counsel"		1	2		1							""	"Resignation. Appointed Puisne Judge of the Superior Court of Quebec: 1967.04.03"		""	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
845	"YORK EAST"	"Ontario"	"1933 - 1987"	27	"1965.11.08"	1058	"4deee6dc-295b-44ee-83b9-04cbe06ba653"	"OTTO, Steve"	"Liberal Party of Canada"	"Businessman, lawyer"		0	3									"Poland"	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"1"	"9"
396	"LEVIS"	"Quebec"	"1867 - 1998"	27	"1965.11.08"	1060	"4e0d6776-0998-4c61-bba2-59461547d946"	"GUAY, Raynald"	"Liberal Party of Canada"	"Lawyer"		1	2									""	""		""	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"9"
217	"ESSEX WEST"	"Ontario"	"1924 - 1966"	27	"1965.11.08"	1062	"4e3a9e68-a6fb-4e24-9458-cfe2e836c8bc"	"GRAY, Herb"	"Liberal Party of Canada"	"Lawyer"		0	3									""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"
583	"QUEBEC WEST"	"Quebec"	"1947 - 1966"	27	"1965.11.08"	1086	"4ff4a33a-f82d-47c1-90cc-10cd8c78bb05"	"MARCHAND, Jean"	"Liberal Party of Canada"	"Unionist"		1	1		1							""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
167	"DANFORTH"	"Ontario"	"1933 - 1966"	27	"1965.11.08"	1094	"50d4b628-2609-4c79-99ff-0a8add8715e9"	"SCOTT, Reid"	"New Democratic Party"	"Judge, lawyer"		0	3									""	""		""	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
10	"ALGOMA EAST"	"Ontario"	"1903 - 1966"	27	"1965.11.08"	1107	"51c861ef-0f17-4a79-8d9b-0854fb3ef33f"	"PEARSON, Lester B."	"Liberal Party of Canada"	"Author, diplomat, professor, senior public servant"		0	8		1							""	""		""	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"2"	"9"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"9"
415	"MACLEOD"	"Alberta"	"1907 - 1966"	27	"1965.11.08"	1121	"5322cf37-a057-49f9-b020-3806cf282371"	"KINDT, Lawrence E."	"Progressive Conservative Party"	"Economist, farmer"		0	4									"United States"	""		""	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"
591	"QUEENS--LUNENBURG"	"Nova Scotia"	"1952 - 1966"	27	"1965.11.08"	1127	"53582230-b17d-4b34-9398-b8e59787ba07"	"CROUSE, Lloyd R."	"Progressive Conservative Party"	"Administrator, business executive"		0	5									""	""		""	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"
384	"LAVAL"	"Quebec"	"1947 - 1976"	27	"1965.11.08"	1137	"53c6f0b4-0865-46ce-ab3e-4e6986352f4a"	"ROCHON, Jean-L."	"Liberal Party of Canada"	"Optometrist"		1	3									""	""		""	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"
101	"CALGARY NORTH"	"Alberta"	"1952 - 1996"	27	"1965.11.08"	1145	"546df72b-fbe3-4980-ad0f-abc7a4ceed2a"	"HARKNESS, Douglas S."	"Progressive Conservative Party"	"Farmer, teacher"		0	8									""	""		""	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"9"
430	"MEADOW LAKE"	"Saskatchewan"	"1947 - 1976"	27	"1965.11.08"	1146	"5477b234-7b2d-4a38-9cd9-31b2826497c8"	"CADIEU, Bert"	"Progressive Conservative Party"	"Contractor, farmer, rancher"		0	4									""	""		""	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"2"
438	"MERCIER"	"Quebec"	"1933 - 1980"	27	"1965.11.08"	1154	"54dbd3e5-6165-4cbb-a253-0a600f3b13a3"	"BOULANGER, Prosper"	"Liberal Party of Canada"	"Businessman"		1	3									""	""		""	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
407	"LOTBINIERE"	"Quebec"	"1867 - 2000"	27	"1965.11.08"	1155	"54e60404-30a8-4e34-b451-5c75d8cdfdff"	"CHOQUETTE, Auguste"	"Liberal Party of Canada"	"Lawyer"		1	2									""	""		""	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"
538	"PEEL"	"Ontario"	"1867 - 1966"	27	"1965.11.08"	1156	"54ee0e22-3118-43eb-ac80-297316f87ece"	"BEER, Bruce S."	"Liberal Party of Canada"	"Farmer"		0	3			1						""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"
749	"TRINITY--CONCEPTION"	"Newfoundland and Labrador"	"1949 - 1966"	27	"1965.11.08"	1160	"5530bdbe-43af-4f3f-8a9a-e46666fe482d"	"TUCKER, James R."	"Liberal Party of Canada"	"Manager, merchant"		0	4									""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"1"	"2"	"1"	"1"	"9"	"9"
223	"FORT WILLIAM"	"Ontario"	"1924 - 1976"	27	"1965.11.08"	1179	"56513e2e-8222-44a0-8772-6178d9bce0c6"	"BADANAI, Hubert"	"Liberal Party of Canada"	"Automobile dealer, manager"		0	4									"Italy"	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"
437	"MELVILLE"	"Saskatchewan"	"1924 - 1966"	27	"1965.11.08"	1182	"565f3dfb-c1f4-462b-925f-502607e1baaf"	"ORMISTON, James N."	"Progressive Conservative Party"	"Farmer, insurance agent"		0	4									""	""		""	"9"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"
581	"QUEBEC EAST"	"Quebec"	"1867 - 1966"	27	"1965.11.08"	1196	"5763cb6f-2e75-4497-8be1-74a10756914a"	"DUQUET, Gerard"	"Liberal Party of Canada"	"Business agent, businessman, manager"		1	1									""	""		""	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"
483	"NIAGARA FALLS"	"Ontario"	"1952 - "	27	"1965.11.08"	1199	"5794257d-84e7-4451-af19-35e0cfc6ccaa"	"LAMARSH, Judy"	"Liberal Party of Canada"	"Barrister"		0	4		1							""	""		""	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"
802	"WENTWORTH"	"Ontario"	"1903 - 1966"	27	"1965.11.08"	1204	"57f5f58a-4477-48c9-994e-ff788728eb27"	"MORISON, John"	"Liberal Party of Canada"	"Insurance agent, radio-commentator, real estate developer"		0	2									""	""		""	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"9"
656	"SAINTE-MARIE"	"Quebec"	"1952 - 1976"	27	"1965.11.08"	1221	"59589a84-9f74-4e1a-a40e-842ca444817c"	"VALADE, Georges-J."	"Progressive Conservative Party"	"Pharmacist"		1	4									"United States"	""		""	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"9"
54	"BONAVISTA--TWILLINGATE"	"Newfoundland and Labrador"	"1949 - 1966"	27	"1965.11.08-1967.09.18"	1225	"5996b081-97f6-4bde-8dec-52df3dca3f76"	"PICKERSGILL, John W."	"Liberal Party of Canada"	"Lecturer, senior public servant, shipowner, writer"		0	6		1							""	"Resignation. Appointed President of the Canadian Transport Commission: 1967.09.18"		""	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
