Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H11S1V001	H11S1V002	H11S1V003	H11S1V004	H11S1V005	H11S1V006	H11S1V007	H11S1V008	H11S1V009	H11S1V010	H11S1V011	H11S1V012	H11S1V013	H11S2V001	H11S2V002	H11S2V003	H11S2V004	H11S2V005	H11S2V006	H11S2V007	H11S2V008	H11S2V009	H11S2V010	H11S2V011	H11S2V012	H11S2V013	H11S2V014	H11S2V015	H11S2V016	H11S2V017	H11S2V018	H11S2V019	H11S2V020	H11S2V021	H11S2V022	H11S2V023	H11S3V001	H11S3V002	H11S3V003	H11S3V004	H11S3V005	H11S3V006	H11S3V007	H11S3V008	H11S3V009	H11S3V010	H11S3V011	H11S3V012	H11S3V013	H11S3V014	H11S3V015	H11S3V016	H11S3V017	H11S3V018	H11S3V019	H11S3V020	H11S3V021	H11S3V022	H11S3V023
330	"KENT EAST"	"Ontario"	"1903 - 1914"	11	"1908.10.26"	1504	"6d854670-e0f5-4fc3-888f-6c2e288bf87d"	"GORDON, David Alexander"	"Liberal Party of Canada"	"Manufacturer"	"Protestant"	0	2									""	""		""	"1"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"
196	"EDMONTON"	"Alberta"	"1905 - 1914"	11	"1908.10.26"	1525	"6e8d69a0-c443-4d32-9982-364df1473067"	"OLIVER, Hon. Frank"	"Liberal Party of Canada"	"Publisher"	"Protestant"	0	4		1							""	""		""	"1"	"9"	"1"	"9"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"9"
781	"VICTORIA CITY"	"British Columbia"	"1903 - 1924"	11	"1908.10.26"	1546	"70751f3f-93c4-498e-954c-d7a8df6a4c93"	"BARNARD, George Henry"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"
80	"BRUCE NORTH"	"Ontario"	"1867 - 1933"	11	"1908.10.26"	1553	"713cf301-7f68-479b-b74d-641d8d140855"	"TOLMIE, John"	"Liberal Party of Canada"	"Manufacturer"	"Protestant"	0	4									"Scotland"	""		""	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"
235	"GASPE"	"Quebec"	"1867 - 1996"	11	"1908.10.26"	1590	"733cae8a-7e57-46c6-ab2e-478ac991835f"	"LEMIEUX, Hon. Rodolphe"	"Liberal Party of Canada"	"Author, lawyer, lecturer"	"Fr.Catholic"	1	4		1							""	""		""	"9"	"1"	"9"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"
624	"ROUVILLE"	"Quebec"	"1867 - 1914"	11	"1908.10.26"	1592	"73436b70-d382-4eb3-9baf-bb0e92fdbf12"	"BRODEUR, Hon. Louis Philippe"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	5		1							""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"
606	"RICHELIEU"	"Quebec"	"1867 - 1933"	11	"1908.10.26"	1610	"74c835bf-b1e7-4f16-a76d-7f9a6d3eef37"	"LANCTOT, Adelard"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"1"	"2"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
266	"HALTON"	"Ontario"	"1867 - 1987"	11	"1908.10.26"	1612	"74dd6652-cc90-4645-97e9-bfadb4e237e7"	"HENDERSON, David"	"Conservative (1867-1942)"	"Banker, merchant"	"Protestant"	0	6									""	""		""	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"9"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"
820	"WINNIPEG"	"Manitoba"	"1882 - 1914"	11	"1908.10.26"	1633	"766d27fe-f05e-4e0a-bddc-605b5779ad8d"	"HAGGART, Alexander"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"2"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
704	"STANSTEAD"	"Quebec"	"1867 - 1966"	11	"1908.10.26"	1641	"76ab9a7d-91d7-4263-ad45-23749038e071"	"LOVELL, Charles Henry"	"Liberal Party of Canada"	"Farmer, manufacturer, merchant"	"Protestant"	0	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
443	"MIDDLESEX WEST"	"Ontario"	"1867 - 1966"	11	"1908.10.26-1909.10.20"	1648	"7742d428-dcac-4a71-a208-0a6a083d36cd"	"CALVERT, William Samuel"	"Liberal Party of Canada"	"Manufacturer, merchant"	"Protestant"	0	4									""	"Resignation. Appointed a member of the National Transcontinental Railway Commission: 1909.10.20."		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
69	"BRANTFORD"	"Ontario"	"1903 - 1924"	11	"1908.10.26"	1656	"77cdf7f7-6bb0-4d4e-a1d7-b4c039df7de4"	"HARRIS, Lloyd"	"Liberal Party of Canada"	"Businessman"	"Protestant"	0	1									""	""		""	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"1"	"1"	"9"	"9"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
1246	"PRINCE EDWARD"	"Ontario"	"1903 - 1924"	11	"1908.10.26"	1659	"78018e26-7446-439c-8ba6-2e01aa67bf05"	"CURRIE, Morley"	"Liberal Party of Canada"	"Physician, surgeon"	"Protestant"	0	1									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"
294	"HUMBOLDT"	"Saskatchewan"	"1905 - 1952"	11	"1908.10.26"	1674	"78c899dc-d8e5-4071-8d04-a77260e0b2a6"	"NEELY, David Bradley"	"Liberal Party of Canada"	"Physician"	"Protestant"	0	1									""	""		""	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"
251	"GREY EAST"	"Ontario"	"1872 - 1914"	11	"1908.10.26"	1714	"7b93f979-f291-49f1-9a5c-54d08800f177"	"SPROULE, Thomas Simpson"	"Conservative (1867-1942)"	"Businessman, farmer, physician"	"Protestant"	0	8									""	""		""	"2"	"2"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"
139	"CHATEAUGUAY"	"Quebec"	"1867 - 1914"	11	"1908.10.26"	1723	"7bfda4f2-69fc-4407-b3b4-ccf8d867ee63"	"BROWN, James Pollock"	"Liberal Party of Canada"	"Farmer"	"Protestant"	0	5									""	""		""	"1"	"9"	"1"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"
157	"COMPTON"	"Quebec"	"1867 - 1947"	11	"1908.10.26"	1749	"7dcd6d15-391e-480d-8f81-4bdc6ea05e69"	"HUNT, Aylmer Byron"	"Liberal Party of Canada"	"Director, farmer, lumberman, real estate agent"	"Protestant"	0	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"1"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"
122	"CARLETON"	"New Brunswick"	"1867 - 1914"	11	"1908.10.26"	1790	"80f4de9d-1b1a-4db1-93cf-9cb7b9b63dd4"	"CARVELL, Frank Broadstreet"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	2									""	""		""	"1"	"1"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"
706	"STORMONT"	"Ontario"	"1903 - 1914"	11	"1908.10.26"	1813	"824eef89-ca86-49c4-8e8a-d3f09a56a11b"	"SMITH, Robert"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	1									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"1"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"9"
469	"MUSKOKA"	"Ontario"	"1903 - 1924"	11	"1908.10.26"	1822	"82d7e9e4-2cdc-418e-94b5-1b115c88ac94"	"WRIGHT, William"	"Conservative (1867-1942)"	"Blacksmith, merchant"	"Protestant"	0	2									""	""		""	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"
837	"YARMOUTH"	"Nova Scotia"	"1867 - 1914"	11	"1908.10.26"	1832	"83534b65-81ca-43e7-9bab-5f921b3f7b6c"	"LAW, Bowman Brown"	"Liberal Party of Canada"	"Merchant"	"Protestant"	0	3									"United States"	""		""	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"
432	"MEGANTIC"	"Quebec"	"1867 - 1933"	11	"1908.10.26"	1860	"85a25d58-0f9a-4ebb-9c59-b1a4a9986f9b"	"SAVOIE, Francois Theodore"	"Liberal Party of Canada"	""	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"
277	"HASTINGS EAST"	"Ontario"	"1867 - 1924"	11	"1908.10.26"	1888	"87c17501-d622-40a8-b54a-e744773295dc"	"NORTHRUP, William Barton"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	4									""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"2"	"1"	"2"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"1"	"9"	"2"	"9"	"1"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"
51	"BONAVENTURE"	"Quebec"	"1867 - 1971"	11	"1908.10.26"	1896	"8844037f-c912-404d-a505-6bf56321dd9a"	"MARCIL, Charles"	"Liberal Party of Canada"	"Journalist"	"Fr.Catholic"	1	3									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
75	"BROME"	"Quebec"	"1867 - 1924"	11	"1908.10.26"	1902	"8898cbb9-c7b4-4b1d-8019-f6672fcd0560"	"FISHER, Hon. Sydney Arthur"	"Liberal Party of Canada"	"Farmer"	"Protestant"	0	6		1							""	""		""	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
679	"SHELBURNE AND QUEEN'S"	"Nova Scotia"	"1892 - 1924"	11	"1908.10.26"	1908	"89103d9d-627c-4f56-8113-57b0d3865982"	"FIELDING, Hon. William Stevens"	"Liberal Party of Canada"	"Correspondent, editor, journalist"	"Protestant"	0	4		1							""	""		""	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
424	"MARQUETTE"	"Manitoba"	"1871 - 1976"	11	"1908.10.26"	1917	"896b827c-c49c-4978-9b77-7590d414c5ee"	"ROCHE, William James"	"Conservative (1867-1942)"	"Physician"	"Protestant"	0	4									""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"
269	"HAMILTON EAST"	"Ontario"	"1903 - 2003"	11	"1908.10.26"	1928	"8aa5c0ed-bcaa-4229-9464-8fbd967acc30"	"BARKER, Samuel"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	3									""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"9"	"2"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"
472	"NANAIMO"	"British Columbia"	"1903 - 1962"	11	"1908.10.26"	1946	"8bc67a8b-cd7a-49f9-a21c-9128298f183e"	"SMITH, Ralph"	"Liberal Party of Canada"	"Miner"	"Protestant"	0	3									"England"	""		""	"1"	"1"	"9"	"2"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"
215	"ESSEX NORTH"	"Ontario"	"1882 - 1924"	11	"1908.10.26-1909.10.20"	1960	"8cbc312c-ad1a-45b5-ae85-a50e78fa4dd4"	"SUTHERLAND, Hon. Robert Franklin"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	3									""	"Resignation. Appointed Justice of the High Court, Exchequer Division and Puisne Judge, High Court Division, Supreme Court of Canada: 1909.10.20."		""	"1"	"1"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
714	"SUNBURY--QUEEN'S"	"New Brunswick"	"1892 - 1914"	11	"1908.10.26"	1977	"8dfefd55-ad19-4012-a2c9-b6c83a73227a"	"MCLEAN, Hugh Havelock"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	1									""	""		""	"1"	"1"	"1"	"9"	"2"	"2"	"9"	"2"	"9"	"9"	"2"	"1"	"2"	"9"	"1"	"9"	"1"	"9"	"9"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"
155	"COMOX--ATLIN"	"British Columbia"	"1903 - 1914"	11	"1908.10.26-1909.01.21"	1981	"8e78104a-7343-4187-a8da-d1a1d733ce79"	"SLOAN, William"	"Liberal Party of Canada"	"Businessman"	"Protestant"	0	2									""	"Resignation. To allow William Templeman to run for office: 1909.01.21."		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"
841	"YORK CENTRE"	"Ontario"	"1903 - 1914"	11	"1908.10.26"	2010	"9049e5c2-b599-425a-bd36-065671fe70e8"	"WALLACE, Thomas George"	"Conservative (1867-1942)"	"Merchant, miller"	"Protestant"	0	1									""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"2"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
576	"QU'APPELLE"	"Saskatchewan"	"1905 - 1966"	11	"1908.10.26"	2012	"90968dd4-24bc-4851-b512-b20a1e979fc8"	"LAKE, Richard Stuart"	"Conservative (1867-1942)"	"Farmer"	"Protestant"	0	2									"England"	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"
564	"PRINCE"	"Prince Edward Island"	"1903 - 1966"	11	"1908.10.26"	2028	"9183238e-7fd1-489c-a0af-9c7ef42e31a6"	"RICHARDS, James William"	"Liberal Party of Canada"	"Merchant, shipowner"	"Protestant"	0	1									"Wales"	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"9"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"
33	"BATTLEFORD"	"Saskatchewan"	"1907 - 1924"	11	"1908.10.26"	2029	"918efb3a-d92d-46aa-83f0-6e63ac4cf6d3"	"CHAMPAGNE, Albert"	"Liberal Party of Canada"	"Farmer, hotelier, rancher"	"Fr.Catholic"	0	1									""	""		""	"9"	"1"	"9"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"
