Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H11S1V001	H11S1V002	H11S1V003	H11S1V004	H11S1V005	H11S1V006	H11S1V007	H11S1V008	H11S1V009	H11S1V010	H11S1V011	H11S1V012	H11S1V013	H11S2V001	H11S2V002	H11S2V003	H11S2V004	H11S2V005	H11S2V006	H11S2V007	H11S2V008	H11S2V009	H11S2V010	H11S2V011	H11S2V012	H11S2V013	H11S2V014	H11S2V015	H11S2V016	H11S2V017	H11S2V018	H11S2V019	H11S2V020	H11S2V021	H11S2V022	H11S2V023	H11S3V001	H11S3V002	H11S3V003	H11S3V004	H11S3V005	H11S3V006	H11S3V007	H11S3V008	H11S3V009	H11S3V010	H11S3V011	H11S3V012	H11S3V013	H11S3V014	H11S3V015	H11S3V016	H11S3V017	H11S3V018	H11S3V019	H11S3V020	H11S3V021	H11S3V022	H11S3V023
61	"BRANDON"	"Manitoba"	"1892 - 1952"	11	"1908.10.26"	3028	"d95b9bde-8a19-4c56-a4de-24c497fb7e53"	"SIFTON, Hon. Clifford"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	4									""	""		""	"1"	"9"	"9"	"2"	"9"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"
252	"GREY NORTH"	"Ontario"	"1867 - 1966"	11	"1908.10.26"	3029	"d970d184-d56d-4589-860d-306da0296ebf"	"MIDDLEBRO, William Sora"	"Conservative (1867-1942)"	"Lawyer"	"Protestant"	0	1									""	""		""	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
258	"GUYSBOROUGH"	"Nova Scotia"	"1867 - 1914"	11	"1908.10.26"	3033	"d98b30ab-759a-4b5e-b3ba-420ce11b08d2"	"SINCLAIR, John H."	"Liberal Party of Canada"	"Editor, lawyer"	"Protestant"	0	3									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"
677	"SHEFFORD"	"Quebec"	"1867 - "	11	"1908.10.26"	3045	"daaeca69-7a49-4da5-912c-856be631f2a2"	"ALLEN, Henry Edgarton"	"Liberal Party of Canada"	"Merchant"	"Unknown"	0	1									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
614	"RIMOUSKI"	"Quebec"	"1867 - 1980"	11	"1908.10.26"	3069	"dc93ce28-7200-41d3-b75e-b265ee98a9d4"	"ROSS, Jean Auguste"	"Liberal Party of Canada"	"Coroner, physician"	"Fr.Catholic"	1	4									""	""		""	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"2"
440	"MIDDLESEX EAST"	"Ontario"	"1867 - 1966"	11	"1908.10.26"	3079	"dd73c12c-015e-4caa-aeb9-727fc6141a7b"	"ELSON, Peter"	"Conservative (1867-1942)"	"Farmer"	"Protestant"	0	2									""	""		""	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"
685	"SIMCOE EAST"	"Ontario"	"1882 - 1966"	11	"1908.10.26"	3085	"de42cac7-8e43-4a1c-800a-62c7834e3b53"	"CHEW, Manley"	"Liberal Party of Canada"	"Lumber merchant"	"Protestant"	0	1									""	""		""	"1"	"9"	"9"	"2"	"9"	"2"	"9"	"2"	"9"	"9"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"
723	"TERREBONNE"	"Quebec"	"1867 - 1996"	11	"1908.10.26"	3129	"e2266066-d57e-43b1-9b59-d575d15804d9"	"NANTEL, Wilfrid-Bruno"	"Conservative (1867-1942)"	"Lawyer"	"Fr.Catholic"	1	1									""	""		""	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"
581	"QUEBEC EAST"	"Quebec"	"1867 - 1966"	11	"1908.10.26"	3137	"e2f3ce71-bd81-4d34-8a08-56a140552231"	"LAURIER, Right Hon. Sir Wilfrid"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	9		1							""	"Resignation. Elected for Qu_bec East and for Ottawa. Chose to sit for Qu_bec East."		""	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"
184	"DUFFERIN"	"Ontario"	"1903 - 1924"	11	"1909.12.22"	3141	"e375fe20-c436-4578-9657-d976230c2a5a"	"BEST, John"	"Conservative (1867-1942)"	"Farmer"	"Protestant"	0	1									"Australia"	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"
287	"HOCHELAGA"	"Quebec"	"1867 - 1978"	11	"1908.10.26"	3142	"e37a7a05-54df-4029-a05e-177a22183ab1"	"RIVET, Louis-Alfred-Adhemar"	"Liberal Party of Canada"	"Lawyer"	"Fr.Catholic"	1	3									""	""		""	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"1"	"9"	"9"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"
736	"TORONTO CENTRE"	"Ontario"	"1872 - 1924"	11	"1908.10.26"	3179	"e6786985-b2b3-47ed-b311-263fcfc27c2a"	"BRISTOL, Edmund"	"Conservative (1867-1942)"	"Barrister"	"Protestant"	0	2									""	""		""	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"9"	"9"	"9"	"9"
369	"LANARK NORTH"	"Ontario"	"1867 - 1914"	11	"1908.10.26"	3185	"e6ff10cd-b633-4ffa-baba-3be20ae91f85"	"THOBURN, William"	"Conservative (1867-1942)"	"Woollens manufacturer"	"Protestant"	0	1									"England"	""		""	"2"	"2"	"2"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"1"	"9"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"9"	"9"
479	"NEW WESTMINSTER"	"British Columbia"	"1872 - 1976"	11	"1908.10.26"	3216	"e9235f04-fccf-4629-8a86-566f3100d0ce"	"TAYLOR, James Davis"	"Conservative (1867-1942)"	"Publisher, reporter"	"Protestant"	0	1									""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
802	"WENTWORTH"	"Ontario"	"1903 - 1966"	11	"1908.10.26"	3223	"e9813734-4849-4dc8-8ec3-3be7490d29ec"	"SEALEY, William Oscar"	"Liberal Party of Canada"	"Farmer, lumber merchant"	"Protestant"	0	1									""	""		""	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"
272	"HAMILTON WEST"	"Ontario"	"1903 - 2003"	11	"1908.10.26"	3242	"eb312f61-0e3f-44a0-8900-2f9bed6fae6a"	"STEWART, Thomas Joseph"	"Conservative (1867-1942)"	"Businessman"	"Protestant"	0	1									""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"2"	"9"	"1"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"9"	"1"	"1"
45	"BERTHIER"	"Quebec"	"1867 - 1924"	11	"1908.10.26"	3259	"ec12fcca-4db6-40f6-ac63-624bdb2e4ff7"	"ECREMENT, Arthur"	"Liberal Party of Canada"	"Notary"	"Fr.Catholic"	1	1									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"9"	"9"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"9"	"9"	"2"	"9"	"9"	"9"	"9"
144	"CHICOUTIMI--SAGUENAY"	"Quebec"	"1867 - 1924"	11	"1908.10.26"	3274	"ed48839a-21c1-4278-9fe2-7820f0a88b61"	"GIRARD, Joseph"	"Conservative (1867-1942)"	"Farmer"	"Fr.Catholic"	1	3									""	""		""	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"9"	"2"	"2"	"2"
545	"PERTH SOUTH"	"Ontario"	"1867 - 1933"	11	"1908.10.26"	3284	"edf615f3-e2a2-4bf2-9096-1891fcbb2c71"	"MCINTYRE, Gilbert Howard"	"Liberal Party of Canada"	"Pharmacist"	"Protestant"	0	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
155	"COMOX--ATLIN"	"British Columbia"	"1903 - 1914"	11	"1909.02.08"	3308	"efc3278a-0775-4eee-82b2-912cc97bea09"	"TEMPLEMAN, Hon. William"	"Liberal Party of Canada"	"Editor"	"Protestant"	0	2		1							""	""		""	"99"	"9"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
846	"YORK NORTH"	"Ontario"	"1867 - 2003"	11	"1908.10.26"	3321	"f086f57f-8342-4b2e-819a-37713991d665"	"AYLESWORTH, Hon. Allen Bristol"	"Liberal Party of Canada"	"Lawyer"	"Protestant"	0	2		1							""	""		""	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"
215	"ESSEX NORTH"	"Ontario"	"1882 - 1924"	11	"1909.11.10"	3329	"f13ba6c7-42fe-4251-8568-121a6f8ff019"	"WILCOX, Oliver J."	"Conservative (1867-1942)"	"Farmer"	"Protestant"	0	1									""	""		""	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"99"	"9"	"9"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"
779	"VICTORIA"	"Alberta"	"1907 - 1924"	11	"1909.10.26"	3459	"fd82d687-a16a-4640-80cd-8b47d23d4d0b"	"WHITE, William Henry"	"Liberal Party of Canada"	"Farmer"	"Protestant"	0	1									""	""		""	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"
376	"LAPRAIRIE--NAPIERVILLE"	"Quebec"	"1892 - 1933"	11	"1908.10.26"	3471	"fe45452f-74d7-483e-ac86-64e9b3a8f1b7"	"LANCTOT, Roch"	"Liberal Party of Canada"	"Farmer"	"Fr.Catholic"	1	2									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"
601	"RENFREW SOUTH"	"Ontario"	"1867 - 1966"	11	"1908.10.26"	3472	"fe45cc27-e8e2-4fd4-b322-ff6ec72a5a88"	"LOW, Thomas A."	"Liberal Party of Canada"	"Industrialist, lumberman"	"Protestant"	0	1									""	""		""	"1"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"2"	"9"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"2"	"2"
529	"OXFORD NORTH"	"Ontario"	"1867 - 1933"	11	"1908.10.26"	3478	"fec8fb76-539a-4343-9bea-79ced68f163b"	"NESBITT, Edward Walter"	"Liberal Party of Canada"	"Insurance agent, real estate agent"	"Protestant"	0	1									""	""		""	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"1"	"9"	"1"	"9"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"9"	"2"	"2"	"2"
535	"PARRY SOUND"	"Ontario"	"1903 - 1947"	11	"1908.10.26"	3487	"ffc0d86c-0b49-4d02-97fa-af4c40b96369"	"ARTHURS, James"	"Conservative (1867-1942)"	"Gentleman, merchant"	"Protestant"	0	1									""	""		""	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"2"	"1"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"
