Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H38S1V001	H38S1V002	H38S1V003	H38S1V004	H38S1V005	H38S1V006	H38S1V007	H38S1V008	H38S1V009	H38S1V010	H38S1V011	H38S1V012	H38S1V013	H38S1V014	H38S1V015	H38S1V016	H38S1V017	H38S1V018	H38S1V019	H38S1V020	H38S1V021	H38S1V022	H38S1V023	H38S1V024	H38S1V025	H38S1V026	H38S1V027	H38S1V028	H38S1V029	H38S1V030	H38S1V031	H38S1V032	H38S1V033	H38S1V034	H38S1V035	H38S1V036	H38S1V037	H38S1V038	H38S1V039	H38S1V040	H38S1V041	H38S1V042	H38S1V043	H38S1V044	H38S1V045	H38S1V046	H38S1V047	H38S1V048	H38S1V049	H38S1V050	H38S1V051	H38S1V052	H38S1V053	H38S1V054	H38S1V055	H38S1V056	H38S1V057	H38S1V058	H38S1V059	H38S1V060	H38S1V061	H38S1V062	H38S1V063	H38S1V064	H38S1V065	H38S1V066	H38S1V067	H38S1V068	H38S1V069	H38S1V070	H38S1V071	H38S1V072	H38S1V073	H38S1V074	H38S1V075	H38S1V076	H38S1V077	H38S1V078	H38S1V079	H38S1V080	H38S1V081	H38S1V082	H38S1V083	H38S1V084	H38S1V085	H38S1V086	H38S1V087	H38S1V088	H38S1V089	H38S1V090	H38S1V091	H38S1V092	H38S1V093	H38S1V094	H38S1V095	H38S1V096	H38S1V097	H38S1V098	H38S1V099	H38S1V100	H38S1V101	H38S1V102	H38S1V103	H38S1V104	H38S1V105	H38S1V106	H38S1V107	H38S1V108	H38S1V109	H38S1V110	H38S1V111	H38S1V112	H38S1V113	H38S1V114	H38S1V115	H38S1V116	H38S1V117	H38S1V118	H38S1V119	H38S1V120	H38S1V121	H38S1V122	H38S1V123	H38S1V124	H38S1V125	H38S1V126	H38S1V127	H38S1V128	H38S1V129	H38S1V130	H38S1V131	H38S1V132	H38S1V133	H38S1V134	H38S1V135	H38S1V136	H38S1V137	H38S1V138	H38S1V139	H38S1V140	H38S1V141	H38S1V142	H38S1V143	H38S1V144	H38S1V145	H38S1V146	H38S1V147	H38S1V148	H38S1V149	H38S1V150	H38S1V151	H38S1V152	H38S1V153	H38S1V154	H38S1V155	H38S1V156	H38S1V157	H38S1V158	H38S1V159	H38S1V160	H38S1V161	H38S1V162	H38S1V163	H38S1V164	H38S1V165	H38S1V166	H38S1V167	H38S1V168	H38S1V169	H38S1V170	H38S1V171	H38S1V172	H38S1V173	H38S1V174	H38S1V175	H38S1V176	H38S1V177	H38S1V178	H38S1V179	H38S1V180	H38S1V181	H38S1V182	H38S1V183	H38S1V184	H38S1V185	H38S1V186	H38S1V187	H38S1V188	H38S1V189	H38S1V190
263	"HALIFAX"	"Nova Scotia"	"1867 - "	38	"2004.06.04"	3983	"ca5bb188-7a33-44b8-8f38-e7249ac31ade"	"MCDONOUGH, Alexa"	"New Democratic Party"	"parliamentarian"		0	3								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
1364	"PERTH--WELLINGTON"	"Ontario"	"2003 - "	38	"2004.06.04"	3985	"cabc2fac-f07d-4241-8cc8-8d8ba903ae41"	"SCHELLENBERGER, Gary Ralph"	"Conservative Party of Canada"	"parliamentarian"		0	2								""	""	""		""	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"
996	"CALGARY--NOSE HILL"	"Alberta"	"1996 - "	38	"2004.06.04"	3987	"cae316dd-8887-4133-8389-1de7355a66d8"	"ABLONCZY, Diane"	"Conservative Party of Canada"	"lawyer"		0	4								""	"United States"	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"1"
547	"PETERBOROUGH"	"Ontario"	"1952 - "	38	"2004.06.04"	3988	"cae8968d-ec08-4415-8747-d3967bf5fcc3"	"ADAMS, Peter"	"Liberal Party of Canada"	"parliamentarian"		0	4			1					""	"United Kingdom"	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"9"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"3"	"3"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"
1074	"VANCOUVER ISLAND NORTH"	"British Columbia"	"1996 - "	38	"2004.06.04"	3990	"cb60b9db-e3bd-48d9-af20-0b0702a06589"	"DUNCAN, John"	"Conservative Party of Canada"	"parliamentarian"		0	4								""	""	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"
1341	"BRAMALEA--GORE--MALTON"	"Ontario"	"2003 - "	38	"2004.06.04"	3993	"cba2503e-79ee-4c6f-abd4-8037fd3c9195"	"MALHI, Gurbax S"	"Liberal Party of Canada"	"parliamentarian"		0	4			1					""	"India"	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"
1322	"KENORA"	"Ontario"	"2003 - "	38	"2004.06.04"	3997	"ccb290f7-0a40-4858-bde3-2468fbef6e95"	"VALLEY, Roger"	"Liberal Party of Canada"	"commercial fisher"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"
1003	"DEWDNEY--ALOUETTE"	"British Columbia"	"1996 - 2004"	38	"2004.06.04"	3998	"ccfa05f8-2114-48f1-9ff4-5434e3279acb"	"KAMP, Randy"	"Conservative Party of Canada"	"executive assistant"		0	1								""	""	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"
1276	"EDMONTON--SPRUCE GROVE"	"Alberta"	"2003 - "	38	"2004.06.04"	4001	"cf6f39df-d304-45e1-a559-70a0cf20a720"	"AMBROSE, Rona"	"Conservative Party of Canada"	"policy analyst"		0	1								""	""	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"
1292	"ABBOTSFORD"	"British Columbia"	"2003 - "	38	"2004.06.04"	4002	"cfb693b6-98fa-41b6-aaae-31be40ba020a"	"WHITE, Randy"	"Conservative Party of Canada"	"accountant"		0	4								""	""	""		""	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"
1318	"SOUTH SHORE--ST. MARGARET'S"	"Nova Scotia"	"2003 - "	38	"2004.06.04"	4006	"d02c368a-0fe4-4a79-91b1-f8c176e29457"	"KEDDY, Gerald"	"Conservative Party of Canada"	"parliamentarian"		0	3								""	""	""		""	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"2"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"
1354	"TORONTO CENTRE"	"Ontario"	"2003 - "	38	"2004.06.04"	4007	"d0b880b9-7e70-4d0c-b6aa-25322ff576b1"	"GRAHAM, Bill"	"Liberal Party of Canada"	"parliamentarian"		0	4		1						""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"2"
1340	"BRAMPTON WEST"	"Ontario"	"2003 - "	38	"2004.06.04"	4008	"d0b90287-81b1-472f-9be6-3ad4429a7851"	"BEAUMIER, Colleen"	"Liberal Party of Canada"	"parliamentarian"		0	4								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"3"	"3"	"3"	"3"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"2"
1320	"DARTMOUTH--COLE HARBOUR"	"Nova Scotia"	"2003 - "	38	"2004.06.04"	4009	"d167eba6-d72b-4d64-824f-3de7096fc459"	"SAVAGE, Michael John"	"Liberal Party of Canada"	"vice-president, executive recruiting"		0	1								""	"Ireland"	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"3"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"
