Riding.code	Riding	Province	Riding.history	Parliament.no	Term	Id.2	Id	Name	Party.Name	Occupation	Religion	French	Length	switch.check	Ministry	Secretary	Change.party	Temporary.suspended.caucus	Excluded.caucus	Quit.caucus	First.Nations	Country.of.Birth	Note1	Note2	vote.id	H29S1V001	H29S1V002	H29S1V003	H29S1V004	H29S1V005	H29S1V006	H29S1V007	H29S1V008	H29S1V009	H29S1V010	H29S1V011	H29S1V012	H29S1V013	H29S1V014	H29S1V015	H29S1V016	H29S1V017	H29S1V018	H29S1V019	H29S1V020	H29S1V021	H29S1V022	H29S1V023	H29S1V024	H29S1V025	H29S1V026	H29S1V027	H29S1V028	H29S1V029	H29S1V030	H29S1V031	H29S1V032	H29S1V033	H29S1V034	H29S1V035	H29S1V036	H29S1V037	H29S1V038	H29S1V039	H29S1V040	H29S1V041	H29S1V042	H29S1V043	H29S1V044	H29S1V045	H29S1V046	H29S1V047	H29S1V048	H29S1V049	H29S1V050	H29S1V051	H29S1V052	H29S1V053	H29S1V054	H29S1V055	H29S1V056	H29S1V057	H29S1V058	H29S1V059	H29S1V060	H29S1V061	H29S1V062	H29S1V063	H29S1V064	H29S1V065	H29S1V066	H29S1V067	H29S1V068	H29S1V069	H29S1V070	H29S1V071	H29S1V072	H29S1V073	H29S2V001	H29S2V002	H29S2V003	H29S2V004	H29S2V005	H29S2V006	H29S2V007	H29S2V008
321	"KAMLOOPS--CARIBOO"	"British Columbia"	"1966 - 1976"	29	"1972.10.30"	1072	"4ef2efff-d84c-42fd-b0e6-1f1a6cdc3f6e"	"MARCHAND, Leonard S."	"Liberal Party of Canada"	"Agricultural scientist"		0	2			1					"First Nations"	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
372	"LANGELIER"	"Quebec"	"1966 - 1990"	29	"1972.10.30"	1086	"4ff4a33a-f82d-47c1-90cc-10cd8c78bb05"	"MARCHAND, Jean"	"Liberal Party of Canada"	"Unionist"		1	3		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"9"	"9"	"1"	"2"	"9"	"2"
285	"HIGH PARK--HUMBER VALLEY"	"Ontario"	"1972 - 1976"	29	"1972.10.30"	1101	"514e5018-9663-4503-9bb9-0d09c7138f1b"	"JELINEK, Otto"	"Progressive Conservative Party"	"Businessman"		0	1								""	"Czechoslovakia"	""		""	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"1"
693	"SOUTH SHORE"	"Nova Scotia"	"1966 - 2003"	29	"1972.10.30"	1127	"53582230-b17d-4b34-9398-b8e59787ba07"	"CROUSE, Lloyd R."	"Progressive Conservative Party"	"Administrator, business executive"		0	7								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"9"	"2"	"9"	"9"	"1"
53	"BONAVISTA--TRINITY--CONCEPTION"	"Newfoundland and Labrador"	"1966 - 2003"	29	"1972.10.30"	1136	"53bd5f97-46c2-46ca-8e46-54977b8108a0"	"ROONEY, Dave"	"Liberal Party of Canada"	"Teacher"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"1"	"2"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"
734	"TIMMINS"	"Ontario"	"1947 - 1976"	29	"1972.10.30"	1140	"541ffd0f-bcbe-4080-9246-c878318b1e88"	"ROY, Jean"	"Liberal Party of Canada"	"Businessman, contractor, quantity surveyor"		1	2								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"2"	"2"	"2"	"9"	"9"	"9"	"2"
292	"HUMBER--ST. GEORGE'S--ST. BARBE"	"Newfoundland and Labrador"	"1966 - 1976"	29	"1972.10.30"	1148	"547d6d2e-3808-4862-9cdd-77920be5ea96"	"MARSHALL, Jack"	"Progressive Conservative Party"	"Businessman, military, military"		0	2								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"9"	"2"	"9"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"1"
438	"MERCIER"	"Quebec"	"1933 - 1980"	29	"1972.10.30"	1154	"54dbd3e5-6165-4cbb-a253-0a600f3b13a3"	"BOULANGER, Prosper"	"Liberal Party of Canada"	"Businessman"		1	5								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
128	"CHAMBLY"	"Quebec"	"1966 - 2003"	29	"1972.10.30"	1159	"55251961-51d1-4edf-b8dc-f3ef7862d2cb"	"L'HEUREUX, Yvon"	"Liberal Party of Canada"	"Manufacturer, merchant"		1	3								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
507	"OKANAGAN BOUNDARY"	"British Columbia"	"1952 - 1976"	29	"1972.10.30"	1181	"5656fdd7-95ab-4039-8bc2-c9cd42de2814"	"WHITTAKER, George H."	"Progressive Conservative Party"	"Farmer, orchardist"		0	1								""	""	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"9"	"2"	"1"
1247	"QUEBEC-EST"	"Quebec"	"1966 - 1996"	29	"1972.10.30"	1196	"5763cb6f-2e75-4497-8be1-74a10756914a"	"DUQUET, Gerard"	"Liberal Party of Canada"	"Business agent, businessman, manager"		1	3								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"
403	"LONDON WEST"	"Ontario"	"1966 - "	29	"1972.10.30"	1252	"5b94ccd9-15ae-4138-9cd1-327d8d6e30cb"	"BUCHANAN, Judd"	"Liberal Party of Canada"	"Businessman, life insurance agent"		0	2								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"
223	"FORT WILLIAM"	"Ontario"	"1924 - 1976"	29	"1972.10.30"	1267	"5d169cac-f116-46fd-9ff6-73cffa8348d5"	"MCRAE, Paul"	"Liberal Party of Canada"	"School principal"		0	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
598	"REGINA--LAKE CENTRE"	"Saskatchewan"	"1966 - 1976"	29	"1972.10.30"	1312	"5fe02b34-43c8-48d3-a5a8-013554a3ef13"	"BENJAMIN, Les"	"New Democratic Party"	"Manager, railway station agent, secretary, telegrapher"		0	2								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"
842	"YORK CENTRE"	"Ontario"	"1952 - "	29	"1972.10.30"	1321	"6059ff4b-ca5f-4227-87b0-a17ef1943264"	"WALKER, James E."	"Liberal Party of Canada"	"Businessman, insurance agent"		0	5								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"9"	"2"
822	"WINNIPEG NORTH"	"Manitoba"	"1914 - 1997"	29	"1972.10.30"	1329	"6116d4fa-3305-4f4b-881b-249e81d2a572"	"ORLIKOW, David"	"New Democratic Party"	"Labour educator, pharmacist"		0	5								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"9"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"2"	"2"	"9"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"1"
177	"DOLLARD"	"Quebec"	"1952 - 1987"	29	"1972.10.30"	1347	"624d6776-49f8-4aa4-bf1e-1f8a04735afc"	"GOYER, Jean-Pierre"	"Liberal Party of Canada"	"Lawyer"		1	3		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
407	"LOTBINIERE"	"Quebec"	"1867 - 2000"	29	"1972.10.30"	1352	"62c671a6-e471-4999-aee1-17376a7ee1b2"	"FORTIN, Andre"	"Social Credit"	"Professor"		1	2								""	""	""		""	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"9"	"1"	"1"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"9"	"1"	"9"	"2"	"9"	"9"	"1"	"1"	"2"	"2"	"9"	"9"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"9"	"9"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"
505	"NOTRE-DAME-DE-GRACE"	"Quebec"	"1947 - 1980"	29	"1972.10.30"	1353	"62c8fd64-eb59-4bf9-b138-bd43854deedf"	"ALLMAND, Warren"	"Liberal Party of Canada"	"Barrister and solicitor, lawyer"		0	3		1						""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
114	"CAPE BRETON--THE SYDNEYS"	"Nova Scotia"	"1966 - 1987"	29	"1972.10.30"	1357	"62fcd932-a16b-434b-b23c-3d11dda9966d"	"MUIR, Robert"	"Progressive Conservative Party"	"Businessman, miner, salesman"		0	7								""	"Scotland"	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"9"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"2"	"1"
154	"COMOX--ALBERNI"	"British Columbia"	"1914 - 1976"	29	"1972.10.30"	1378	"64ac8c88-87af-41f6-8ffe-90fa135ebb4e"	"BARNETT, Tom"	"New Democratic Party"	"Editor, factory worker, sawmiller"		0	7								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"
430	"MEADOW LAKE"	"Saskatchewan"	"1947 - 1976"	29	"1972.10.30"	1391	"6593476e-94df-457b-a45c-6ee07cfb8d83"	"NESDOLY, Eli"	"New Democratic Party"	"School principal, teacher"		0	1								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"9"	"9"	"1"	"9"	"1"	"2"	"2"	"9"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"1"
85	"BURIN--BURGEO"	"Newfoundland and Labrador"	"1949 - 1976"	29	"1972.10.30"	1403	"66de74f9-20dd-4ce5-9677-c4d17b6baa34"	"JAMIESON, Don"	"Liberal Party of Canada"	"Broadcaster, radio & t.v. studio equipment operator"		0	3		1						""	""	""		""	"2"	"2"	"2"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"
256	"GREY--SIMCOE"	"Ontario"	"1966 - 1987"	29	"1972.10.30"	1415	"67b4f925-6633-435c-a34b-55dabc7de32d"	"MITGES, Gus"	"Progressive Conservative Party"	"Veterinarian, veterinary surgeon"		0	1								""	"Greece"	""		""	"1"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"9"	"9"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"9"	"9"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"
572	"PRINCE GEORGE--PEACE RIVER"	"British Columbia"	"1966 - 1976"	29	"1972.10.30"	1421	"67f94ff8-9189-41ff-b492-144787d47708"	"OBERLE, Frank"	"Progressive Conservative Party"	"Businessman"		0	1								""	"Germany"	""		""	"1"	"1"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"9"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"2"	"9"	"9"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"9"	"9"	"1"	"1"	"9"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"9"	"1"	"2"	"1"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"9"	"1"	"9"	"2"	"2"	"9"	"1"
242	"GLENGARRY--PRESCOTT--RUSSELL"	"Ontario"	"1970 - "	29	"1972.10.30"	1444	"6958d11c-f0f8-46e1-8a03-7574d2103ce3"	"ETHIER, Denis"	"Liberal Party of Canada"	"Businessman, merchant"		1	1								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"
788	"WATERLOO"	"Ontario"	"1966 - 1973"	29	"1972.10.30"	1462	"6ab1d342-3030-459c-9751-639f09fada02"	"SALTSMAN, Max"	"New Democratic Party"	"Business manager, businessman, professor (assistant)"		0	4								""	""	""		""	"2"	"2"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"9"	"9"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"9"	"2"	"2"	"1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"9"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"2"	"9"	"2"	"1"	"9"	"1"	"1"
422	"MANICOUAGAN"	"Quebec"	"1966 - "	29	"1972.10.30"	1473	"6bbc4b6d-9c17-45e1-917d-614db1016477"	"BLOUIN, Gustave"	"Liberal Party of Canada"	"Manufacturer"		1	4								""	""	""		""	"2"	"2"	"2"	"2"	"1"	"1"	"2"	"9"	"1"	"1"	"2"	"2"	"1"	"2"	"9"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"1"	"2"	"1"	"1"	"2"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"9"	"1"	"2"
231	"FRONTENAC--LENNOX AND ADDINGTON"	"Ontario"	"1966 - 1976"	29	"1972.10.30"	1477	"6c2a8fd1-9da1-4aed-a42b-4397a4b199ac"	"ALKENBRACK, Douglas"	"Progressive Conservative Party"	"Lumberman"		0	5								""	""	""		""	"9"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"2"	"9"	"2"	"1"	"2"	"1"	"9"	"1"	"2"	"2"	"2"	"9"	"1"	"2"	"2"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"9"	"1"	"1"	"1"	"9"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"1"	"2"	"2"	"1"	"2"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"2"	"2"	"1"
