vote_number,date,subject,bill_number,result,yeas,nays,paired
1214,2019-03-20T21:10:39,Concurrence in an opposed item,,Agreed To,106,25,6
1213,2019-03-20T21:09:02,Concurrence in an opposed item,,Agreed To,102,31,6
1212,2019-03-20T21:08:34,Concurrence in an opposed item,,Agreed To,103,28,6
1211,2019-03-20T21:07:36,Concurrence in an opposed item,,Agreed To,105,30,6
1210,2019-03-20T21:06:03,Concurrence in an opposed item,,Agreed To,82,38,6
1209,2019-03-20T21:05:19,Concurrence in an opposed item,,Agreed To,101,25,6
1208,2019-03-20T21:04:28,Concurrence in an opposed item,,Agreed To,110,25,6
1207,2019-03-20T21:03:04,Concurrence in an opposed item,,Agreed To,115,26,6
1206,2019-03-20T21:02:32,Concurrence in an opposed item,,Agreed To,110,27,6
1205,2019-03-20T21:01:09,Concurrence in an opposed item,,Agreed To,113,23,6
1204,2019-03-20T21:00:23,Concurrence in an opposed item,,Agreed To,111,22,6
1203,2019-03-20T20:59:47,Concurrence in an opposed item,,Agreed To,116,25,6
1202,2019-03-20T20:58:23,Concurrence in an opposed item,,Agreed To,143,27,6
1201,2019-03-20T20:57:55,Concurrence in an opposed item,,Agreed To,159,39,6
1200,2019-03-20T20:56:51,Concurrence in an opposed item,,Agreed To,95,62,6
1199,2019-03-20T20:55:37,Concurrence in an opposed item,,Agreed To,93,30,6
1198,2019-03-20T20:54:17,Concurrence in an opposed item,,Agreed To,95,34,6
1197,2019-03-20T20:53:12,Concurrence in an opposed item,,Agreed To,95,38,6
1196,2019-03-20T20:52:11,Concurrence in an opposed item,,Agreed To,94,38,6
1195,2019-03-20T20:51:45,Concurrence in an opposed item,,Agreed To,99,38,6
1194,2019-03-20T20:50:24,Concurrence in an opposed item,,Agreed To,94,39,6
1193,2019-03-20T20:49:09,Concurrence in an opposed item,,Agreed To,97,37,6
1192,2019-03-20T20:48:03,Concurrence in an opposed item,,Agreed To,100,38,6
1191,2019-03-20T20:47:21,Concurrence in an opposed item,,Agreed To,96,36,6
1190,2019-03-20T20:46:56,Concurrence in an opposed item,,Agreed To,86,41,6
1189,2019-03-20T20:45:00,Concurrence in an opposed item,,Agreed To,84,41,6
1188,2019-03-20T20:44:02,Concurrence in an opposed item,,Agreed To,84,42,6
1187,2019-03-20T20:43:50,Concurrence in an opposed item,,Agreed To,90,40,6
1186,2019-03-20T20:42:07,Concurrence in an opposed item,,Agreed To,95,44,6
1185,2019-03-20T20:41:57,Concurrence in an opposed item,,Agreed To,84,38,6
1184,2019-03-20T20:40:52,Concurrence in an opposed item,,Agreed To,95,34,6
1183,2019-03-20T20:39:24,Concurrence in an opposed item,,Agreed To,90,33,6
1182,2019-03-20T20:38:08,Concurrence in an opposed item,,Agreed To,84,30,6
1181,2019-03-20T20:37:08,Concurrence in an opposed item,,Agreed To,93,28,6
1180,2019-03-20T20:36:29,Concurrence in an opposed item,,Agreed To,94,27,6
1179,2019-03-20T20:35:20,Concurrence in an opposed item,,Agreed To,99,31,6
1178,2019-03-20T20:34:57,Concurrence in an opposed item,,Agreed To,92,35,6
1177,2019-03-20T20:33:03,Concurrence in an opposed item,,Agreed To,102,38,6
1176,2019-03-20T20:32:11,Concurrence in an opposed item,,Agreed To,104,37,6
1175,2019-03-20T20:31:43,Concurrence in an opposed item,,Agreed To,102,38,6
1174,2019-03-20T20:30:31,Concurrence in an opposed item,,Agreed To,96,39,6
1173,2019-03-20T20:29:22,Concurrence in an opposed item,,Agreed To,95,37,6
1172,2019-03-20T20:28:35,Concurrence in an opposed item,,Agreed To,101,36,6
1171,2019-03-20T20:27:38,Concurrence in an opposed item,,Agreed To,109,28,6
1170,2019-03-20T20:26:46,Concurrence in an opposed item,,Agreed To,95,30,6
1169,2019-03-20T20:25:20,Concurrence in an opposed item,,Agreed To,93,27,6
1168,2019-03-20T20:24:22,Concurrence in an opposed item,,Agreed To,93,28,6
1167,2019-03-20T20:23:36,Concurrence in an opposed item,,Agreed To,96,26,6
1166,2019-03-20T20:22:48,Concurrence in an opposed item,,Agreed To,100,29,6
1165,2019-03-20T20:21:00,Concurrence in an opposed item,,Agreed To,87,29,6
1164,2019-03-20T20:20:56,Concurrence in an opposed item,,Agreed To,85,28,6
1163,2019-03-20T20:19:17,Concurrence in an opposed item,,Agreed To,84,27,6
1162,2019-03-20T20:18:28,Concurrence in an opposed item,,Agreed To,76,30,6
1161,2019-03-20T20:17:55,Concurrence in an opposed item,,Agreed To,74,28,6
1160,2019-03-20T20:16:17,Concurrence in an opposed item,,Agreed To,96,29,6
1159,2019-03-20T20:15:59,Concurrence in an opposed item,,Agreed To,102,32,6
1158,2019-03-20T20:14:12,Concurrence in an opposed item,,Agreed To,112,32,6
1157,2019-03-20T20:13:54,Concurrence in an opposed item,,Agreed To,116,35,6
1156,2019-03-20T20:12:06,Concurrence in an opposed item,,Agreed To,104,37,6
1155,2019-03-20T20:11:16,Concurrence in an opposed item,,Agreed To,117,36,6
1154,2019-03-20T20:10:43,Concurrence in an opposed item,,Agreed To,113,39,6
1153,2019-03-20T20:09:45,Concurrence in an opposed item,,Agreed To,113,39,6
1152,2019-03-20T20:08:54,Concurrence in an opposed item,,Agreed To,118,46,6
1151,2019-03-20T20:07:00,Concurrence in an opposed item,,Agreed To,117,43,6
1150,2019-03-20T20:06:08,Concurrence in an opposed item,,Agreed To,116,42,6
1149,2019-03-20T20:05:31,Concurrence in an opposed item,,Agreed To,116,46,6
1148,2019-03-20T20:04:03,Concurrence in an opposed item,,Agreed To,113,43,6
1147,2019-03-20T20:03:22,Concurrence in an opposed item,,Agreed To,113,42,6
1146,2019-03-20T20:02:49,Concurrence in an opposed item,,Agreed To,114,42,6
1145,2019-03-22T20:01:00,Concurrence in an opposed item,,Agreed To,118,43,6
1144,2019-03-20T20:00:03,Concurrence in an opposed item,,Agreed To,121,45,6
1143,2019-03-20T19:59:42,Concurrence in an opposed item,,Agreed To,113,48,6
1142,2019-03-20T19:58:02,Concurrence in an opposed item,,Agreed To,104,41,6
1141,2019-03-20T19:57:48,Concurrence in an opposed item,,Agreed To,105,45,6
1140,2019-03-20T19:56:33,Concurrence in an opposed item,,Agreed To,107,44,6
1139,2019-03-20T19:55:20,Concurrence in an opposed item,,Agreed To,104,44,6
1138,2019-03-20T19:54:44,Concurrence in an opposed item,,Agreed To,105,42,6
1137,2019-03-20T19:53:11,Concurrence in an opposed item,,Agreed To,102,42,6
1136,2019-03-20T19:52:19,Concurrence in an opposed item,,Agreed To,95,44,6
1135,2019-03-20T19:51:59,Concurrence in an opposed item,,Agreed To,88,44,6
1134,2019-03-20T19:50:08,Concurrence in an opposed item,,Agreed To,88,43,6
1133,2019-03-20T19:49:43,Concurrence in an opposed item,,Agreed To,95,43,6
1132,2019-03-20T19:48:14,Concurrence in an opposed item,,Agreed To,101,44,6
1131,2019-03-20T19:47:51,Concurrence in an opposed item,,Agreed To,104,41,6
1130,2019-03-20T19:46:37,Concurrence in an opposed item,,Agreed To,107,41,6
1129,2019-03-20T19:45:31,Concurrence in an opposed item,,Agreed To,103,45,6
1128,2019-03-20T19:44:39,Concurrence in an opposed item,,Agreed To,101,46,6
1127,2019-03-20T19:43:57,Concurrence in an opposed item,,Agreed To,108,42,6
1126,2019-03-20T19:42:39,Concurrence in an opposed item,,Agreed To,104,46,6
1125,2019-03-20T19:41:11,Concurrence in an opposed item,,Agreed To,97,42,6
1124,2019-03-20T19:40:31,Concurrence in an opposed item,,Agreed To,112,46,6
1123,2019-03-20T19:39:07,Concurrence in an opposed item,,Agreed To,110,48,6
1122,2019-03-20T19:38:09,Concurrence in an opposed item,,Agreed To,113,47,6
1121,2019-03-20T19:37:17,Concurrence in an opposed item,,Agreed To,113,46,6
1120,2019-03-20T19:36:24,Concurrence in an opposed item,,Agreed To,108,48,6
1119,2019-03-20T19:35:52,Concurrence in an opposed item,,Agreed To,103,43,6
1118,2019-03-20T19:34:18,Concurrence in an opposed item,,Agreed To,99,45,6
1117,2019-03-20T19:33:16,Concurrence in an opposed item,,Agreed To,97,45,6
1116,2019-03-20T19:32:18,Concurrence in an opposed item,,Agreed To,96,41,6
1115,2019-03-20T19:31:30,Concurrence in an opposed item,,Agreed To,101,41,6
1114,2019-03-20T19:30:59,Concurrence in an opposed item,,Agreed To,94,41,6
1113,2019-03-20T19:29:18,Concurrence in an opposed item,,Agreed To,95,39,6
1112,2019-03-20T19:28:38,Concurrence in an opposed item,,Agreed To,91,35,6
1111,2019-03-20T19:27:20,Concurrence in an opposed item,,Agreed To,93,38,6
1110,2019-03-20T19:26:40,Concurrence in an opposed item,,Agreed To,95,41,6
1109,2019-03-20T19:25:24,Concurrence in an opposed item,,Agreed To,101,38,6
