session,party,category,scope,variant,divisions,with_dissent,dissent_rate
40-3,NDP,opposition_motion,category_only,contested,23,1,4.347826
40-3,NDP,opposition_motion,documented_free_excluded,all,27,1,3.703704
40-3,NDP,opposition_motion,documented_free_excluded,contested,23,1,4.347826
40-3,NDP,opposition_motion,uncertain_excluded,all,27,1,3.703704
40-3,NDP,opposition_motion,uncertain_excluded,contested,23,1,4.347826
40-3,NDP,opposition_motion,unknown_bill_as_government,all,27,1,3.703704
40-3,NDP,opposition_motion,unknown_bill_as_government,contested,23,1,4.347826
40-3,NDP,private_members_business,category_only,all,77,4,5.194805
40-3,NDP,private_members_business,category_only,contested,70,4,5.714286
40-3,NDP,private_members_business,documented_free_excluded,all,77,4,5.194805
40-3,NDP,private_members_business,documented_free_excluded,contested,70,4,5.714286
40-3,NDP,private_members_business,uncertain_excluded,all,77,4,5.194805
40-3,NDP,private_members_business,uncertain_excluded,contested,70,4,5.714286
40-3,NDP,private_members_business,unknown_bill_as_government,all,77,4,5.194805
40-3,NDP,private_members_business,unknown_bill_as_government,contested,70,4,5.714286
40-3,NDP,procedural,category_only,all,16,0,0.0
40-3,NDP,procedural,category_only,contested,16,0,0.0
40-3,NDP,procedural,documented_free_excluded,all,16,0,0.0
40-3,NDP,procedural,documented_free_excluded,contested,16,0,0.0
40-3,NDP,procedural,uncertain_excluded,all,16,0,0.0
40-3,NDP,procedural,uncertain_excluded,contested,16,0,0.0
40-3,NDP,procedural,unknown_bill_as_government,all,16,0,0.0
40-3,NDP,procedural,unknown_bill_as_government,contested,16,0,0.0
40-3,NDP,supply,category_only,all,25,0,0.0
40-3,NDP,supply,category_only,contested,25,0,0.0
40-3,NDP,supply,documented_free_excluded,all,25,0,0.0
40-3,NDP,supply,documented_free_excluded,contested,25,0,0.0
40-3,NDP,supply,uncertain_excluded,all,25,0,0.0
40-3,NDP,supply,uncertain_excluded,contested,25,0,0.0
40-3,NDP,supply,unknown_bill_as_government,all,25,0,0.0
40-3,NDP,supply,unknown_bill_as_government,contested,25,0,0.0
40-3,NDP,throne_speech,category_only,all,1,0,0.0
40-3,NDP,throne_speech,category_only,contested,1,0,0.0
40-3,NDP,throne_speech,documented_free_excluded,all,1,0,0.0
40-3,NDP,throne_speech,documented_free_excluded,contested,1,0,0.0
40-3,NDP,throne_speech,uncertain_excluded,all,1,0,0.0
40-3,NDP,throne_speech,uncertain_excluded,contested,1,0,0.0
40-3,NDP,throne_speech,unknown_bill_as_government,all,1,0,0.0
40-3,NDP,throne_speech,unknown_bill_as_government,contested,1,0,0.0
41-1,Bloc Québécois,appointment,category_only,all,1,0,0.0
41-1,Bloc Québécois,appointment,category_only,contested,1,0,0.0
41-1,Bloc Québécois,appointment,documented_free_excluded,all,1,0,0.0
41-1,Bloc Québécois,appointment,documented_free_excluded,contested,1,0,0.0
41-1,Bloc Québécois,appointment,uncertain_excluded,all,1,0,0.0
41-1,Bloc Québécois,appointment,uncertain_excluded,contested,1,0,0.0
41-1,Bloc Québécois,appointment,unknown_bill_as_government,all,1,0,0.0
41-1,Bloc Québécois,appointment,unknown_bill_as_government,contested,1,0,0.0
41-1,Bloc Québécois,committee_report,category_only,all,6,0,0.0
41-1,Bloc Québécois,committee_report,category_only,contested,3,0,0.0
41-1,Bloc Québécois,committee_report,documented_free_excluded,all,6,0,0.0
41-1,Bloc Québécois,committee_report,documented_free_excluded,contested,3,0,0.0
41-1,Bloc Québécois,committee_report,uncertain_excluded,all,6,0,0.0
41-1,Bloc Québécois,committee_report,uncertain_excluded,contested,3,0,0.0
41-1,Bloc Québécois,committee_report,unknown_bill_as_government,all,6,0,0.0
41-1,Bloc Québécois,committee_report,unknown_bill_as_government,contested,3,0,0.0
41-1,Bloc Québécois,government_bill,category_only,all,410,0,0.0
41-1,Bloc Québécois,government_bill,category_only,contested,380,0,0.0
41-1,Bloc Québécois,government_bill,documented_free_excluded,all,410,0,0.0
41-1,Bloc Québécois,government_bill,documented_free_excluded,contested,380,0,0.0
41-1,Bloc Québécois,government_bill,uncertain_excluded,all,410,0,0.0
41-1,Bloc Québécois,government_bill,uncertain_excluded,contested,380,0,0.0
41-1,Bloc Québécois,government_bill,unknown_bill_as_government,all,410,0,0.0
41-1,Bloc Québécois,government_bill,unknown_bill_as_government,contested,380,0,0.0
41-1,Bloc Québécois,government_motion,category_only,all,8,0,0.0
41-1,Bloc Québécois,government_motion,category_only,contested,5,0,0.0
41-1,Bloc Québécois,government_motion,documented_free_excluded,all,8,0,0.0
41-1,Bloc Québécois,government_motion,documented_free_excluded,contested,5,0,0.0
41-1,Bloc Québécois,government_motion,uncertain_excluded,all,8,0,0.0
41-1,Bloc Québécois,government_motion,uncertain_excluded,contested,5,0,0.0
41-1,Bloc Québécois,government_motion,unknown_bill_as_government,all,8,0,0.0
41-1,Bloc Québécois,government_motion,unknown_bill_as_government,contested,5,0,0.0
41-1,Bloc Québécois,opposition_motion,category_only,all,48,0,0.0
41-1,Bloc Québécois,opposition_motion,category_only,contested,35,0,0.0
41-1,Bloc Québécois,opposition_motion,documented_free_excluded,all,48,0,0.0
41-1,Bloc Québécois,opposition_motion,documented_free_excluded,contested,35,0,0.0
41-1,Bloc Québécois,opposition_motion,uncertain_excluded,all,48,0,0.0
41-1,Bloc Québécois,opposition_motion,uncertain_excluded,contested,35,0,0.0
41-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,all,48,0,0.0
41-1,Bloc Québécois,opposition_motion,unknown_bill_as_government,contested,35,0,0.0
41-1,Bloc Québécois,private_members_business,category_only,all,112,0,0.0
41-1,Bloc Québécois,private_members_business,category_only,contested,81,0,0.0
41-1,Bloc Québécois,private_members_business,documented_free_excluded,all,112,0,0.0
41-1,Bloc Québécois,private_members_business,documented_free_excluded,contested,81,0,0.0
41-1,Bloc Québécois,private_members_business,uncertain_excluded,all,112,0,0.0
41-1,Bloc Québécois,private_members_business,uncertain_excluded,contested,81,0,0.0
41-1,Bloc Québécois,private_members_business,unknown_bill_as_government,all,112,0,0.0
41-1,Bloc Québécois,private_members_business,unknown_bill_as_government,contested,81,0,0.0
41-1,Bloc Québécois,procedural,category_only,all,96,0,0.0
41-1,Bloc Québécois,procedural,category_only,contested,95,0,0.0
41-1,Bloc Québécois,procedural,documented_free_excluded,all,96,0,0.0
41-1,Bloc Québécois,procedural,documented_free_excluded,contested,95,0,0.0
41-1,Bloc Québécois,procedural,uncertain_excluded,all,96,0,0.0
41-1,Bloc Québécois,procedural,uncertain_excluded,contested,95,0,0.0
41-1,Bloc Québécois,procedural,unknown_bill_as_government,all,96,0,0.0
41-1,Bloc Québécois,procedural,unknown_bill_as_government,contested,95,0,0.0
41-1,Bloc Québécois,supply,category_only,all,73,0,0.0
41-1,Bloc Québécois,supply,category_only,contested,72,0,0.0
41-1,Bloc Québécois,supply,documented_free_excluded,all,73,0,0.0
41-1,Bloc Québécois,supply,documented_free_excluded,contested,72,0,0.0
41-1,Bloc Québécois,supply,uncertain_excluded,all,73,0,0.0
41-1,Bloc Québécois,supply,uncertain_excluded,contested,72,0,0.0
41-1,Bloc Québécois,supply,unknown_bill_as_government,all,73,0,0.0
41-1,Bloc Québécois,supply,unknown_bill_as_government,contested,72,0,0.0
41-1,Conservative,appointment,category_only,all,1,0,0.0
41-1,Conservative,appointment,category_only,contested,1,0,0.0
41-1,Conservative,appointment,documented_free_excluded,all,1,0,0.0
41-1,Conservative,appointment,documented_free_excluded,contested,1,0,0.0
41-1,Conservative,appointment,uncertain_excluded,all,1,0,0.0
41-1,Conservative,appointment,uncertain_excluded,contested,1,0,0.0
41-1,Conservative,appointment,unknown_bill_as_government,all,1,0,0.0
41-1,Conservative,appointment,unknown_bill_as_government,contested,1,0,0.0
41-1,Conservative,committee_report,category_only,all,6,1,16.666667
41-1,Conservative,committee_report,category_only,contested,3,1,33.333333
41-1,Conservative,committee_report,documented_free_excluded,all,6,1,16.666667
41-1,Conservative,committee_report,documented_free_excluded,contested,3,1,33.333333
41-1,Conservative,committee_report,uncertain_excluded,all,6,1,16.666667
41-1,Conservative,committee_report,uncertain_excluded,contested,3,1,33.333333
41-1,Conservative,committee_report,unknown_bill_as_government,all,6,1,16.666667
41-1,Conservative,committee_report,unknown_bill_as_government,contested,3,1,33.333333
41-1,Conservative,government_bill,category_only,all,412,0,0.0
41-1,Conservative,government_bill,category_only,contested,382,0,0.0
41-1,Conservative,government_bill,documented_free_excluded,all,412,0,0.0
41-1,Conservative,government_bill,documented_free_excluded,contested,382,0,0.0
41-1,Conservative,government_bill,uncertain_excluded,all,412,0,0.0
41-1,Conservative,government_bill,uncertain_excluded,contested,382,0,0.0
41-1,Conservative,government_bill,unknown_bill_as_government,all,412,0,0.0
41-1,Conservative,government_bill,unknown_bill_as_government,contested,382,0,0.0
41-1,Conservative,government_motion,category_only,all,8,0,0.0
41-1,Conservative,government_motion,category_only,contested,5,0,0.0
41-1,Conservative,government_motion,documented_free_excluded,all,8,0,0.0
41-1,Conservative,government_motion,documented_free_excluded,contested,5,0,0.0
41-1,Conservative,government_motion,uncertain_excluded,all,8,0,0.0
41-1,Conservative,government_motion,uncertain_excluded,contested,5,0,0.0
41-1,Conservative,government_motion,unknown_bill_as_government,all,8,0,0.0
41-1,Conservative,government_motion,unknown_bill_as_government,contested,5,0,0.0
41-1,Conservative,opposition_motion,category_only,all,48,0,0.0
41-1,Conservative,opposition_motion,category_only,contested,35,0,0.0
41-1,Conservative,opposition_motion,documented_free_excluded,all,48,0,0.0
41-1,Conservative,opposition_motion,documented_free_excluded,contested,35,0,0.0
41-1,Conservative,opposition_motion,uncertain_excluded,all,48,0,0.0
41-1,Conservative,opposition_motion,uncertain_excluded,contested,35,0,0.0
41-1,Conservative,opposition_motion,unknown_bill_as_government,all,48,0,0.0
41-1,Conservative,opposition_motion,unknown_bill_as_government,contested,35,0,0.0
41-1,Conservative,private_members_business,category_only,all,112,25,22.321429
41-1,Conservative,private_members_business,category_only,contested,81,23,28.395062
41-1,Conservative,private_members_business,documented_free_excluded,all,112,25,22.321429
41-1,Conservative,private_members_business,documented_free_excluded,contested,81,23,28.395062
41-1,Conservative,private_members_business,uncertain_excluded,all,112,25,22.321429
41-1,Conservative,private_members_business,uncertain_excluded,contested,81,23,28.395062
41-1,Conservative,private_members_business,unknown_bill_as_government,all,112,25,22.321429
41-1,Conservative,private_members_business,unknown_bill_as_government,contested,81,23,28.395062
41-1,Conservative,procedural,category_only,all,100,0,0.0
41-1,Conservative,procedural,category_only,contested,98,0,0.0
41-1,Conservative,procedural,documented_free_excluded,all,100,0,0.0
41-1,Conservative,procedural,documented_free_excluded,contested,98,0,0.0
41-1,Conservative,procedural,uncertain_excluded,all,100,0,0.0
41-1,Conservative,procedural,uncertain_excluded,contested,98,0,0.0
41-1,Conservative,procedural,unknown_bill_as_government,all,100,0,0.0
41-1,Conservative,procedural,unknown_bill_as_government,contested,98,0,0.0
41-1,Conservative,supply,category_only,all,73,0,0.0
41-1,Conservative,supply,category_only,contested,72,0,0.0
41-1,Conservative,supply,documented_free_excluded,all,73,0,0.0
41-1,Conservative,supply,documented_free_excluded,contested,72,0,0.0
41-1,Conservative,supply,uncertain_excluded,all,73,0,0.0
41-1,Conservative,supply,uncertain_excluded,contested,72,0,0.0
41-1,Conservative,supply,unknown_bill_as_government,all,73,0,0.0
41-1,Conservative,supply,unknown_bill_as_government,contested,72,0,0.0
41-1,Green Party,appointment,category_only,all,1,0,0.0
41-1,Green Party,appointment,category_only,contested,1,0,0.0
41-1,Green Party,appointment,documented_free_excluded,all,1,0,0.0
41-1,Green Party,appointment,documented_free_excluded,contested,1,0,0.0
41-1,Green Party,appointment,uncertain_excluded,all,1,0,0.0
41-1,Green Party,appointment,uncertain_excluded,contested,1,0,0.0
41-1,Green Party,appointment,unknown_bill_as_government,all,1,0,0.0
41-1,Green Party,appointment,unknown_bill_as_government,contested,1,0,0.0
41-1,Green Party,committee_report,category_only,all,6,0,0.0
41-1,Green Party,committee_report,category_only,contested,3,0,0.0
41-1,Green Party,committee_report,documented_free_excluded,all,6,0,0.0
41-1,Green Party,committee_report,documented_free_excluded,contested,3,0,0.0
41-1,Green Party,committee_report,uncertain_excluded,all,6,0,0.0
41-1,Green Party,committee_report,uncertain_excluded,contested,3,0,0.0
41-1,Green Party,committee_report,unknown_bill_as_government,all,6,0,0.0
41-1,Green Party,committee_report,unknown_bill_as_government,contested,3,0,0.0
41-1,Green Party,government_bill,category_only,all,402,0,0.0
41-1,Green Party,government_bill,category_only,contested,372,0,0.0
41-1,Green Party,government_bill,documented_free_excluded,all,402,0,0.0
41-1,Green Party,government_bill,documented_free_excluded,contested,372,0,0.0
41-1,Green Party,government_bill,uncertain_excluded,all,402,0,0.0
41-1,Green Party,government_bill,uncertain_excluded,contested,372,0,0.0
41-1,Green Party,government_bill,unknown_bill_as_government,all,402,0,0.0
41-1,Green Party,government_bill,unknown_bill_as_government,contested,372,0,0.0
41-1,Green Party,government_motion,category_only,all,8,0,0.0
41-1,Green Party,government_motion,category_only,contested,5,0,0.0
41-1,Green Party,government_motion,documented_free_excluded,all,8,0,0.0
41-1,Green Party,government_motion,documented_free_excluded,contested,5,0,0.0
41-1,Green Party,government_motion,uncertain_excluded,all,8,0,0.0
41-1,Green Party,government_motion,uncertain_excluded,contested,5,0,0.0
41-1,Green Party,government_motion,unknown_bill_as_government,all,8,0,0.0
41-1,Green Party,government_motion,unknown_bill_as_government,contested,5,0,0.0
41-1,Green Party,opposition_motion,category_only,all,42,0,0.0
41-1,Green Party,opposition_motion,category_only,contested,31,0,0.0
41-1,Green Party,opposition_motion,documented_free_excluded,all,42,0,0.0
41-1,Green Party,opposition_motion,documented_free_excluded,contested,31,0,0.0
41-1,Green Party,opposition_motion,uncertain_excluded,all,42,0,0.0
41-1,Green Party,opposition_motion,uncertain_excluded,contested,31,0,0.0
41-1,Green Party,opposition_motion,unknown_bill_as_government,all,42,0,0.0
41-1,Green Party,opposition_motion,unknown_bill_as_government,contested,31,0,0.0
41-1,Green Party,private_members_business,category_only,all,103,0,0.0
41-1,Green Party,private_members_business,category_only,contested,75,0,0.0
41-1,Green Party,private_members_business,documented_free_excluded,all,103,0,0.0
41-1,Green Party,private_members_business,documented_free_excluded,contested,75,0,0.0
41-1,Green Party,private_members_business,uncertain_excluded,all,103,0,0.0
41-1,Green Party,private_members_business,uncertain_excluded,contested,75,0,0.0
41-1,Green Party,private_members_business,unknown_bill_as_government,all,103,0,0.0
41-1,Green Party,private_members_business,unknown_bill_as_government,contested,75,0,0.0
41-1,Green Party,procedural,category_only,all,93,0,0.0
41-1,Green Party,procedural,category_only,contested,92,0,0.0
41-1,Green Party,procedural,documented_free_excluded,all,93,0,0.0
41-1,Green Party,procedural,documented_free_excluded,contested,92,0,0.0
41-1,Green Party,procedural,uncertain_excluded,all,93,0,0.0
41-1,Green Party,procedural,uncertain_excluded,contested,92,0,0.0
41-1,Green Party,procedural,unknown_bill_as_government,all,93,0,0.0
41-1,Green Party,procedural,unknown_bill_as_government,contested,92,0,0.0
41-1,Green Party,supply,category_only,all,68,0,0.0
41-1,Green Party,supply,category_only,contested,67,0,0.0
41-1,Green Party,supply,documented_free_excluded,all,68,0,0.0
41-1,Green Party,supply,documented_free_excluded,contested,67,0,0.0
41-1,Green Party,supply,uncertain_excluded,all,68,0,0.0
