session,party,category,scope,variant,divisions,with_dissent,dissent_rate
40-2,Bloc Québécois,opposition_motion,uncertain_excluded,all,22,0,0.0
40-2,Bloc Québécois,opposition_motion,uncertain_excluded,contested,19,0,0.0
40-2,Bloc Québécois,opposition_motion,unknown_bill_as_government,all,22,0,0.0
40-2,Bloc Québécois,opposition_motion,unknown_bill_as_government,contested,19,0,0.0
40-2,Bloc Québécois,private_members_business,category_only,all,47,1,2.12766
40-2,Bloc Québécois,private_members_business,category_only,contested,43,1,2.325581
40-2,Bloc Québécois,private_members_business,documented_free_excluded,all,47,1,2.12766
40-2,Bloc Québécois,private_members_business,documented_free_excluded,contested,43,1,2.325581
40-2,Bloc Québécois,private_members_business,uncertain_excluded,all,47,1,2.12766
40-2,Bloc Québécois,private_members_business,uncertain_excluded,contested,43,1,2.325581
40-2,Bloc Québécois,private_members_business,unknown_bill_as_government,all,47,1,2.12766
40-2,Bloc Québécois,private_members_business,unknown_bill_as_government,contested,43,1,2.325581
40-2,Bloc Québécois,procedural,category_only,all,14,0,0.0
40-2,Bloc Québécois,procedural,category_only,contested,14,0,0.0
40-2,Bloc Québécois,procedural,documented_free_excluded,all,14,0,0.0
40-2,Bloc Québécois,procedural,documented_free_excluded,contested,14,0,0.0
40-2,Bloc Québécois,procedural,uncertain_excluded,all,14,0,0.0
40-2,Bloc Québécois,procedural,uncertain_excluded,contested,14,0,0.0
40-2,Bloc Québécois,procedural,unknown_bill_as_government,all,14,0,0.0
40-2,Bloc Québécois,procedural,unknown_bill_as_government,contested,14,0,0.0
40-2,Bloc Québécois,supply,category_only,all,27,0,0.0
40-2,Bloc Québécois,supply,category_only,contested,27,0,0.0
40-2,Bloc Québécois,supply,documented_free_excluded,all,27,0,0.0
40-2,Bloc Québécois,supply,documented_free_excluded,contested,27,0,0.0
40-2,Bloc Québécois,supply,uncertain_excluded,all,27,0,0.0
40-2,Bloc Québécois,supply,uncertain_excluded,contested,27,0,0.0
40-2,Bloc Québécois,supply,unknown_bill_as_government,all,27,0,0.0
40-2,Bloc Québécois,supply,unknown_bill_as_government,contested,27,0,0.0
40-2,Conservative,committee_report,category_only,all,4,0,0.0
40-2,Conservative,committee_report,category_only,contested,4,0,0.0
40-2,Conservative,committee_report,documented_free_excluded,all,4,0,0.0
40-2,Conservative,committee_report,documented_free_excluded,contested,4,0,0.0
40-2,Conservative,committee_report,uncertain_excluded,all,4,0,0.0
40-2,Conservative,committee_report,uncertain_excluded,contested,4,0,0.0
40-2,Conservative,committee_report,unknown_bill_as_government,all,4,0,0.0
40-2,Conservative,committee_report,unknown_bill_as_government,contested,4,0,0.0
40-2,Conservative,government_bill,category_only,all,42,0,0.0
40-2,Conservative,government_bill,category_only,contested,41,0,0.0
40-2,Conservative,government_bill,documented_free_excluded,all,42,0,0.0
40-2,Conservative,government_bill,documented_free_excluded,contested,41,0,0.0
40-2,Conservative,government_bill,uncertain_excluded,all,42,0,0.0
40-2,Conservative,government_bill,uncertain_excluded,contested,41,0,0.0
40-2,Conservative,government_bill,unknown_bill_as_government,all,42,0,0.0
40-2,Conservative,government_bill,unknown_bill_as_government,contested,41,0,0.0
40-2,Conservative,government_motion,category_only,all,2,0,0.0
40-2,Conservative,government_motion,category_only,contested,2,0,0.0
40-2,Conservative,government_motion,documented_free_excluded,all,2,0,0.0
40-2,Conservative,government_motion,documented_free_excluded,contested,2,0,0.0
40-2,Conservative,government_motion,uncertain_excluded,all,2,0,0.0
40-2,Conservative,government_motion,uncertain_excluded,contested,2,0,0.0
40-2,Conservative,government_motion,unknown_bill_as_government,all,2,0,0.0
40-2,Conservative,government_motion,unknown_bill_as_government,contested,2,0,0.0
40-2,Conservative,opposition_motion,category_only,all,22,0,0.0
40-2,Conservative,opposition_motion,category_only,contested,19,0,0.0
40-2,Conservative,opposition_motion,documented_free_excluded,all,22,0,0.0
40-2,Conservative,opposition_motion,documented_free_excluded,contested,19,0,0.0
40-2,Conservative,opposition_motion,uncertain_excluded,all,22,0,0.0
40-2,Conservative,opposition_motion,uncertain_excluded,contested,19,0,0.0
40-2,Conservative,opposition_motion,unknown_bill_as_government,all,22,0,0.0
40-2,Conservative,opposition_motion,unknown_bill_as_government,contested,19,0,0.0
40-2,Conservative,private_members_business,category_only,all,47,8,17.021277
40-2,Conservative,private_members_business,category_only,contested,43,8,18.604651
40-2,Conservative,private_members_business,documented_free_excluded,all,47,8,17.021277
40-2,Conservative,private_members_business,documented_free_excluded,contested,43,8,18.604651
40-2,Conservative,private_members_business,uncertain_excluded,all,47,8,17.021277
40-2,Conservative,private_members_business,uncertain_excluded,contested,43,8,18.604651
40-2,Conservative,private_members_business,unknown_bill_as_government,all,47,8,17.021277
40-2,Conservative,private_members_business,unknown_bill_as_government,contested,43,8,18.604651
40-2,Conservative,procedural,category_only,all,14,0,0.0
40-2,Conservative,procedural,category_only,contested,14,0,0.0
40-2,Conservative,procedural,documented_free_excluded,all,14,0,0.0
40-2,Conservative,procedural,documented_free_excluded,contested,14,0,0.0
40-2,Conservative,procedural,uncertain_excluded,all,14,0,0.0
40-2,Conservative,procedural,uncertain_excluded,contested,14,0,0.0
40-2,Conservative,procedural,unknown_bill_as_government,all,14,0,0.0
40-2,Conservative,procedural,unknown_bill_as_government,contested,14,0,0.0
40-2,Conservative,supply,category_only,all,27,0,0.0
40-2,Conservative,supply,category_only,contested,27,0,0.0
40-2,Conservative,supply,documented_free_excluded,all,27,0,0.0
40-2,Conservative,supply,documented_free_excluded,contested,27,0,0.0
40-2,Conservative,supply,uncertain_excluded,all,27,0,0.0
40-2,Conservative,supply,uncertain_excluded,contested,27,0,0.0
40-2,Conservative,supply,unknown_bill_as_government,all,27,0,0.0
40-2,Conservative,supply,unknown_bill_as_government,contested,27,0,0.0
40-2,Liberal,committee_report,category_only,all,4,1,25.0
40-2,Liberal,committee_report,category_only,contested,4,1,25.0
40-2,Liberal,committee_report,documented_free_excluded,all,4,1,25.0
40-2,Liberal,committee_report,documented_free_excluded,contested,4,1,25.0
40-2,Liberal,committee_report,uncertain_excluded,all,4,1,25.0
40-2,Liberal,committee_report,uncertain_excluded,contested,4,1,25.0
40-2,Liberal,committee_report,unknown_bill_as_government,all,4,1,25.0
40-2,Liberal,committee_report,unknown_bill_as_government,contested,4,1,25.0
40-2,Liberal,government_bill,category_only,all,42,1,2.380952
40-2,Liberal,government_bill,category_only,contested,41,1,2.439024
40-2,Liberal,government_bill,documented_free_excluded,all,42,1,2.380952
40-2,Liberal,government_bill,documented_free_excluded,contested,41,1,2.439024
40-2,Liberal,government_bill,uncertain_excluded,all,42,1,2.380952
40-2,Liberal,government_bill,uncertain_excluded,contested,41,1,2.439024
40-2,Liberal,government_bill,unknown_bill_as_government,all,42,1,2.380952
40-2,Liberal,government_bill,unknown_bill_as_government,contested,41,1,2.439024
40-2,Liberal,government_motion,category_only,all,2,0,0.0
40-2,Liberal,government_motion,category_only,contested,2,0,0.0
40-2,Liberal,government_motion,documented_free_excluded,all,2,0,0.0
40-2,Liberal,government_motion,documented_free_excluded,contested,2,0,0.0
40-2,Liberal,government_motion,uncertain_excluded,all,2,0,0.0
40-2,Liberal,government_motion,uncertain_excluded,contested,2,0,0.0
40-2,Liberal,government_motion,unknown_bill_as_government,all,2,0,0.0
40-2,Liberal,government_motion,unknown_bill_as_government,contested,2,0,0.0
40-2,Liberal,opposition_motion,category_only,all,21,1,4.761905
40-2,Liberal,opposition_motion,category_only,contested,18,1,5.555556
40-2,Liberal,opposition_motion,documented_free_excluded,all,21,1,4.761905
40-2,Liberal,opposition_motion,documented_free_excluded,contested,18,1,5.555556
40-2,Liberal,opposition_motion,uncertain_excluded,all,21,1,4.761905
40-2,Liberal,opposition_motion,uncertain_excluded,contested,18,1,5.555556
40-2,Liberal,opposition_motion,unknown_bill_as_government,all,21,1,4.761905
40-2,Liberal,opposition_motion,unknown_bill_as_government,contested,18,1,5.555556
40-2,Liberal,private_members_business,category_only,all,47,9,19.148936
40-2,Liberal,private_members_business,category_only,contested,43,9,20.930233
40-2,Liberal,private_members_business,documented_free_excluded,all,47,9,19.148936
40-2,Liberal,private_members_business,documented_free_excluded,contested,43,9,20.930233
40-2,Liberal,private_members_business,uncertain_excluded,all,47,9,19.148936
40-2,Liberal,private_members_business,uncertain_excluded,contested,43,9,20.930233
40-2,Liberal,private_members_business,unknown_bill_as_government,all,47,9,19.148936
40-2,Liberal,private_members_business,unknown_bill_as_government,contested,43,9,20.930233
40-2,Liberal,procedural,category_only,all,14,0,0.0
40-2,Liberal,procedural,category_only,contested,14,0,0.0
40-2,Liberal,procedural,documented_free_excluded,all,14,0,0.0
40-2,Liberal,procedural,documented_free_excluded,contested,14,0,0.0
40-2,Liberal,procedural,uncertain_excluded,all,14,0,0.0
40-2,Liberal,procedural,uncertain_excluded,contested,14,0,0.0
40-2,Liberal,procedural,unknown_bill_as_government,all,14,0,0.0
40-2,Liberal,procedural,unknown_bill_as_government,contested,14,0,0.0
40-2,Liberal,supply,category_only,all,27,1,3.703704
40-2,Liberal,supply,category_only,contested,27,1,3.703704
40-2,Liberal,supply,documented_free_excluded,all,27,1,3.703704
40-2,Liberal,supply,documented_free_excluded,contested,27,1,3.703704
40-2,Liberal,supply,uncertain_excluded,all,27,1,3.703704
40-2,Liberal,supply,uncertain_excluded,contested,27,1,3.703704
40-2,Liberal,supply,unknown_bill_as_government,all,27,1,3.703704
40-2,Liberal,supply,unknown_bill_as_government,contested,27,1,3.703704
40-2,NDP,committee_report,category_only,all,4,0,0.0
40-2,NDP,committee_report,category_only,contested,4,0,0.0
40-2,NDP,committee_report,documented_free_excluded,all,4,0,0.0
40-2,NDP,committee_report,documented_free_excluded,contested,4,0,0.0
40-2,NDP,committee_report,uncertain_excluded,all,4,0,0.0
40-2,NDP,committee_report,uncertain_excluded,contested,4,0,0.0
40-2,NDP,committee_report,unknown_bill_as_government,all,4,0,0.0
40-2,NDP,committee_report,unknown_bill_as_government,contested,4,0,0.0
40-2,NDP,government_bill,category_only,all,42,0,0.0
40-2,NDP,government_bill,category_only,contested,41,0,0.0
40-2,NDP,government_bill,documented_free_excluded,all,42,0,0.0
40-2,NDP,government_bill,documented_free_excluded,contested,41,0,0.0
40-2,NDP,government_bill,uncertain_excluded,all,42,0,0.0
40-2,NDP,government_bill,uncertain_excluded,contested,41,0,0.0
40-2,NDP,government_bill,unknown_bill_as_government,all,42,0,0.0
40-2,NDP,government_bill,unknown_bill_as_government,contested,41,0,0.0
40-2,NDP,government_motion,category_only,all,2,0,0.0
40-2,NDP,government_motion,category_only,contested,2,0,0.0
40-2,NDP,government_motion,documented_free_excluded,all,2,0,0.0
40-2,NDP,government_motion,documented_free_excluded,contested,2,0,0.0
40-2,NDP,government_motion,uncertain_excluded,all,2,0,0.0
40-2,NDP,government_motion,uncertain_excluded,contested,2,0,0.0
40-2,NDP,government_motion,unknown_bill_as_government,all,2,0,0.0
40-2,NDP,government_motion,unknown_bill_as_government,contested,2,0,0.0
40-2,NDP,opposition_motion,category_only,all,21,2,9.52381
40-2,NDP,opposition_motion,category_only,contested,18,2,11.111111
40-2,NDP,opposition_motion,documented_free_excluded,all,21,2,9.52381
40-2,NDP,opposition_motion,documented_free_excluded,contested,18,2,11.111111
40-2,NDP,opposition_motion,uncertain_excluded,all,21,2,9.52381
40-2,NDP,opposition_motion,uncertain_excluded,contested,18,2,11.111111
40-2,NDP,opposition_motion,unknown_bill_as_government,all,21,2,9.52381
40-2,NDP,opposition_motion,unknown_bill_as_government,contested,18,2,11.111111
40-2,NDP,private_members_business,category_only,all,47,4,8.510638
40-2,NDP,private_members_business,category_only,contested,43,4,9.302326
40-2,NDP,private_members_business,documented_free_excluded,all,47,4,8.510638
40-2,NDP,private_members_business,documented_free_excluded,contested,43,4,9.302326
40-2,NDP,private_members_business,uncertain_excluded,all,47,4,8.510638
40-2,NDP,private_members_business,uncertain_excluded,contested,43,4,9.302326
40-2,NDP,private_members_business,unknown_bill_as_government,all,47,4,8.510638
40-2,NDP,private_members_business,unknown_bill_as_government,contested,43,4,9.302326
40-2,NDP,procedural,category_only,all,14,0,0.0
40-2,NDP,procedural,category_only,contested,14,0,0.0
40-2,NDP,procedural,documented_free_excluded,all,14,0,0.0
40-2,NDP,procedural,documented_free_excluded,contested,14,0,0.0
40-2,NDP,procedural,uncertain_excluded,all,14,0,0.0
40-2,NDP,procedural,uncertain_excluded,contested,14,0,0.0
40-2,NDP,procedural,unknown_bill_as_government,all,14,0,0.0
40-2,NDP,procedural,unknown_bill_as_government,contested,14,0,0.0
40-2,NDP,supply,category_only,all,27,0,0.0
40-2,NDP,supply,category_only,contested,27,0,0.0
40-2,NDP,supply,documented_free_excluded,all,27,0,0.0
40-2,NDP,supply,documented_free_excluded,contested,27,0,0.0
40-2,NDP,supply,uncertain_excluded,all,27,0,0.0
40-2,NDP,supply,uncertain_excluded,contested,27,0,0.0
40-2,NDP,supply,unknown_bill_as_government,all,27,0,0.0
40-2,NDP,supply,unknown_bill_as_government,contested,27,0,0.0
40-3,Bloc Québécois,committee_report,category_only,all,15,0,0.0
40-3,Bloc Québécois,committee_report,category_only,contested,7,0,0.0
40-3,Bloc Québécois,committee_report,documented_free_excluded,all,15,0,0.0
40-3,Bloc Québécois,committee_report,documented_free_excluded,contested,7,0,0.0
40-3,Bloc Québécois,committee_report,uncertain_excluded,all,15,0,0.0
40-3,Bloc Québécois,committee_report,uncertain_excluded,contested,7,0,0.0
40-3,Bloc Québécois,committee_report,unknown_bill_as_government,all,15,0,0.0
40-3,Bloc Québécois,committee_report,unknown_bill_as_government,contested,7,0,0.0
40-3,Bloc Québécois,government_bill,category_only,all,39,0,0.0
40-3,Bloc Québécois,government_bill,category_only,contested,37,0,0.0
40-3,Bloc Québécois,government_bill,documented_free_excluded,all,39,0,0.0
40-3,Bloc Québécois,government_bill,documented_free_excluded,contested,37,0,0.0
40-3,Bloc Québécois,government_bill,uncertain_excluded,all,39,0,0.0
40-3,Bloc Québécois,government_bill,uncertain_excluded,contested,37,0,0.0
40-3,Bloc Québécois,government_bill,unknown_bill_as_government,all,39,0,0.0
40-3,Bloc Québécois,government_bill,unknown_bill_as_government,contested,37,0,0.0
40-3,Bloc Québécois,government_motion,category_only,all,1,0,0.0
40-3,Bloc Québécois,government_motion,category_only,contested,1,0,0.0
40-3,Bloc Québécois,government_motion,documented_free_excluded,all,1,0,0.0
40-3,Bloc Québécois,government_motion,documented_free_excluded,contested,1,0,0.0
40-3,Bloc Québécois,government_motion,uncertain_excluded,all,1,0,0.0
40-3,Bloc Québécois,government_motion,uncertain_excluded,contested,1,0,0.0
40-3,Bloc Québécois,government_motion,unknown_bill_as_government,all,1,0,0.0
40-3,Bloc Québécois,government_motion,unknown_bill_as_government,contested,1,0,0.0
40-3,Bloc Québécois,opposition_motion,category_only,all,30,0,0.0
40-3,Bloc Québécois,opposition_motion,category_only,contested,26,0,0.0
40-3,Bloc Québécois,opposition_motion,documented_free_excluded,all,30,0,0.0
40-3,Bloc Québécois,opposition_motion,documented_free_excluded,contested,26,0,0.0
40-3,Bloc Québécois,opposition_motion,uncertain_excluded,all,30,0,0.0
40-3,Bloc Québécois,opposition_motion,uncertain_excluded,contested,26,0,0.0
40-3,Bloc Québécois,opposition_motion,unknown_bill_as_government,all,30,0,0.0
40-3,Bloc Québécois,opposition_motion,unknown_bill_as_government,contested,26,0,0.0
40-3,Bloc Québécois,private_members_business,category_only,all,77,1,1.298701
40-3,Bloc Québécois,private_members_business,category_only,contested,70,1,1.428571
40-3,Bloc Québécois,private_members_business,documented_free_excluded,all,77,1,1.298701
40-3,Bloc Québécois,private_members_business,documented_free_excluded,contested,70,1,1.428571
40-3,Bloc Québécois,private_members_business,uncertain_excluded,all,77,1,1.298701
40-3,Bloc Québécois,private_members_business,uncertain_excluded,contested,70,1,1.428571
40-3,Bloc Québécois,private_members_business,unknown_bill_as_government,all,77,1,1.298701
40-3,Bloc Québécois,private_members_business,unknown_bill_as_government,contested,70,1,1.428571
40-3,Bloc Québécois,procedural,category_only,all,16,0,0.0
40-3,Bloc Québécois,procedural,category_only,contested,16,0,0.0
40-3,Bloc Québécois,procedural,documented_free_excluded,all,16,0,0.0
40-3,Bloc Québécois,procedural,documented_free_excluded,contested,16,0,0.0
40-3,Bloc Québécois,procedural,uncertain_excluded,all,16,0,0.0
40-3,Bloc Québécois,procedural,uncertain_excluded,contested,16,0,0.0
40-3,Bloc Québécois,procedural,unknown_bill_as_government,all,16,0,0.0
40-3,Bloc Québécois,procedural,unknown_bill_as_government,contested,16,0,0.0
40-3,Bloc Québécois,supply,category_only,all,25,0,0.0
40-3,Bloc Québécois,supply,category_only,contested,25,0,0.0
40-3,Bloc Québécois,supply,documented_free_excluded,all,25,0,0.0
40-3,Bloc Québécois,supply,documented_free_excluded,contested,25,0,0.0
40-3,Bloc Québécois,supply,uncertain_excluded,all,25,0,0.0
40-3,Bloc Québécois,supply,uncertain_excluded,contested,25,0,0.0
40-3,Bloc Québécois,supply,unknown_bill_as_government,all,25,0,0.0
40-3,Bloc Québécois,supply,unknown_bill_as_government,contested,25,0,0.0
40-3,Bloc Québécois,throne_speech,category_only,all,1,0,0.0
40-3,Bloc Québécois,throne_speech,category_only,contested,1,0,0.0
40-3,Bloc Québécois,throne_speech,documented_free_excluded,all,1,0,0.0
40-3,Bloc Québécois,throne_speech,documented_free_excluded,contested,1,0,0.0
40-3,Bloc Québécois,throne_speech,uncertain_excluded,all,1,0,0.0
40-3,Bloc Québécois,throne_speech,uncertain_excluded,contested,1,0,0.0
40-3,Bloc Québécois,throne_speech,unknown_bill_as_government,all,1,0,0.0
40-3,Bloc Québécois,throne_speech,unknown_bill_as_government,contested,1,0,0.0
40-3,Conservative,committee_report,category_only,all,15,0,0.0
40-3,Conservative,committee_report,category_only,contested,7,0,0.0
40-3,Conservative,committee_report,documented_free_excluded,all,15,0,0.0
40-3,Conservative,committee_report,documented_free_excluded,contested,7,0,0.0
40-3,Conservative,committee_report,uncertain_excluded,all,15,0,0.0
40-3,Conservative,committee_report,uncertain_excluded,contested,7,0,0.0
40-3,Conservative,committee_report,unknown_bill_as_government,all,15,0,0.0
40-3,Conservative,committee_report,unknown_bill_as_government,contested,7,0,0.0
40-3,Conservative,government_bill,category_only,all,39,0,0.0
40-3,Conservative,government_bill,category_only,contested,37,0,0.0
40-3,Conservative,government_bill,documented_free_excluded,all,39,0,0.0
40-3,Conservative,government_bill,documented_free_excluded,contested,37,0,0.0
40-3,Conservative,government_bill,uncertain_excluded,all,39,0,0.0
40-3,Conservative,government_bill,uncertain_excluded,contested,37,0,0.0
40-3,Conservative,government_bill,unknown_bill_as_government,all,39,0,0.0
40-3,Conservative,government_bill,unknown_bill_as_government,contested,37,0,0.0
40-3,Conservative,government_motion,category_only,all,1,0,0.0
40-3,Conservative,government_motion,category_only,contested,1,0,0.0
40-3,Conservative,government_motion,documented_free_excluded,all,1,0,0.0
40-3,Conservative,government_motion,documented_free_excluded,contested,1,0,0.0
40-3,Conservative,government_motion,uncertain_excluded,all,1,0,0.0
40-3,Conservative,government_motion,uncertain_excluded,contested,1,0,0.0
40-3,Conservative,government_motion,unknown_bill_as_government,all,1,0,0.0
40-3,Conservative,government_motion,unknown_bill_as_government,contested,1,0,0.0
40-3,Conservative,opposition_motion,category_only,all,30,0,0.0
40-3,Conservative,opposition_motion,category_only,contested,26,0,0.0
40-3,Conservative,opposition_motion,documented_free_excluded,all,30,0,0.0
40-3,Conservative,opposition_motion,documented_free_excluded,contested,26,0,0.0
40-3,Conservative,opposition_motion,uncertain_excluded,all,30,0,0.0
40-3,Conservative,opposition_motion,uncertain_excluded,contested,26,0,0.0
40-3,Conservative,opposition_motion,unknown_bill_as_government,all,30,0,0.0
40-3,Conservative,opposition_motion,unknown_bill_as_government,contested,26,0,0.0
40-3,Conservative,private_members_business,category_only,all,77,16,20.779221
40-3,Conservative,private_members_business,category_only,contested,70,15,21.428571
40-3,Conservative,private_members_business,documented_free_excluded,all,77,16,20.779221
40-3,Conservative,private_members_business,documented_free_excluded,contested,70,15,21.428571
40-3,Conservative,private_members_business,uncertain_excluded,all,77,16,20.779221
40-3,Conservative,private_members_business,uncertain_excluded,contested,70,15,21.428571
40-3,Conservative,private_members_business,unknown_bill_as_government,all,77,16,20.779221
40-3,Conservative,private_members_business,unknown_bill_as_government,contested,70,15,21.428571
40-3,Conservative,procedural,category_only,all,16,0,0.0
40-3,Conservative,procedural,category_only,contested,16,0,0.0
40-3,Conservative,procedural,documented_free_excluded,all,16,0,0.0
40-3,Conservative,procedural,documented_free_excluded,contested,16,0,0.0
40-3,Conservative,procedural,uncertain_excluded,all,16,0,0.0
40-3,Conservative,procedural,uncertain_excluded,contested,16,0,0.0
40-3,Conservative,procedural,unknown_bill_as_government,all,16,0,0.0
40-3,Conservative,procedural,unknown_bill_as_government,contested,16,0,0.0
40-3,Conservative,supply,category_only,all,25,0,0.0
40-3,Conservative,supply,category_only,contested,25,0,0.0
40-3,Conservative,supply,documented_free_excluded,all,25,0,0.0
40-3,Conservative,supply,documented_free_excluded,contested,25,0,0.0
40-3,Conservative,supply,uncertain_excluded,all,25,0,0.0
40-3,Conservative,supply,uncertain_excluded,contested,25,0,0.0
40-3,Conservative,supply,unknown_bill_as_government,all,25,0,0.0
40-3,Conservative,supply,unknown_bill_as_government,contested,25,0,0.0
40-3,Conservative,throne_speech,category_only,all,1,0,0.0
40-3,Conservative,throne_speech,category_only,contested,1,0,0.0
40-3,Conservative,throne_speech,documented_free_excluded,all,1,0,0.0
40-3,Conservative,throne_speech,documented_free_excluded,contested,1,0,0.0
40-3,Conservative,throne_speech,uncertain_excluded,all,1,0,0.0
40-3,Conservative,throne_speech,uncertain_excluded,contested,1,0,0.0
40-3,Conservative,throne_speech,unknown_bill_as_government,all,1,0,0.0
40-3,Conservative,throne_speech,unknown_bill_as_government,contested,1,0,0.0
40-3,Liberal,committee_report,category_only,all,15,0,0.0
40-3,Liberal,committee_report,category_only,contested,7,0,0.0
40-3,Liberal,committee_report,documented_free_excluded,all,15,0,0.0
40-3,Liberal,committee_report,documented_free_excluded,contested,7,0,0.0
40-3,Liberal,committee_report,uncertain_excluded,all,15,0,0.0
40-3,Liberal,committee_report,uncertain_excluded,contested,7,0,0.0
40-3,Liberal,committee_report,unknown_bill_as_government,all,15,0,0.0
40-3,Liberal,committee_report,unknown_bill_as_government,contested,7,0,0.0
40-3,Liberal,government_bill,category_only,all,39,2,5.128205
40-3,Liberal,government_bill,category_only,contested,37,2,5.405405
40-3,Liberal,government_bill,documented_free_excluded,all,39,2,5.128205
40-3,Liberal,government_bill,documented_free_excluded,contested,37,2,5.405405
40-3,Liberal,government_bill,uncertain_excluded,all,39,2,5.128205
40-3,Liberal,government_bill,uncertain_excluded,contested,37,2,5.405405
40-3,Liberal,government_bill,unknown_bill_as_government,all,39,2,5.128205
40-3,Liberal,government_bill,unknown_bill_as_government,contested,37,2,5.405405
40-3,Liberal,government_motion,category_only,all,1,0,0.0
40-3,Liberal,government_motion,category_only,contested,1,0,0.0
40-3,Liberal,government_motion,documented_free_excluded,all,1,0,0.0
40-3,Liberal,government_motion,documented_free_excluded,contested,1,0,0.0
40-3,Liberal,government_motion,uncertain_excluded,all,1,0,0.0
40-3,Liberal,government_motion,uncertain_excluded,contested,1,0,0.0
40-3,Liberal,government_motion,unknown_bill_as_government,all,1,0,0.0
40-3,Liberal,government_motion,unknown_bill_as_government,contested,1,0,0.0
40-3,Liberal,opposition_motion,category_only,all,30,1,3.333333
40-3,Liberal,opposition_motion,category_only,contested,26,1,3.846154
40-3,Liberal,opposition_motion,documented_free_excluded,all,30,1,3.333333
40-3,Liberal,opposition_motion,documented_free_excluded,contested,26,1,3.846154
40-3,Liberal,opposition_motion,uncertain_excluded,all,30,1,3.333333
40-3,Liberal,opposition_motion,uncertain_excluded,contested,26,1,3.846154
40-3,Liberal,opposition_motion,unknown_bill_as_government,all,30,1,3.333333
40-3,Liberal,opposition_motion,unknown_bill_as_government,contested,26,1,3.846154
40-3,Liberal,private_members_business,category_only,all,77,25,32.467532
40-3,Liberal,private_members_business,category_only,contested,70,24,34.285714
40-3,Liberal,private_members_business,documented_free_excluded,all,77,25,32.467532
40-3,Liberal,private_members_business,documented_free_excluded,contested,70,24,34.285714
40-3,Liberal,private_members_business,uncertain_excluded,all,77,25,32.467532
40-3,Liberal,private_members_business,uncertain_excluded,contested,70,24,34.285714
40-3,Liberal,private_members_business,unknown_bill_as_government,all,77,25,32.467532
40-3,Liberal,private_members_business,unknown_bill_as_government,contested,70,24,34.285714
40-3,Liberal,procedural,category_only,all,16,0,0.0
40-3,Liberal,procedural,category_only,contested,16,0,0.0
40-3,Liberal,procedural,documented_free_excluded,all,16,0,0.0
40-3,Liberal,procedural,documented_free_excluded,contested,16,0,0.0
40-3,Liberal,procedural,uncertain_excluded,all,16,0,0.0
40-3,Liberal,procedural,uncertain_excluded,contested,16,0,0.0
40-3,Liberal,procedural,unknown_bill_as_government,all,16,0,0.0
40-3,Liberal,procedural,unknown_bill_as_government,contested,16,0,0.0
40-3,Liberal,supply,category_only,all,25,0,0.0
40-3,Liberal,supply,category_only,contested,25,0,0.0
40-3,Liberal,supply,documented_free_excluded,all,25,0,0.0
40-3,Liberal,supply,documented_free_excluded,contested,25,0,0.0
40-3,Liberal,supply,uncertain_excluded,all,25,0,0.0
40-3,Liberal,supply,uncertain_excluded,contested,25,0,0.0
40-3,Liberal,supply,unknown_bill_as_government,all,25,0,0.0
40-3,Liberal,supply,unknown_bill_as_government,contested,25,0,0.0
40-3,Liberal,throne_speech,category_only,all,1,0,0.0
40-3,Liberal,throne_speech,category_only,contested,1,0,0.0
40-3,Liberal,throne_speech,documented_free_excluded,all,1,0,0.0
40-3,Liberal,throne_speech,documented_free_excluded,contested,1,0,0.0
40-3,Liberal,throne_speech,uncertain_excluded,all,1,0,0.0
40-3,Liberal,throne_speech,uncertain_excluded,contested,1,0,0.0
40-3,Liberal,throne_speech,unknown_bill_as_government,all,1,0,0.0
40-3,Liberal,throne_speech,unknown_bill_as_government,contested,1,0,0.0
40-3,NDP,committee_report,category_only,all,15,1,6.666667
40-3,NDP,committee_report,category_only,contested,7,1,14.285714
40-3,NDP,committee_report,documented_free_excluded,all,15,1,6.666667
40-3,NDP,committee_report,documented_free_excluded,contested,7,1,14.285714
40-3,NDP,committee_report,uncertain_excluded,all,15,1,6.666667
40-3,NDP,committee_report,uncertain_excluded,contested,7,1,14.285714
40-3,NDP,committee_report,unknown_bill_as_government,all,15,1,6.666667
40-3,NDP,committee_report,unknown_bill_as_government,contested,7,1,14.285714
40-3,NDP,government_bill,category_only,all,39,0,0.0
40-3,NDP,government_bill,category_only,contested,37,0,0.0
40-3,NDP,government_bill,documented_free_excluded,all,39,0,0.0
40-3,NDP,government_bill,documented_free_excluded,contested,37,0,0.0
40-3,NDP,government_bill,uncertain_excluded,all,39,0,0.0
40-3,NDP,government_bill,uncertain_excluded,contested,37,0,0.0
40-3,NDP,government_bill,unknown_bill_as_government,all,39,0,0.0
40-3,NDP,government_bill,unknown_bill_as_government,contested,37,0,0.0
40-3,NDP,government_motion,category_only,all,1,0,0.0
40-3,NDP,government_motion,category_only,contested,1,0,0.0
40-3,NDP,government_motion,documented_free_excluded,all,1,0,0.0
40-3,NDP,government_motion,documented_free_excluded,contested,1,0,0.0
40-3,NDP,government_motion,uncertain_excluded,all,1,0,0.0
40-3,NDP,government_motion,uncertain_excluded,contested,1,0,0.0
40-3,NDP,government_motion,unknown_bill_as_government,all,1,0,0.0
40-3,NDP,government_motion,unknown_bill_as_government,contested,1,0,0.0
40-3,NDP,opposition_motion,category_only,all,27,1,3.703704
