vote_number,date,subject,bill_number,result,yeas,nays,paired
836,2024-06-18T16:05:00,"Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024 (report stage amendment) (Motion No. 42)",C-69,Negatived,148,174,2
835,2024-06-18T15:55:00,"Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024 (report stage amendment) (Motion No. 39)",C-69,Negatived,116,206,2
834,2024-06-18T15:45:00,"Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024 (report stage amendment) (Motion No. 38)",C-69,Negatived,116,206,2
833,2024-06-18T15:35:00,"Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024 (report stage amendment) (Motion No. 34)",C-69,Negatived,116,206,2
832,2024-06-18T15:25:00,"Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024 (report stage amendment) (Motion No.32)",C-69,Negatived,116,206,2
831,2024-06-18T15:15:00,"Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024 (report stage amendment) (Motion No. 1)",C-69,Negatived,117,207,2
830,2024-06-18T10:30:00,Motion to proceed to Orders of the Day,,Agreed To,171,148,2
829,2024-06-17T17:30:00,"Time allocation for Bill C-65, An Act to amend the Canada Elections Act",C-65,Agreed To,173,146,2
828,2024-06-17T16:30:00,Motion to proceed to Orders of the Day,,Agreed To,173,147,2
827,2024-06-17T15:40:21,"Concurrence at report stage of Bill C-40, An Act to amend the Criminal Code, to make consequential amendments to other Acts and to repeal a regulation (miscarriage of justice reviews)",C-40,Agreed To,206,118,2
826,2024-06-17T15:30:00,"Bill C-40, An Act to amend the Criminal Code, to make consequential amendments to other Acts and to repeal a regulation (miscarriage of justice reviews) (report stage amendment)",C-40,Negatived,118,206,2
825,2024-06-17T13:00:21,"Time allocation for Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024",C-69,Agreed To,175,147,2
824,2024-06-13T23:50:34,"3rd reading and adoption of Bill C-75, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-75,Agreed To,201,113,4
823,2024-06-13T23:40:00,"Concurrence at report stage of Bill C-75, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-75,Agreed To,201,113,4
822,2024-06-13T23:30:23,"2nd reading of Bill C-75, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-75,Agreed To,201,113,4
821,2024-06-13T23:20:09,Concurrence in estimates,,Agreed To,201,113,4
820,2024-06-13T23:10:22,"3rd reading and adoption of Bill C-74, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-74,Agreed To,201,113,4
819,2024-06-13T23:00:48,"Concurrence at report stage of Bill C-74, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-74,Agreed To,201,113,4
818,2024-06-13T22:50:35,"2nd reading of Bill C-74, An Act for granting to His Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2025",C-74,Agreed To,202,106,4
817,2024-06-13T22:40:25,Concurrence in estimates,,Agreed To,202,115,4
816,2024-06-13T22:30:34,Opposition Motion (Government's economic analysis on the impact of the federal fuel charge and the output-based pricing system),,Agreed To,167,151,4
815,2024-06-13T22:25:00,Opposition Motion (Government's economic analysis on the impact of the federal fuel charge and the output-based pricing system) (amendment),,Negatived,139,179,4
814,2024-06-13T15:30:00,"3rd reading and adoption of Bill C-70, An Act respecting countering foreign interference",C-70,Agreed To,319,0,2
813,2024-06-12T15:40:00,"3rd reading and adoption of Bill C-332, An Act to amend the Criminal Code (coercive control of intimate partner)",C-332,Agreed To,324,0,2
812,2024-06-12T15:30:00,"2nd reading of Bill C-277, An Act to establish a national strategy on brain injuries",C-277,Agreed To,324,0,2
811,2024-06-11T17:45:56,"Time allocation for Bill C-40, An Act to amend the Criminal Code, to make consequential amendments to other Acts and to repeal a regulation (miscarriage of justice reviews)",C-40,Agreed To,170,152,2
810,2024-06-11T15:50:43,Ways and means motion No. 25,,Agreed To,208,118,2
809,2024-06-11T15:40:00,"3rd reading and adoption of Bill C-20, An Act establishing the Public Complaints and Review Commission and amending certain Acts and statutory instruments",C-20,Agreed To,323,0,2
808,2024-06-11T15:30:00,Opposition Motion (Foreign interference in democratic institutions),,Agreed To,320,2,2
807,2024-06-11T10:44:12,Motion to proceed to Orders of the Day,,Agreed To,170,146,2
806,2024-06-10T16:00:13,"Concurrence at report stage of Bill C-20, An Act establishing the Public Complaints and Review Commission and amending certain Acts and statutory instruments",C-20,Agreed To,321,0,0
805,2024-06-10T15:50:16,"Bill C-20, An Act establishing the Public Complaints and Review Commission and amending certain Acts and statutory instruments (report stage amendment)",C-20,Negatived,117,204,0
804,2024-06-10T15:40:19,Opposition Motion (Documents regarding Sustainable Development Technology Canada) (Main motion as amended),,Agreed To,174,148,0
803,2024-06-10T15:30:03,Opposition Motion (Documents regarding Sustainable Development Technology Canada) (amendment),,Agreed To,171,150,0
802,2024-06-05T16:30:00,"3rd reading and adoption of Bill C-293, An Act respecting pandemic prevention and preparedness",C-293,Agreed To,164,144,12
801,2024-06-05T16:20:00,"3rd reading and adoption of Bill C-317, An Act to establish a national strategy respecting flood and drought forecasting",C-317,Agreed To,313,0,12
800,2024-06-05T16:10:00,"2nd reading of Bill C-377, An Act to amend the Parliament of Canada Act (need to know)",C-377,Agreed To,173,143,12
799,2024-06-05T16:00:00,"2nd reading of Bill C-353, An Act to provide for the imposition of restrictive measures against foreign hostage takers and those who practice arbitrary detention in state-to-state relations and to make related amendments to the Proceeds of Crime (Money Laundering) and Terrorist Financing Act and the Immigration and Refugee Protection Act",C-353,Agreed To,173,141,12
798,2024-06-05T15:40:00,Opposition Motion (Measures to lower food prices),,Negatived,26,286,12
797,2024-06-05T15:30:00,19th report of the Standing Committee on Finance,,Negatived,26,285,12
796,2024-06-05T15:15:00,19th report of the Standing Committee on Finance (amendment),,Negatived,113,202,12
795,2024-06-04T19:30:46,"Time allocation for Bill C-20, An Act establishing the Public Complaints and Review Commission and amending certain Acts and statutory instruments",C-20,Agreed To,164,143,10
794,2024-06-03T19:00:00,"3rd reading and adoption of Bill C-64, An Act respecting pharmacare",C-64,Agreed To,165,145,10
793,2024-06-03T15:15:00,Opposition Motion (Summer tax break),,Negatived,116,200,10
792,2024-05-30T23:55:45,"Concurrence at report stage of Bill C-64, An Act respecting pharmacare",C-64,Agreed To,169,132,10
791,2024-05-30T23:45:32,"Bill C-64, An Act respecting pharmacare (report stage amendment)",C-64,Negatived,130,169,10
790,2024-05-29T15:45:00,"2nd reading of Bill C-356, An Act respecting payments by Canada and requirements in respect of housing and to amend certain other Acts",C-356,Negatived,117,203,8
789,2024-05-29T15:35:00,"2nd reading of Bill C-368, An Act to amend the Food and Drugs Act (natural health products)",C-368,Agreed To,171,146,8
788,2024-05-29T15:25:00,"3rd reading and adoption of Bill C-49, An Act to amend the Canada—Newfoundland and Labrador Atlantic Accord Implementation Act and the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and to make consequential amendments to other Acts",C-49,Agreed To,176,144,8
787,2024-05-29T15:15:00,"Bill C-49, An Act to amend the Canada—Newfoundland and Labrador Atlantic Accord Implementation Act and the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and to make consequential amendments to other Acts (recommittal to a committee)",C-49,Negatived,116,205,8
786,2024-05-28T20:30:00,Question of privilege (Speaker's alleged lack of impartiality),,Negatived,142,168,12
785,2024-05-28T16:00:49,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 323 to 341)",C-59,Agreed To,175,144,12
784,2024-05-28T15:55:45,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 320 to 322)",C-59,Agreed To,318,0,12
783,2024-05-28T15:50:10,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 318 and 319)",C-59,Agreed To,317,0,12
782,2024-05-28T15:45:23,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 273 to 277)",C-59,Agreed To,202,114,12
781,2024-05-28T15:40:43,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 219 to 230)",C-59,Agreed To,318,0,12
780,2024-05-28T15:35:26,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 145 to 167, 217 and 218 regarding measures related to vaping products, cannabis and tobacco)",C-59,Agreed To,318,0,12
779,2024-05-28T15:30:18,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 197 to 208 and 342 to 365 regarding amendments to the Canada Labour Code)",C-59,Agreed To,317,0,12
778,2024-05-28T15:25:45,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 137, 144 and 231 to 272 regarding measures related to affordability)",C-59,Agreed To,316,0,12
777,2024-05-28T15:20:13,"3rd reading and adoption of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (Clauses 1 to 136, 138 to 143, 168 to 196, 209 to 216 and 278 to 317 regarding measures appearing in the 2023 budget)",C-59,Agreed To,175,144,12
776,2024-05-28T15:15:35,"Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (recommittal to a committee)",C-59,Negatived,116,202,12
775,2024-05-28T11:10:08,Motion for closure,,Agreed To,172,145,12
774,2024-05-27T15:25:00,"3rd reading and adoption of Bill C-58, An Act to amend the Canada Labour Code and the Canada Industrial Relations Board Regulations, 2012",C-58,Agreed To,316,0,4
773,2024-05-27T15:15:00,Opposition Motion (Federal intrusions in the exclusive jurisdictions of Quebec and the provinces),,Negatived,149,172,4
772,2024-05-27T13:00:00,"Time allocation for Bill C-49, An Act to amend the Canada—Newfoundland and Labrador Atlantic Accord Implementation Act and the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and to make consequential amendments to other Acts",C-49,Agreed To,170,147,4
771,2024-05-22T20:52:00,"Government Business No. 39 (Proceedings on Bill C-64, An Act respecting pharmacare)",,Agreed To,166,140,8
770,2024-05-22T20:42:00,"Government Business No. 39 (Proceedings on Bill C-64, An Act respecting pharmacare) (amendment)",,Negatived,141,167,8
769,2024-05-22T17:50:00,Motion for closure,,Agreed To,166,144,8
768,2024-05-22T16:30:00,Motion to proceed to Orders of the Day,,Agreed To,172,144,8
767,2024-05-22T15:45:00,"2nd reading of Bill C-381, An Act to amend the Criminal Code (extortion)",C-381,Negatived,144,173,8
766,2024-05-22T15:30:00,"2nd reading of Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024",C-69,Agreed To,174,143,8
765,2024-05-22T15:15:00,"2nd reading of Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024 (reasoned amendment)",C-69,Negatived,115,203,8
764,2024-05-21T15:48:00,"Concurrence at report stage of Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023",C-59,Agreed To,173,141,2
763,2024-05-21T15:45:00,"Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023 (report stage amendment)",C-59,Negatived,114,202,2
762,2024-05-21T15:15:00,Opposition Motion (Legalization of hard drugs),,Negatived,116,204,2
761,2024-05-21T13:50:00,"Time allocation for Bill C-69, An Act to implement certain provisions of the budget tabled in Parliament on April 16, 2024",C-69,Agreed To,172,146,2
760,2024-05-21T12:35:00,Motion to proceed to Orders of the Day,,Agreed To,172,145,2
759,2024-05-09T19:00:42,"Time allocation for Bill C-59, An Act to implement certain provisions of the fall economic statement tabled in Parliament on November 21, 2023 and certain provisions of the budget tabled in Parliament on March 28, 2023",C-59,Agreed To,166,137,2
758,2024-05-08T16:10:00,"2nd reading of Bill C-270, An Act to amend the Criminal Code (pornographic material)",C-270,Agreed To,327,0,2
757,2024-05-08T16:00:00,"Private Members' Business M-112 (Political interference, violence, or intimidation on Canadian soil)",,Agreed To,326,0,2
756,2024-05-08T15:50:00,"2nd reading of Bill C-375, An Act to amend the Impact Assessment Act (federal-provincial agreements)",C-375,Negatived,150,177,2
755,2024-05-08T15:40:00,18th report of the Standing Committee on Justice and Human Rights,,Agreed To,327,0,2
754,2024-05-08T15:30:00,Eighth report of the Standing Committee on National Defence,,Agreed To,173,152,2
753,2024-05-07T15:40:00,"2nd reading of Bill C-64, An Act respecting pharmacare",C-64,Agreed To,177,148,2
752,2024-05-07T15:30:00,"2nd reading of Bill C-64, An Act respecting pharmacare (reasoned amendment)",C-64,Negatived,151,176,2
751,2024-05-06T16:30:17,"Time allocation for Bill C-64, An Act respecting pharmacare",C-64,Agreed To,180,147,0
750,2024-05-02T12:15:00,"Concurrence at report stage of Bill C-49, An Act to amend the Canada—Newfoundland and Labrador Atlantic Accord Implementation Act and the Canada-Nova Scotia Offshore Petroleum Resources Accord Implementation Act and to make consequential amendments to other Acts",C-49,Agreed To,177,142,2
749,2024-05-02T11:15:00,Ways and means motion No. 24,,Agreed To,176,150,2
748,2024-05-02T10:30:00,Motion to proceed to Orders of the Day,,Agreed To,176,147,2
747,2024-05-01T18:00:00,Budgetary policy,,Agreed To,172,150,4
746,2024-05-01T16:15:00,Motion to proceed to Orders of the Day,,Agreed To,173,148,4
745,2024-05-01T15:30:00,"2nd reading of Bill C-351, An Act to amend the Corrections and Conditional Release Act (maximum security offenders)",C-351,Negatived,120,208,2
744,2024-05-01T15:15:00,Ninth report of the Standing Committee on Canadian Heritage,,Agreed To,326,0,2
743,2024-04-30T18:00:00,Budgetary policy (amendment),,Negatived,117,206,2
742,2024-04-29T19:00:00,Budgetary policy (subamendment),,Negatived,32,285,4
741,2024-04-29T15:15:00,"Motion respecting Senate amendments to Bill C-29, An Act to provide for the establishment of a national council for reconciliation",C-29,Agreed To,323,0,4
740,2024-04-17T15:30:00,"3rd reading and adoption of Bill S-209, An Act respecting Pandemic Observance Day",S-209,Agreed To,198,116,2
739,2024-04-16T10:30:24,Motion to proceed to Orders of the Day,,Agreed To,175,143,4
738,2024-04-15T18:55:02,"3rd reading and adoption of Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy",C-50,Agreed To,169,144,6
737,2024-04-15T18:45:27,"3rd reading and adoption of Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (reasoned amendment)",C-50,Negatived,114,198,6
736,2024-04-11T19:53:00,"Concurrence at report stage of Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy",C-50,Agreed To,173,132,8
735,2024-04-11T19:29:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 176)",C-50,Agreed To,200,108,8
734,2024-04-11T19:27:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 172)",C-50,Negatived,104,202,8
733,2024-04-11T19:25:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 164)",C-50,Negatived,107,203,8
732,2024-04-11T19:23:00,"Bill C-50, An Act respecting accountability, transparency and engagement to support the creation of sustainable jobs for workers and economic growth in a net-zero economy (report stage amendment) (Motion 163)",C-50,Negatived,106,202,8
