vote_number,date,subject,bill_number,result,yeas,nays,paired
140,2008-06-05T20:38:29,"3rd reading and adoption of Bill C-59, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-59,Agreed To,180,68,14
139,2008-06-05T20:36:36,"Concurrence at report stage of Bill C-59, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-59,Agreed To,180,69,14
138,2008-06-05T20:34:01,"2nd reading of Bill C-59, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-59,Agreed To,119,68,14
137,2008-06-05T20:15:05,Concurrence in estimates,,Agreed To,119,68,14
136,2008-06-05T20:10:52,"3rd reading and adoption of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-58,Agreed To,119,68,14
135,2008-06-05T20:05:05,"Concurrence at report stage of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-58,Agreed To,120,68,14
134,2008-06-05T20:00:39,"2nd reading of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-58,Agreed To,120,68,14
133,2008-06-05T19:55:17,Concurrence in estimates,,Agreed To,120,68,14
132,2008-06-05T19:50:59,Concurrence in an opposed item,,Agreed To,196,66,14
131,2008-06-05T19:45:23,Opposition Motion (Conflict of Interest Code for Members of the House of Commons),,Agreed To,145,115,14
130,2008-06-04T16:10:00,"2nd reading of Bill C-490, An Act to amend the Old Age Security Act (application for supplement, retroactive payments and other amendments)",C-490,Agreed To,149,115,0
129,2008-06-04T16:00:00,"3rd reading and adoption of Bill C-377, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change",C-377,Agreed To,148,116,0
128,2008-06-04T15:50:00,"Concurrence at report stage of Bill C-377, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change",C-377,Agreed To,148,115,0
127,2008-06-04T15:40:00,"Bill C-377, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change (report stage amendment)",C-377,Agreed To,148,115,0
126,2008-06-04T15:30:00,"Bill C-377, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change (report stage amendment)",C-377,Agreed To,148,115,0
125,2008-06-04T15:20:00,"Bill C-377, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change (report stage amendment)",C-377,Agreed To,148,115,0
124,2008-06-04T15:10:00,"Bill C-377, An Act to ensure Canada assumes its responsibilities in preventing dangerous climate change (report stage amendment)",C-377,Agreed To,148,115,0
123,2008-06-04T15:00:00,"2nd reading of Bill C-393, An Act to amend the Criminal Code and the Corrections and Conditional Release Act (punishment and hearing)",C-393,Agreed To,140,116,0
122,2008-06-03T15:18:04,Third Report of the Standing Committee on Citizenship and Immigration,,Agreed To,137,110,22
121,2008-06-02T18:59:15,"Concurrence at report stage of Bill C-50, An Act to implement certain provisions of the budget tabled in Parliament on February 26, 2008 and to enact provisions to preserve the fiscal plan set out in that budget",C-50,Agreed To,114,83,14
120,2008-06-02T18:35:37,"Bill C-50, An Act to implement certain provisions of the budget tabled in Parliament on February 26, 2008 and to enact provisions to preserve the fiscal plan set out in that budget (report stage amendment)",C-50,Negatived,83,114,14
119,2008-06-02T18:36:45,"Bill C-50, An Act to implement certain provisions of the budget tabled in Parliament on February 26, 2008 and to enact provisions to preserve the fiscal plan set out in that budget (report stage amendment)",C-50,Negatived,83,114,14
118,2008-05-29T11:20:00,Motion to proceed to Orders of the Day,,Negatived,97,121,20
117,2008-05-28T15:55:21,"2nd reading of Bill C-445, An Act to amend the Income Tax Act (tax credit for loss of retirement income)",C-445,Agreed To,133,98,14
116,2008-05-28T17:45:37,"2nd reading of Bill C-55, An Act to implement the Free Trade Agreement between Canada and the States of the European Free Trade Association (Iceland, Liechtenstein, Norway, Switzerland), the Agreement on Agriculture between Canada and the Republic of Iceland, the Agreement on Agriculture between Canada and the Kingdom of Norway and the Agreement on Agriculture between Canada and the Swiss Confederation",C-55,Agreed To,200,21,14
115,2008-05-28T15:05:46,"3rd reading and adoption of Bill C-33, An Act to amend the Canadian Environmental Protection Act, 1999",C-33,Agreed To,173,64,14
114,2008-05-28T15:00:18,"3rd reading and adoption of Bill C-33, An Act to amend the Canadian Environmental Protection Act, 1999 (previous question)",C-33,Agreed To,173,64,14
113,2008-05-27T15:00:00,"Bill C-33, An Act to amend the Canadian Environmental Protection Act, 1999 (recommittal to a committee)",C-33,Negatived,63,173,18
112,2008-05-26T18:45:00,"2nd reading of Bill C-34, An Act to give effect to the Tsawwassen First Nation Final Agreement and to make consequential amendments to other Acts",C-34,Agreed To,210,2,38
111,2008-05-15T11:10:37,Motion to adjourn the debate,,Negatived,111,116,22
110,2008-05-14T17:45:14,"2nd reading of Bill C-482, An Act to amend the Official Languages Act (Charter of the French Language) and to make consequential amendments to other Acts",C-482,Negatived,64,182,0
109,2008-05-12T18:45:04,Opposition Motion (Economic policy),,Negatived,89,109,14
108,2008-05-07T18:00:12,Private Members' Business M-426 (Rare diseases and disorders),,Agreed To,221,38,18
107,2008-05-07T17:50:53,Seventh Report of the Standing Committee on Citizenship and Immigration,,Agreed To,141,117,18
106,2008-05-07T17:40:40,"2nd reading of Bill C-517, An Act to amend the Food and Drugs Act (mandatory labelling for genetically modified foods)",C-517,Negatived,101,156,18
105,2008-05-06T19:15:43,"Concurrence at report stage of Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident",C-5,Agreed To,240,25,12
104,2008-05-06T19:05:00,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
103,2008-05-06T18:55:21,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
102,2008-05-06T18:45:54,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
101,2008-05-06T18:35:27,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
100,2008-05-06T18:26:59,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
99,2008-05-06T18:15:20,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
98,2008-05-06T18:05:24,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
97,2008-05-06T17:55:21,"Bill C-5, An Act respecting civil liability and compensation for damage in case of a nuclear incident (report stage amendment)",C-5,Negatived,25,240,12
96,2008-05-06T17:45:00,"3rd reading and adoption of Bill C-23, An Act to amend the Canada Marine Act, the Canada Transportation Act, the Pilotage Act and other Acts in consequence",C-23,Agreed To,240,25,12
95,2008-05-01T15:05:42,"Concurrence at report stage of Bill C-33, An Act to amend the Canadian Environmental Protection Act, 1999",C-33,Agreed To,222,23,16
94,2008-05-01T15:00:00,"Bill C-33, An Act to amend the Canadian Environmental Protection Act, 1999 (report stage amendment)",C-33,Negatived,60,185,16
93,2008-04-29T17:30:28,Opposition Motion (Elections Canada),,Agreed To,152,117,14
92,2008-04-16T18:05:54,"2nd reading of Bill C-26, An Act to amend the Controlled Drugs and Substances Act and to make consequential amendments to other Acts",C-26,Agreed To,213,24,32
91,2008-04-16T17:55:20,"Fifth Report of the Standing Committee on Human Resources, Social Development and the Status of Persons with Disabilities",,Agreed To,237,0,32
90,2008-04-16T17:45:11,"Motion respecting Senate amendments to Bill C-13, An Act to amend the Criminal Code (criminal procedure, language of the accused, sentencing and other amendments) (amendment)",C-13,Negatived,104,134,32
89,2008-04-10T15:15:35,"2nd reading of Bill C-50, An Act to implement certain provisions of the budget tabled in Parliament on February 26, 2008 and to enact provisions to preserve the fiscal plan set out in that budget",C-50,Agreed To,113,76,20
88,2008-04-10T15:00:07,"2nd reading of Bill C-50, An Act to implement certain provisions of the budget tabled in Parliament on February 26, 2008 and to enact provisions to preserve the fiscal plan set out in that budget (previous question)",C-50,Agreed To,169,65,20
87,2008-04-09T18:25:46,"3rd reading and adoption of Bill S-203, An Act to amend the Criminal Code (cruelty to animals)",S-203,Agreed To,189,70,18
86,2008-04-09T18:15:35,"Concurrence at report stage of Bill S-203, An Act to amend the Criminal Code (cruelty to animals)",S-203,Agreed To,189,70,18
85,2008-04-09T18:05:48,"Bill S-203, An Act to amend the Criminal Code (cruelty to animals) (report stage amendment)",S-203,Negatived,65,189,18
84,2008-04-09T17:55:13,"Bill S-203, An Act to amend the Criminal Code (cruelty to animals) (report stage amendment)",S-203,Negatived,62,193,18
83,2008-04-09T15:45:29,"2nd reading of Bill C-50, An Act to implement certain provisions of the budget tabled in Parliament on February 26, 2008 and to enact provisions to preserve the fiscal plan set out in that budget (reasoned amendment)",C-50,Negatived,68,201,18
82,2008-04-08T17:50:41,Third Report of the Standing Committee on the Status of Women,,Agreed To,148,113,22
81,2008-04-08T17:40:57,Opposition Motion (Special committee on the Canadian mission in Afghanistan),,Agreed To,261,0,22
80,2008-04-02T17:45:41,Private Members' Business M-310 (Flag at half-mast on the Peace Tower),,Agreed To,142,115,20
79,2008-04-02T17:30:30,Opposition Motion (Corporate tax cuts),,Negatived,63,198,20
78,2008-04-01T17:15:35,Opposition Motion (Compliance with the Charter of the French language regarding enterprises under federal jurisdiction located in Quebec),,Negatived,71,198,10
77,2008-03-31T17:55:10,Opposition Motion (Economic vitality and prosperity),,Agreed To,246,0,18
76,2008-03-13T17:55:00,Government Business No. 5 (Afghanistan mission),,Agreed To,197,77,4
75,2008-03-13T17:45:00,Government Business No. 5 (Afghanistan mission) (amendment),,Negatived,29,244,4
74,2008-03-13T15:00:00,Ways and Means motion No. 10,,Agreed To,124,87,4
73,2008-03-12T19:10:27,Private Members' Business M-410 (Corporations conducting business in Sudan and Iran),,Agreed To,227,46,4
72,2008-03-12T18:50:10,"3rd reading and adoption of Bill C-49, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-49,Agreed To,171,37,4
71,2008-03-12T18:40:56,"Concurrence at report stage of Bill C-49, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-49,Agreed To,171,36,4
70,2008-03-12T18:30:35,"2nd reading of Bill C-49, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2009",C-49,Agreed To,171,37,4
69,2008-03-12T19:03:54,Concurrence in Interim Supply,,Agreed To,171,37,4
68,2008-03-12T17:56:24,"3rd reading and adoption of Bill C-48, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2008",C-48,Agreed To,250,30,4
67,2008-03-12T17:53:48,"Concurrence at report stage of Bill C-48, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2008",C-48,Agreed To,250,30,4
66,2008-03-12T17:50:28,"2nd reading of Bill C-48, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2008",C-48,Agreed To,250,30,4
65,2008-03-12T18:08:39,Concurrence in estimates,,Agreed To,249,30,4
64,2008-03-12T17:30:31,Opposition Motion (Death penalty),,Agreed To,255,17,4
63,2008-03-11T17:30:39,Opposition Motion (Securities Regulation),,Negatived,73,198,6
62,2008-03-10T18:45:26,Opposition Motion (Climate change),,Negatived,84,121,8
61,2008-03-06T17:30:54,Opposition Motion (Canadian women),,Negatived,57,167,18
60,2008-03-05T19:30:33,Private Members' Business M-383 (Old Age Security Program),,Agreed To,155,120,4
59,2008-03-05T19:20:34,Private Members' Business M-383 (Old Age Security Program) (amendment),,Agreed To,155,120,4
58,2008-03-05T19:10:00,"2nd reading of Bill C-484, An Act to amend the Criminal Code (injuring or causing the death of an unborn child while committing an offence)",C-484,Agreed To,147,132,4
57,2008-03-05T19:00:00,"2nd reading of Bill C-394, An Act to amend the Immigration and Refugee Protection Act (sponsorship of relative)",C-394,Negatived,99,177,4
56,2008-03-05T18:50:22,"3rd reading and adoption of Bill C-253, An Act to amend the Income Tax Act (deductibility of RESP contributions)",C-253,Agreed To,156,122,4
55,2008-03-05T18:40:10,"Concurrence at report stage of Bill C-253, An Act to amend the Income Tax Act (deductibility of RESP contributions)",C-253,Agreed To,156,122,4
54,2008-03-05T18:30:40,"Bill C-253, An Act to amend the Income Tax Act (deductibility of RESP contributions) (report stage amendment)",C-253,Agreed To,156,122,4
53,2008-03-05T18:20:00,"Bill C-253, An Act to amend the Income Tax Act (deductibility of RESP contributions) (report stage subamendment)",C-253,Agreed To,158,122,4
52,2008-03-05T18:10:32,"Bill C-253, An Act to amend the Income Tax Act (deductibility of RESP contributions) (report stage amendment)",C-253,Agreed To,158,122,4
51,2008-03-05T18:00:02,Fifth Report of the Standing Committee on Finance,,Agreed To,280,1,4
50,2008-03-05T17:50:31,"Second Report of the Standing Committee on Human Resources, Social Development and the Status of Persons with Disabilities",,Agreed To,281,0,4
49,2008-03-05T17:40:31,Second Report of the Standing Committee on Official Languages,,Agreed To,158,123,4
48,2008-03-05T17:30:22,Opposition Motion (Income Tax Act),,Negatived,74,206,4
47,2008-03-04T17:30:54,Budgetary policy,,Agreed To,125,90,2
46,2008-03-03T18:50:35,Opposition Motion (Public inquiry into Mulroney-Schreiber affair),,Agreed To,148,124,2
45,2008-03-03T18:40:08,Government Business No. 6 (Proposed appointment of Mr. Brian J. Saunders as the Director of Public Prosecutions),,Agreed To,243,29,2
44,2008-03-03T18:30:47,Budgetary policy (amendment),,Negatived,7,202,2
43,2008-02-28T17:30:58,Budgetary policy (subamendment),,Negatived,45,230,8
42,2008-02-13T17:55:00,"2nd reading of Bill C-474, An Act to require the development and implementation of a Federal Sustainable Development Strategy and the development of goals and targets with respect to sustainable development in Canada, and to make consequential amendments to another Act",C-474,Agreed To,267,1,0
41,2008-02-13T17:45:20,"Bill C-20, An Act to provide for consultations with electors on their preferences for appointments to the Senate (referral to a committee before second reading)",C-20,Agreed To,224,48,0
40,2008-02-12T15:15:06,"Government Business No. 3 (Message regarding Bill C-2, An Act to amend the Criminal Code and to make consequential amendments to other Acts)",,Agreed To,172,27,2
39,2008-02-06T17:30:00,Private Members' Business M-411 (Death penalty),,Agreed To,147,117,10
38,2008-02-06T15:10:00,"3rd reading and adoption of Bill C-3, An Act to amend the Immigration and Refugee Protection Act (certificate and special advocate) and to make a consequential amendment to another Act",C-3,Agreed To,197,71,10
37,2008-02-06T15:00:00,"3rd reading and adoption of Bill C-3, An Act to amend the Immigration and Refugee Protection Act (certificate and special advocate) and to make a consequential amendment to another Act (previous question)",C-3,Agreed To,196,71,10
36,2008-02-05T18:05:00,First Report of the Standing Committee on Finance,,Agreed To,154,119,12
35,2008-02-05T17:55:00,"2nd reading of Bill C-25, An Act to amend the Youth Criminal Justice Act",C-25,Agreed To,231,43,12
34,2008-02-05T17:45:00,"2nd reading of Bill C-25, An Act to amend the Youth Criminal Justice Act (previous question)",C-25,Agreed To,201,72,12
33,2008-02-04T18:50:58,"Concurrence at report stage of Bill C-3, An Act to amend the Immigration and Refugee Protection Act (certificate and special advocate) and to make a consequential amendment to another Act",C-3,Agreed To,191,56,8
32,2008-02-04T18:45:16,"Bill C-3, An Act to amend the Immigration and Refugee Protection Act (certificate and special advocate) and to make a consequential amendment to another Act (report stage amendment)",C-3,Negatived,56,191,8
31,2008-01-30T17:45:00,"3rd reading and adoption of Bill C-9, An Act to implement the Convention on the Settlement of Investment Disputes between States and Nationals of Other States (ICSID Convention)",C-9,Agreed To,241,26,12
30,2007-12-13T13:15:33,"3rd reading and adoption of Bill C-28, An Act to implement certain provisions of the budget tabled in Parliament on March 19, 2007 and to implement certain provisions of the economic statement tabled in Parliament on October 30, 2007",C-28,Agreed To,119,72,10
29,2007-12-12T18:05:07,"2nd reading of Bill C-251, An Act to amend the Food and Drugs Act (warning labels regarding the consumption of alcohol)",C-251,Negatived,91,163,0
28,2007-12-12T17:55:23,"2nd reading of Bill C-411, An Act to amend the Special Import Measures Act (domestic prices)",C-411,Negatived,68,184,0
27,2007-12-12T17:45:09,Private Members' Business M-296 (First Nations children),,Agreed To,262,0,0
26,2007-12-12T16:22:18,Motion respecting the proceedings and business of the House or its committees,,Agreed To,105,2,0
25,2007-12-11T10:51:32,Motion to adjourn the debate,,Agreed To,225,28,0
24,2007-12-10T18:55:41,"Concurrence at report stage of Bill C-28, An Act to implement certain provisions of the budget tabled in Parliament on March 19, 2007 and to implement certain provisions of the economic statement tabled in Parliament on October 30, 2007",C-28,Agreed To,116,69,14
23,2007-12-10T18:45:11,"Bill C-28, An Act to implement certain provisions of the budget tabled in Parliament on March 19, 2007 and to implement certain provisions of the economic statement tabled in Parliament on October 30, 2007 (report stage amendment)",C-28,Negatived,28,156,14
22,2007-12-06T18:29:36,"3rd reading and adoption of Bill C-35, An Act for granting to Her Majesty certain sums of money for the federal  public administration for the financial year ending March 31, 2008",C-35,Agreed To,213,25,16
21,2007-12-06T17:45:40,Concurrence in estimates,,Agreed To,214,25,16
20,2007-12-05T15:15:08,Private Members' Business M-315 (Canadian Charter of Rights and Freedoms),,Negatived,118,138,0
19,2007-12-04T17:50:12,"2nd reading of Bill C-28, An Act to implement certain provisions of the budget tabled in Parliament on March 19, 2007 and to implement certain provisions of the economic statement tabled in Parliament on October 30, 2007",C-28,Agreed To,118,75,4
18,2007-11-28T18:30:41,"2nd reading of Bill C-378, An Act to amend the Food and Drugs Act and the Food and Drug Regulations (drug export restrictions)",C-378,Negatived,116,143,0
17,2007-11-28T18:10:29,"2nd reading of Bill C-357, An Act to amend the Employment Insurance Act (Employment Insurance Account and premium rate setting) and another Act in consequence",C-357,Negatived,75,189,0
16,2007-11-28T17:50:05,"2nd reading of Bill C-426, An Act to amend the Canada Evidence Act (protection of journalistic sources and search warrants)",C-426,Agreed To,147,117,0
15,2007-11-26T19:00:00,"Concurrence at report stage of Bill C-2, An Act to amend the Criminal Code and to make consequential amendments to other Acts",C-2,Agreed To,221,1,0
14,2007-11-26T18:50:31,"Bill C-2, An Act to amend the Criminal Code and to make consequential amendments to other Acts (report stage amendment)",C-2,Negatived,22,202,0
13,2007-11-21T18:15:08,"Concurrence at report stage of Bill C-303, An Act to establish criteria and conditions in respect of funding for early learning and child care programs in order to ensure the quality, accessibility, universality and accountability of those programs, and to appoint a council to advise the Minister of Human Resources and Skills Development on matters relating to early learning and child care",C-303,Agreed To,138,112,0
12,2007-11-21T17:55:16,"Bill C-284, An Act to amend the Canada Student Financial Assistance Act (Canada access grants) (report stage amendment)",C-284,Negatived,73,183,0
11,2007-11-21T17:45:32,"3rd reading and adoption of Bill C-287, An Act respecting a National Peacekeepers' Day",C-287,Agreed To,258,0,0
10,2007-11-20T18:00:47,"2nd reading of Bill C-3, An Act to amend the Immigration and Refugee Protection Act (certificate and special advocate) and to make a consequential amendment to another Act",C-3,Agreed To,226,30,8
9,2007-11-14T17:55:12,Ways and Means motion No. 4,,Agreed To,161,92,12
8,2007-11-14T17:45:52,Opposition Motion (Manufacturing and forestry sectors),,Negatived,72,118,12
7,2007-10-31T15:05:01,Ways and Means motion No. 3,,Agreed To,127,76,2
6,2007-10-30T18:00:03,Opposition Motion (Federal spending power),,Negatived,49,229,0
5,2007-10-30T17:45:52,Opposition Motion (Productivity and competitiveness),,Negatived,79,199,0
4,2007-10-24T17:40:03,"Concurrence at report stage of Bill C-287, An Act respecting a National Peacekeepers' Day",C-287,Agreed To,290,0,0
3,2007-10-24T17:30:26,Address in Reply to the Speech from the Throne,,Agreed To,126,79,0
2,2007-10-22T18:30:16,Address in Reply to the Speech from the Throne (amendment),,Negatived,89,203,2
1,2007-10-18T17:30:45,Address in Reply to the Speech from the Throne (subamendment),,Negatived,48,240,2
