vote_number,date,subject,bill_number,result,yeas,nays,paired
158,2005-09-28T17:55:00,"2nd reading of Bill C-260, An Act respecting the negotiation, approval, tabling and publication of treaties",C-260,Negatived,54,216,4
157,2005-09-28T17:45:58,"2nd reading of Bill C-293, An Act to amend the Criminal Code (theft of a motor vehicle)",C-293,Negatived,88,175,4
156,2005-06-28T20:35:34,"3rd reading and adoption of Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes",C-38,Agreed To,158,133,4
155,2005-06-28T20:30:59,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (recommittal to a committee)",C-38,Negatived,127,158,4
154,2005-06-27T11:59:00,"Concurrence at report stage of Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes",C-38,Agreed To,154,124,4
153,2005-06-28T00:00:00,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",C-38,Negatived,103,174,4
152,2005-06-27T23:55:47,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",C-38,Negatived,103,174,4
151,2005-06-27T23:50:24,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",C-38,Negatived,103,174,4
150,2005-06-27T23:45:02,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",C-38,Negatived,103,175,4
149,2005-06-27T23:35:12,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",C-38,Negatived,122,157,4
148,2005-06-27T23:30:26,"Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (report stage amendment)",C-38,Negatived,109,163,4
147,2005-06-27T21:46:49,"Time allocation for Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes",C-38,Agreed To,163,106,4
146,2005-06-23T23:35:12,"3rd reading and adoption of Bill C-48, An Act to authorize the Minister of Finance to make certain payments",C-48,Agreed To,152,147,0
145,2005-06-23T23:25:44,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (recommittal to a committee)",C-48,Negatived,93,206,0
144,2005-06-23T23:15:00,"3rd reading and adoption of Bill C-48, An Act to authorize the Minister of Finance to make certain payments (subamendment)",C-48,Negatived,93,206,0
143,2005-06-23T21:36:31,"Time allocation for Bill C-48, An Act to authorize the Minister of Finance to make certain payments",C-48,Agreed To,205,77,0
142,2005-06-23T20:25:36,Government Business No. 17 (Extended sitting period),,Agreed To,191,108,0
141,2005-06-23T20:15:02,Government Business No. 17 (Extended sitting period) (amendment),,Negatived,101,197,0
140,2005-06-23T10:51:36,Motion for closure,,Agreed To,195,97,0
139,2005-06-22T18:25:39,Private Members' Business M-228 (Symbol for the House of Commons),,Agreed To,143,142,2
138,2005-06-22T18:15:32,"2nd reading of Bill S-14, An Act to protect heritage lighthouses",S-14,Agreed To,233,52,2
137,2005-06-22T18:05:21,Private Members' Business M-162 (Kyoto Protocol),,Negatived,52,237,2
136,2005-06-22T17:55:07,"2nd reading of Bill C-275, An Act to amend the Criminal Code (failure to stop at scene of accident)",C-275,Negatived,94,194,2
135,2005-06-22T17:45:25,"2nd reading of Bill C-312, An Act to amend the Canada Elections Act (appointment of returning officers)",C-312,Agreed To,258,29,2
134,2005-06-21T20:05:40,"Concurrence at report stage of Bill C-48, An Act to authorize the Minister of Finance to make certain payments",C-48,Agreed To,152,147,0
133,2005-06-21T20:00:30,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage amendment)",C-48,Agreed To,152,147,0
132,2005-06-21T19:55:10,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage subamendment)",C-48,Negatived,147,152,0
131,2005-06-21T19:45:49,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage amendment)",C-48,Agreed To,152,147,0
130,2005-06-21T19:35:45,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage subamendment)",C-48,Negatived,93,206,0
129,2005-06-21T19:25:27,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage amendment)",C-48,Agreed To,152,147,0
128,2005-06-21T19:15:39,"Bill C-48, An Act to authorize the Minister of Finance to make certain payments (report stage subamendment)",C-48,Negatived,93,205,0
127,2005-06-21T10:54:08,Motion to adjourn the debate,,Agreed To,191,88,0
126,2005-06-20T16:13:29,Motion to adjourn the debate,,Agreed To,192,83,0
125,2005-06-16T15:05:46,"3rd reading and adoption of Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005",C-43,Agreed To,242,54,0
124,2005-06-16T10:50:26,Motion to adjourn the debate,,Agreed To,198,88,0
123,2005-06-15T17:55:56,"3rd reading and adoption of Bill C-259, An Act to amend the Excise Tax Act (elimination of excise tax on jewellery)",C-259,Agreed To,185,93,8
122,2005-06-15T17:45:09,"Fifth Report of the Standing Committee on Access to Information, Privacy and Ethics",,Agreed To,277,2,8
121,2005-06-14T23:50:05,"Concurrence at report stage of Bill C-25, An Act governing the operation of remote sensing space systems",C-25,Agreed To,229,72,0
120,2005-06-14T23:45:43,"Concurrence at report stage of Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005",C-43,Agreed To,249,53,0
119,2005-06-14T23:40:24,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage amendment)",C-43,Agreed To,248,54,0
118,2005-06-14T23:35:14,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage amendment)",C-43,Agreed To,248,54,0
117,2005-06-14T23:30:15,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage subamendment)",C-43,Agreed To,229,73,0
116,2005-06-14T23:25:51,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage amendment)",C-43,Negatived,149,153,0
115,2005-06-14T23:20:36,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage amendment)",C-43,Negatived,149,153,0
114,2005-06-14T23:15:29,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage amendment)",C-43,Agreed To,153,149,0
113,2005-06-14T23:10:53,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage amendment)",C-43,Agreed To,153,149,0
112,2005-06-14T23:05:45,"Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005 (report stage amendment)",C-43,Agreed To,153,149,0
111,2005-06-14T11:28:48,"3rd reading and adoption of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2006",C-58,Agreed To,153,149,0
110,2005-06-14T11:26:29,"Concurrence at report stage of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2006",C-58,Agreed To,153,149,0
109,2005-06-14T10:50:58,"2nd reading of Bill C-58, An Act for granting to Her Majesty certain sums of money for the federal public administration for the financial year ending March 31, 2006",C-58,Agreed To,153,149,0
108,2005-06-14T22:45:12,Concurrence in estimates,,Agreed To,153,149,0
107,2005-06-14T22:40:31,Concurrence in an opposed item,,Agreed To,198,101,0
106,2005-06-14T22:33:05,Concurrence in an opposed item,,Agreed To,198,101,0
105,2005-06-14T22:25:48,Concurrence in an opposed item,,Agreed To,206,96,0
104,2005-06-14T22:20:41,Opposition Motion (Child care),,Negatived,95,205,0
103,2005-06-14T22:15:05,Opposition Motion (Strategy to help older workers),,Agreed To,301,0,0
102,2005-06-13T17:30:55,Government Business No. 16 (Extension of sitting hours in June),,Agreed To,146,120,6
101,2005-06-08T18:05:13,"3rd reading and adoption of Bill C-22, An Act to establish the Department of Social Development and to amend and repeal certain related Acts",C-22,Agreed To,210,68,8
100,2005-06-08T17:55:30,Government Business No. 15 (Review of Delegated Legislation),,Agreed To,189,89,8
99,2005-06-07T18:10:04,Private Members' Business M-195 (Foreign Credential Recognition Program),,Agreed To,219,54,2
98,2005-06-07T18:00:05,Opposition Motion (Discrimination on the basis of political opinion),,Agreed To,157,124,2
97,2005-06-07T17:50:00,Opposition Motion (Employment Insurance),,Negatived,105,175,2
96,2005-06-07T17:40:14,Opposition Motion (National strategy for health),,Agreed To,231,53,2
95,2005-06-07T17:30:58,Opposition Motion (National strategy for health) (amendment),,Agreed To,231,53,2
94,2005-06-01T18:05:59,"3rd reading and adoption of Bill C-23, An Act to establish the Department of Human Resources and Skills Development and to amend and repeal certain related Acts",C-23,Agreed To,217,67,12
93,2005-06-01T16:55:40,Opposition Motion (Gomery commission terms of reference),,Negatived,92,192,12
92,2005-06-01T17:55:29,"3rd reading and adoption of Bill C-9, An Act to establish the Economic Development Agency of Canada for the Regions of Quebec",C-9,Agreed To,232,47,12
91,2005-05-19T18:12:15,"2nd reading of Bill C-48, An Act to authorize the Minister of Finance to make certain payments",C-48,Tie,152,152,2
90,2005-05-19T17:45:45,"2nd reading of Bill C-43, An Act to implement certain provisions of the budget tabled in Parliament on February 23, 2005",C-43,Agreed To,250,54,2
89,2005-05-18T15:45:42,Second Report of the Standing Committee on Foreign Affairs and International Trade,,Agreed To,158,123,4
88,2005-05-13T12:41:23,Motion to adjourn the House,,Agreed To,138,57,0
87,2005-05-13T10:24:09,Motion to hear another Member,,Agreed To,150,65,0
86,2005-05-12T10:57:43,Motion to adjourn the House,,Agreed To,152,144,0
85,2005-05-11T19:00:00,Motion to adjourn the House,,Agreed To,277,21,0
84,2005-05-11T15:59:18,Motion to adjourn the debate,,Negatived,147,153,0
83,2005-05-10T18:15:12,Amendment to the First Report of the Standing Committee on Public Accounts,,Agreed To,153,150,0
82,2005-05-10T18:05:31,Amendment to the First Report of the Standing Committee on Public Accounts (amendment),,Agreed To,153,150,0
81,2005-05-10T17:55:16,"Concurrence at report stage of Bill C-9, An Act to establish the Economic Development Agency of Canada for the Regions of Quebec",C-9,Agreed To,247,54,0
80,2005-05-10T17:45:38,"Motion respecting Senate amendments to Bill C-12, An Act to prevent the introduction and spread of communicable diseases",C-12,Agreed To,249,54,0
79,2005-05-10T10:31:01,Motion to adjourn the debate,,Agreed To,132,122,0
78,2005-05-04T18:40:44,"2nd reading of Bill C-274, An Act to amend the Patent Act",C-274,Negatived,23,266,0
77,2005-05-04T18:30:12,"2nd reading of Bill C-215, An Act to amend the Criminal Code (consecutive sentence for use of firearm in commission of offence)",C-215,Tie,148,148,0
76,2005-05-04T18:10:30,"2nd reading of Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes",C-38,Agreed To,164,137,0
75,2005-05-04T18:00:50,"2nd reading of Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (previous question)",C-38,Agreed To,163,138,0
74,2005-05-04T17:55:54,"Fourth Report of the Standing Committee on Justice, Human Rights, Public Safety and Emergency Preparedness",,Agreed To,188,109,0
73,2005-05-04T17:45:34,"Fourth Report of the Standing Committee on Justice, Human Rights, Public Safety and Emergency Preparedness (previous question)",,Agreed To,188,109,0
72,2005-05-04T16:30:47,Motion to adjourn the debate,,Agreed To,222,73,0
71,2005-05-03T12:04:44,Motion to adjourn the debate,,Negatived,140,148,0
70,2005-05-02T17:55:38,Third Report of the Standing Committee on Agriculture and Agri-Food,,Agreed To,168,122,0
69,2005-05-02T18:45:26,Third Report of the Standing Committee on Agriculture and Agri-Food (amendment),,Negatived,123,167,0
68,2005-04-20T18:00:54,Private Members' Business M-165 (Gasoline prices),,Negatived,111,147,2
67,2005-04-20T17:55:37,"2nd reading of Bill C-265, An Act to amend the Income Tax Act (exemption from taxation of 50% of United States social security payments to Canadian residents)",C-265,Agreed To,154,112,2
66,2005-04-20T17:45:52,Seventh Report of the Standing Committee on Health,,Agreed To,269,0,2
65,2005-04-19T17:45:33,Opposition Motion (Sponsorship Program (trust account)),,Agreed To,157,119,4
64,2005-04-13T15:40:32,"2nd reading of Bill C-280, An Act to amend the Employment Insurance Act (Employment Insurance Account and premium rate setting) and another Act in consequence",C-280,Agreed To,156,116,4
63,2005-04-13T15:13:30,"2nd reading of Bill S-3, An Act to amend the Official Languages Act (promotion of English and French)",S-3,Agreed To,194,69,4
62,2005-04-13T15:20:37,"2nd reading of Bill C-263, An Act to amend the Canada Labour Code (replacement workers)",C-263,Negatived,131,143,4
61,2005-04-13T15:10:37,"2nd reading of Bill C-236, An Act to amend the Bankruptcy and Insolvency Act (student loan)",C-236,Negatived,105,168,4
60,2005-04-12T18:20:59,Fourth Report of the Standing Committee on Aboriginal Affairs and Northern Development,,Agreed To,149,147,2
59,2005-04-12T18:15:19,Fourth Report of the Standing Committee on Aboriginal Affairs and Northern Development (amendment),,Negatived,147,149,2
58,2005-04-12T18:10:33,Opposition Motion (Air India bombing),,Agreed To,172,124,2
57,2005-04-12T18:00:32,"3rd reading and adoption of Bill C-30, An Act to amend the Parliament of Canada Act and the Salaries Act and to make consequential amendments to other Acts",C-30,Agreed To,231,65,2
56,2005-04-12T17:50:44,"2nd reading of Bill C-38, An Act respecting certain aspects of legal capacity for marriage for civil purposes (reasoned amendment)",C-38,Negatived,132,164,2
55,2005-04-06T15:20:52,"Private Members' Business M-193 (First Nations, Métis and Inuit war veterans)",,Agreed To,144,100,0
54,2005-04-06T15:15:21,"2nd reading of Bill C-278, An Act to amend the Employment Insurance Act (improvement of the employment insurance system)",C-278,Negatived,77,170,0
53,2005-04-06T15:10:30,Fourth Report of the Standing Committee on Environment and Sustainable Development,,Agreed To,143,108,0
52,2005-03-23T18:15:22,"2nd reading of Bill C-272, An Act to amend the Immigration and Refugee Protection Act (sponsorship of relative)",C-272,Negatived,76,167,18
51,2005-03-23T18:55:59,Private Members' Business M-195 (Foreign Credential Recognition Program) (amendment),,Negatived,112,138,18
50,2005-03-23T17:55:13,"Concurrence at report stage of Bill C-30, An Act to amend the Parliament of Canada Act and the Salaries Act and to make consequential amendments to other Acts",C-30,Agreed To,200,54,18
49,2005-03-23T17:45:44,"Bill C-30, An Act to amend the Parliament of Canada Act and the Salaries Act and to make consequential amendments to other Acts (report stage amendment)",C-30,Agreed To,203,50,18
48,2005-03-22T19:15:39,"Concurrence at report stage of Bill C-22, An Act to establish the Department of Social Development and to amend and repeal certain related Acts",C-22,Agreed To,217,70,2
47,2005-03-22T19:00:00,"Concurrence at report stage of Bill C-23, An Act to establish the Department of Human Resources and Skills Development and to amend and repeal certain related Acts",C-23,Agreed To,217,70,2
46,2005-03-22T17:40:01,Opposition Motion (Equalization),,Negatived,105,182,2
45,2005-03-22T17:30:28,Opposition Motion (Equalization) (amendment),,Negatived,105,181,2
44,2005-03-09T17:45:20,"2nd reading of Bill C-283, An Act to amend the Immigration and Refugee Protection Act and the Immigration and Refugee Protection Regulations",C-283,Agreed To,165,112,0
43,2005-03-09T17:30:14,Budgetary policy,,Agreed To,132,73,0
42,2005-03-08T17:30:35,Budgetary policy (amendment),,Negatived,85,205,0
41,2005-03-07T18:30:26,Budgetary policy (subamendment),,Negatived,71,209,0
40,2005-02-22T17:45:07,Opposition Motion (Light duty vehicle emission standards),,Negatived,70,201,4
39,2005-02-22T17:35:41,Opposition Motion (Accountability of foundations),,Agreed To,161,114,4
38,2005-02-15T18:05:16,"2nd reading of Bill C-32, An Act to amend the Department of Foreign Affairs and International Trade Act and to make consequential amendments to other Acts",C-32,Negatived,125,154,8
37,2005-02-15T17:55:50,"3rd reading and adoption of Bill C-24, An Act to amend the Federal-Provincial Fiscal Arrangements Act and to make consequential amendments to other Acts (fiscal equalization payments to the provinces and funding to the territories)",C-24,Agreed To,229,50,8
36,2005-02-15T17:45:25,"2nd reading of Bill C-31, An Act to establish the Department of International Trade and to make related amendments to certain Acts",C-31,Negatived,125,157,8
35,2005-02-15T17:30:06,Opposition Motion (Childcare funding),,Negatived,96,185,8
34,2005-02-09T17:45:44,"2nd reading of Bill C-206, An Act to amend the Food and Drugs Act (warning labels regarding the consumption of alcohol)",C-206,Agreed To,225,27,16
33,2005-02-08T16:30:21,Opposition Motion (Financial relief for farmers),,Agreed To,158,114,10
32,2005-02-08T17:40:47,Opposition Motion (Assistance to the clothing and textile industries),,Agreed To,157,108,10
31,2005-02-02T17:45:54,"2nd reading of Bill C-24, An Act to amend the Federal-Provincial Fiscal Arrangements Act and to make consequential amendments to other Acts (fiscal equalization payments to the provinces and funding to the territories)",C-24,Agreed To,220,47,10
30,2004-12-09T22:30:27,"2nd reading of Bill C-30, An Act to amend the Parliament of Canada Act and the Salaries Act and to make consequential amendments to other Acts",C-30,Agreed To,225,67,0
29,2004-12-09T22:16:18,Concurrence in an opposed item,,Agreed To,192,99,0
28,2004-12-09T22:15:35,Concurrence in an opposed item,,Agreed To,191,102,0
27,2004-12-09T22:00:50,Motion to restore a vote in estimates,,Negatived,124,167,0
26,2004-12-09T22:00:44,Motion to restore a vote in estimates,,Negatived,120,171,0
25,2004-12-09T22:00:00,Opposition Motion (Sockeye salmon stocks),,Negatived,113,182,0
24,2004-12-07T15:45:22,"2nd reading of Bill C-22, An Act to establish the Department of Social Development and to amend and repeal certain related Acts",C-22,Agreed To,240,51,4
23,2004-12-07T15:35:57,"2nd reading of Bill C-9, An Act to establish the Economic Development Agency of Canada for the Regions of Quebec",C-9,Agreed To,240,51,4
22,2004-12-07T15:25:25,"3rd reading and adoption of Bill C-14, An Act to give effect to a land claims and self-government agreement among the Tlicho, the Government of the Northwest Territories and the Government of Canada, to make related amendments to the Mackenzie Valley Resource Management Act and to make consequential amendments to other Acts",C-14,Agreed To,198,94,4
21,2004-12-07T15:15:41,"3rd reading and adoption of Bill C-5, An Act to provide financial assistance for post-secondary education savings",C-5,Agreed To,273,19,4
20,2004-12-07T15:05:12,Opposition Motion (Mad cow crisis),,Agreed To,164,125,4
19,2004-12-01T17:55:09,"Bill C-5, An Act to provide financial assistance for post-secondary education savings (report stage amendment)",C-5,Negatived,17,233,14
18,2004-12-01T17:45:28,"Bill C-5, An Act to provide financial assistance for post-secondary education savings (report stage amendment)",C-5,Negatived,17,233,14
17,2004-11-30T15:05:56,Opposition Motion (Mirabel Airport),,Agreed To,157,118,4
16,2004-11-23T18:25:48,"2nd reading of Bill C-23, An Act to establish the Department of Human Resources and Skills Development and to amend and repeal certain related Acts",C-23,Agreed To,221,48,12
15,2004-11-23T18:15:20,"Bill C-21, An Act respecting not-for-profit corporations and other corporations without share capital (referral to a committee before second reading)",C-21,Agreed To,180,89,12
14,2004-11-23T17:55:55,"Bill C-7, An Act to amend the Department of Canadian Heritage Act and the Parks Canada Agency Act and to make related amendments to other Acts (report stage amendment)",C-7,Agreed To,157,112,12
13,2004-11-23T17:45:00,Opposition Motion (Processed trans fatty acids),,Agreed To,193,73,12
12,2004-11-16T17:55:11,"Concurrence at report stage of Bill C-6, An Act to establish the Department of Public Safety and Emergency Preparedness and to amend or repeal certain Acts",C-6,Agreed To,278,0,8
11,2004-11-16T17:45:52,"Bill C-6, An Act to establish the Department of Public Safety and Emergency Preparedness and to amend or repeal certain Acts (report stage amendment)",C-6,Negatived,124,154,8
10,2004-11-15T18:44:40,Opposition Motion (Offshore oil and gas revenues),,Negatived,110,157,12
9,2004-11-02T19:00:00,"Bill C-17, An Act to amend the Contraventions Act and the Controlled Drugs and Substances Act and to make consequential amendments to other Acts (referral to a committee before second reading)",C-17,Agreed To,191,99,2
8,2004-11-02T18:50:11,"Bill C-13, An Act to amend the Criminal Code, the DNA Identification Act and the National Defence Act (referral to a committee before second reading)",C-13,Agreed To,198,93,2
7,2004-11-02T18:40:34,"2nd reading of Bill C-14, An Act to give effect to a land claims and self-government agreement among the Tlicho, the Government of the Northwest Territories and the Government of Canada, to make related amendments to the Mackenzie Valley Resource Management Act and to make consequential amendments to other Acts",C-14,Agreed To,198,93,2
6,2004-11-02T18:30:32,Opposition Motion (Fiscal imbalance),,Agreed To,165,128,2
5,2004-10-26T18:30:44,Opposition Motion (National Defence Policies),,Negatived,93,192,0
4,2004-10-18T15:50:09,Ways and Means motion No. 1,,Agreed To,207,93,0
3,2004-10-18T15:40:22,"2nd reading of Bill C-3, An Act to amend the Canada Shipping Act, the Canada Shipping Act, 2001, the Canada National Marine Conservation Areas Act and the Oceans Act",C-3,Agreed To,245,54,0
2,2004-10-18T15:30:42,"Bill C-11, An Act to establish a procedure for the disclosure of wrongdoings in the public sector, including the protection of persons who disclose the wrongdoings (referral to a committee before second reading)",C-11,Agreed To,207,93,0
1,2004-10-18T15:20:58,"Bill C-2, An Act to amend the Criminal Code (protection of children and other vulnerable persons) and the Canada Evidence Act (referral to a committee before second reading)",C-2,Agreed To,207,93,0
